email,contains_win,contains_free,contains_offer,contains_click,is_weekend,is_unknown_sender,word_count,num_special_chars,num_digits,sent_time
no_spam,0,0,0,0,0,0,51,10,1,0
spam,1,1,1,1,0,1,43,0,3,13
no_spam,0,0,0,0,0,0,46,0,2,0
no_spam,1,0,0,0,1,0,64,4,2,0
no_spam,0,0,0,0,0,1,72,4,0,14
no_spam,0,0,1,1,0,0,57,0,0,17
no_spam,0,0,0,0,0,0,11,6,3,12
no_spam,0,0,0,0,0,0,53,3,0,4
no_spam,0,1,0,0,0,0,49,9,2,6
no_spam,0,0,0,0,0,0,35,10,3,12
spam,0,1,0,1,1,1,40,3,3,5
spam,0,0,0,1,1,0,21,8,0,10
no_spam,1,0,0,0,0,0,46,8,0,23
no_spam,0,0,0,0,1,0,81,0,0,14
no_spam,0,0,0,1,0,0,44,5,1,0
no_spam,1,0,0,0,1,0,64,0,0,17
no_spam,0,0,0,0,1,0,65,6,1,14
no_spam,1,1,0,0,1,0,10,5,0,11
no_spam,1,0,1,0,0,0,80,10,1,14
no_spam,0,0,0,0,1,1,9,5,5,21
no_spam,1,1,0,0,0,1,14,2,3,21
spam,0,1,1,1,1,1,79,5,0,12
spam,0,1,1,1,1,0,100,10,3,14
no_spam,0,1,1,0,0,0,5,5,0,0
no_spam,0,1,0,0,1,0,63,3,0,10
spam,1,1,1,1,1,1,64,2,2,14
no_spam,0,0,0,0,0,1,31,0,1,8
spam,1,1,1,0,1,0,52,0,1,0
no_spam,0,0,0,0,0,0,9,0,2,12
spam,0,0,1,1,0,1,5,3,2,0
no_spam,1,0,0,0,0,1,70,2,5,1
spam,0,0,1,1,1,1,84,1,4,21
spam,0,1,1,1,1,0,47,0,5,10
no_spam,0,1,0,0,0,0,69,0,1,7
no_spam,0,1,0,1,0,1,33,0,3,13
spam,1,1,0,1,1,1,9,6,0,11
no_spam,0,0,0,1,1,0,44,6,4,16
spam,1,0,0,0,0,1,61,2,1,15
no_spam,0,0,0,0,0,0,81,10,1,16
no_spam,0,0,0,0,0,0,87,8,0,3
no_spam,0,0,0,0,0,0,45,3,0,2
no_spam,1,0,0,0,0,0,68,0,4,22
spam,1,1,1,1,1,1,5,2,0,16
no_spam,0,0,0,0,0,0,24,5,0,16
no_spam,0,1,1,0,0,0,64,1,5,14
no_spam,0,0,0,1,0,1,42,0,4,12
no_spam,0,0,0,1,0,0,5,1,4,6
spam,1,1,1,1,1,0,5,0,3,0
spam,0,1,1,1,0,1,50,7,2,16
no_spam,0,0,0,0,0,0,71,6,0,17
spam,1,0,1,1,1,0,5,7,0,20
spam,0,0,0,0,1,1,41,10,5,23
no_spam,0,0,0,0,0,0,5,7,3,17
spam,1,1,1,1,1,1,100,6,2,16
no_spam,0,0,0,1,1,0,13,3,0,9
no_spam,0,1,0,1,0,0,48,2,1,1
spam,1,0,0,1,1,1,42,0,5,0
no_spam,0,0,0,0,0,0,60,0,1,0
spam,1,1,1,1,0,1,39,0,0,23
spam,1,0,1,1,1,1,34,2,0,0
no_spam,0,0,0,0,1,0,74,3,5,15
spam,1,1,0,0,0,1,69,10,2,16
no_spam,0,0,0,0,0,0,29,7,0,5
no_spam,0,0,0,0,1,0,17,6,0,0
no_spam,0,0,1,0,0,0,5,9,0,13
spam,0,1,1,1,1,1,42,10,2,8
no_spam,1,0,0,0,0,0,47,6,1,12
no_spam,0,0,0,0,0,0,65,5,5,19
no_spam,0,0,1,0,0,0,68,0,3,11
no_spam,0,0,0,1,0,1,21,8,2,0
no_spam,0,1,0,0,0,1,63,5,3,5
no_spam,0,0,0,0,0,0,50,6,2,14
no_spam,1,0,0,0,0,0,24,10,2,0
no_spam,1,0,0,0,0,0,72,1,0,4
spam,0,1,1,1,0,1,25,7,0,5
no_spam,1,0,0,0,0,0,5,10,3,3
no_spam,1,0,1,0,0,0,63,2,0,16
spam,1,0,1,1,1,1,26,3,0,0
no_spam,0,1,0,0,0,0,39,4,2,18
spam,1,1,1,1,1,1,37,5,0,17
no_spam,0,0,0,0,0,0,40,9,0,10
spam,0,1,1,1,1,0,67,1,2,0
no_spam,0,0,0,0,0,0,100,7,5,17
no_spam,1,1,0,0,1,0,18,3,1,6
no_spam,0,0,0,1,0,1,100,4,4,15
spam,1,0,1,1,1,1,17,0,2,23
no_spam,0,0,0,0,0,0,100,6,1,14
no_spam,0,0,0,0,0,1,29,5,1,5
spam,1,1,1,1,1,1,81,0,0,17
spam,1,1,1,1,0,1,34,0,3,3
no_spam,1,0,0,1,0,1,75,7,1,0
spam,1,1,1,1,1,1,32,0,1,22
spam,1,0,1,1,1,1,22,8,4,14
no_spam,0,0,0,0,1,1,100,3,1,11
no_spam,0,0,0,0,0,1,43,6,5,0
no_spam,1,0,0,0,0,0,34,0,2,12
no_spam,0,0,0,0,1,0,18,5,0,0
no_spam,1,0,1,0,0,0,23,0,0,17
no_spam,0,0,0,0,0,0,28,1,0,5
no_spam,0,0,0,0,0,0,49,3,5,4
no_spam,1,0,0,0,0,0,29,0,4,10
no_spam,0,0,0,0,0,1,57,7,0,14
spam,1,0,1,1,1,1,17,6,4,14
spam,1,0,1,1,1,1,89,3,2,1
no_spam,0,0,0,1,0,0,57,2,0,23
spam,1,1,0,0,1,1,31,3,0,11
no_spam,0,0,0,0,0,0,79,2,1,2
no_spam,0,0,0,0,0,1,5,1,1,0
no_spam,0,0,0,0,1,0,5,0,2,23
no_spam,0,0,0,0,0,0,52,0,5,13
spam,1,1,0,0,1,1,84,4,1,10
no_spam,0,0,1,0,0,1,88,5,0,16
no_spam,1,0,0,0,0,0,76,0,0,1
no_spam,0,1,1,0,0,0,85,1,0,0
no_spam,0,1,0,0,0,0,5,5,0,23
no_spam,0,1,0,0,0,0,5,10,0,8
no_spam,0,1,1,0,0,0,26,0,1,10
no_spam,1,0,0,0,1,0,5,3,2,0
spam,1,1,0,1,0,1,46,8,0,12
spam,0,1,0,1,0,1,67,3,2,1
no_spam,0,0,1,0,0,0,5,1,2,9
spam,0,0,0,1,1,1,39,2,3,0
no_spam,1,0,0,0,0,0,5,0,5,9
no_spam,0,0,1,0,0,0,22,8,5,2
no_spam,0,0,0,0,0,0,56,0,0,4
no_spam,0,0,0,0,0,0,64,8,0,4
spam,1,1,1,1,1,1,41,10,3,8
no_spam,0,0,0,0,0,0,100,10,2,0
no_spam,0,0,0,0,0,0,50,2,0,19
no_spam,0,0,0,0,0,0,70,6,0,13
no_spam,0,0,1,0,0,1,54,8,0,14
spam,1,0,0,0,1,0,63,1,0,17
no_spam,1,0,0,0,0,1,53,10,1,19
no_spam,0,1,0,0,1,0,5,0,0,5
no_spam,0,1,0,0,0,0,28,6,2,23
no_spam,0,0,0,0,0,0,96,3,0,11
no_spam,0,0,0,0,1,0,100,0,1,15
no_spam,1,1,0,0,0,0,5,5,3,17
no_spam,0,0,0,0,0,1,9,0,0,13
no_spam,0,1,0,0,0,1,45,0,4,16
spam,1,0,1,1,1,0,71,0,3,10
spam,0,0,1,0,0,0,40,1,1,2
no_spam,0,0,0,0,0,0,99,5,0,8
no_spam,0,0,0,0,1,0,67,3,1,20
no_spam,0,0,1,0,0,0,78,8,5,5
spam,0,0,1,1,0,1,46,9,0,19
no_spam,0,0,0,0,0,1,72,10,3,15
no_spam,1,0,0,1,1,0,27,10,0,0
no_spam,0,0,0,1,0,1,32,5,0,23
no_spam,0,0,0,0,1,1,22,10,0,10
no_spam,0,0,1,1,0,0,54,10,0,11
no_spam,0,0,1,0,1,0,61,0,2,13
no_spam,1,0,1,0,0,0,88,2,2,2
no_spam,1,0,0,0,0,0,41,6,2,4
no_spam,0,0,0,1,0,0,59,4,0,16
no_spam,0,0,0,0,0,0,50,3,0,0
no_spam,0,0,0,0,0,0,38,2,3,0
no_spam,0,0,0,0,0,0,46,0,0,12
no_spam,0,0,0,0,0,0,64,10,2,14
no_spam,1,0,0,0,1,0,5,6,0,13
spam,1,1,1,1,1,1,89,2,4,7
no_spam,0,1,0,0,1,0,31,0,2,16
no_spam,0,1,0,0,0,0,24,7,3,19
no_spam,1,0,0,0,0,0,33,0,4,0
no_spam,0,0,1,0,0,1,69,5,0,8
no_spam,1,0,0,0,0,0,85,2,5,13
no_spam,0,0,1,0,0,0,43,7,0,0
no_spam,1,0,0,0,0,0,12,10,0,23
spam,0,1,0,1,1,1,82,4,0,6
no_spam,0,1,0,0,0,0,31,3,0,15
spam,0,0,1,1,1,1,72,8,5,6
spam,1,1,1,1,1,1,5,10,2,23
no_spam,0,0,0,1,1,0,39,1,1,12
spam,0,1,1,1,1,1,54,10,0,8
no_spam,0,0,0,1,1,0,38,5,3,0
spam,1,0,1,0,0,1,50,8,1,23
no_spam,0,0,1,0,0,0,16,0,0,17
no_spam,0,0,0,0,1,0,76,8,3,8
no_spam,1,0,1,0,0,0,5,8,0,0
no_spam,1,0,0,0,1,0,66,2,0,23
no_spam,0,0,0,0,0,0,86,9,2,7
no_spam,0,0,0,0,0,1,24,0,0,14
no_spam,0,0,0,1,0,0,55,10,1,11
no_spam,0,0,0,0,0,0,70,0,3,6
no_spam,0,0,0,0,0,0,12,2,0,15
no_spam,1,0,0,0,0,0,36,3,5,11
spam,1,0,0,1,1,0,5,10,2,6
spam,0,1,0,1,0,1,46,5,0,0
spam,1,1,1,1,1,0,36,10,4,0
no_spam,0,0,0,0,0,0,75,0,2,23
no_spam,0,0,0,0,1,1,81,4,0,10
no_spam,0,1,1,1,0,0,25,0,4,15
spam,1,1,1,1,1,1,95,5,4,14
no_spam,0,0,0,0,1,0,37,0,4,10
no_spam,0,0,0,0,1,1,59,0,2,23
no_spam,0,0,0,0,0,0,5,4,2,12
spam,1,1,1,0,1,1,78,5,3,16
no_spam,0,0,1,0,0,0,47,0,3,11
no_spam,0,0,0,0,1,0,88,5,5,9
no_spam,0,0,0,0,1,0,46,3,0,5
no_spam,0,0,1,0,0,1,5,4,0,23
no_spam,0,0,0,0,0,0,87,6,5,6
no_spam,0,0,0,0,1,0,89,5,0,10
no_spam,1,0,0,0,0,1,84,4,0,19
spam,1,1,0,0,1,0,58,6,5,16
no_spam,0,0,0,1,0,0,36,9,1,11
spam,1,1,1,0,1,0,46,6,0,6
spam,1,1,0,1,1,0,75,4,1,16
no_spam,0,0,0,0,0,0,100,2,3,0
no_spam,0,0,0,0,0,1,50,3,4,3
no_spam,0,0,0,0,0,0,6,6,5,23
spam,1,1,1,0,1,0,52,3,1,7
no_spam,0,0,0,0,0,0,43,1,3,23
no_spam,0,0,0,0,0,0,16,10,2,19
no_spam,0,0,0,0,0,0,48,4,0,21
no_spam,1,0,1,1,0,1,81,9,2,0
no_spam,1,0,0,1,1,0,87,0,2,8
no_spam,0,0,0,0,0,0,32,4,3,18
no_spam,0,1,0,0,0,0,50,1,0,0
no_spam,1,0,0,0,0,1,100,3,5,5
no_spam,0,0,1,0,0,0,72,4,3,10
no_spam,0,0,0,0,0,1,41,0,1,18
no_spam,1,0,0,0,0,0,5,8,3,17
no_spam,1,0,1,0,0,0,5,1,1,0
spam,1,1,1,1,0,1,85,8,3,10
no_spam,0,0,0,0,0,1,49,6,1,23
no_spam,0,1,0,1,0,0,100,8,0,5
no_spam,0,0,0,0,0,1,53,1,0,1
no_spam,1,0,0,0,1,0,10,0,2,9
no_spam,1,0,0,0,0,0,57,4,3,9
no_spam,0,0,0,0,0,1,64,5,2,11
spam,0,1,0,1,0,1,100,2,0,15
no_spam,0,0,0,0,1,0,31,5,2,18
no_spam,0,0,1,0,0,0,67,5,0,12
no_spam,0,1,0,0,0,0,50,10,3,4
no_spam,1,0,0,0,0,0,80,3,3,17
no_spam,0,0,0,0,0,0,76,0,3,17
no_spam,0,0,0,0,1,0,23,10,0,6
no_spam,0,1,0,0,0,0,78,2,3,14
no_spam,0,0,1,0,0,1,65,0,1,10
no_spam,0,1,0,0,0,1,65,9,1,10
no_spam,0,0,0,0,0,1,97,9,1,13
no_spam,1,0,0,0,0,0,46,10,1,4
no_spam,0,0,0,0,0,0,93,1,1,0
spam,0,0,0,1,0,1,5,6,2,6
no_spam,1,1,1,0,0,1,32,1,3,19
no_spam,0,0,1,0,0,0,13,6,1,5
no_spam,0,0,0,0,0,1,27,3,2,16
spam,0,1,1,1,0,0,49,0,1,15
spam,1,1,0,1,0,1,75,5,2,1
no_spam,0,0,1,0,0,0,100,5,1,3
spam,0,1,1,0,1,1,15,3,0,13
no_spam,1,0,0,1,0,0,100,3,0,0
no_spam,0,0,0,0,0,0,73,4,3,21
spam,1,0,1,1,1,1,66,6,1,9
spam,1,1,0,0,1,0,64,0,0,9
no_spam,0,1,1,0,0,0,91,3,5,17
no_spam,0,0,0,0,0,0,87,2,2,5
no_spam,0,0,0,0,0,0,55,10,0,5
no_spam,1,0,0,0,0,0,52,10,0,4
spam,0,1,0,0,0,1,60,3,2,0
no_spam,1,0,0,0,1,0,44,4,4,11
no_spam,0,0,0,0,1,0,22,7,0,0
no_spam,0,1,1,0,0,0,56,7,4,1
no_spam,0,1,0,0,0,1,5,5,0,7
no_spam,0,0,0,0,0,0,28,8,1,11
no_spam,1,0,0,0,0,1,29,7,3,22
spam,1,1,1,1,0,1,61,6,0,0
spam,1,1,1,1,1,1,84,6,5,23
no_spam,1,0,0,0,0,0,100,8,5,4
spam,0,1,1,0,1,1,5,4,0,14
spam,1,1,0,1,1,1,86,5,0,23
spam,1,1,0,0,1,1,44,7,0,1
no_spam,0,0,0,0,0,0,25,10,0,14
no_spam,0,1,1,0,1,0,67,5,5,23
no_spam,0,0,1,0,0,1,100,1,1,18
no_spam,0,0,0,0,0,1,62,9,0,14
no_spam,0,0,1,0,1,0,100,7,0,3
no_spam,0,0,0,1,0,0,18,4,4,22
no_spam,0,0,0,0,0,0,48,5,3,13
no_spam,0,1,0,0,0,0,15,0,1,0
no_spam,0,0,0,0,0,1,23,2,0,13
no_spam,0,1,0,0,0,0,83,2,2,10
spam,1,1,1,1,1,0,43,6,4,3
spam,0,0,1,1,1,1,54,4,3,0
spam,1,0,0,1,1,1,59,0,4,12
spam,1,1,0,1,0,0,63,1,5,11
no_spam,1,0,1,1,0,1,87,2,5,23
spam,1,1,1,1,1,1,44,0,3,10
no_spam,0,0,0,0,0,0,51,9,2,9
no_spam,1,0,0,0,0,0,13,6,1,17
no_spam,0,0,0,0,0,1,8,3,0,0
no_spam,1,0,1,1,0,0,28,1,3,18
no_spam,1,0,1,0,0,0,57,0,3,11
no_spam,0,0,0,0,0,0,33,2,5,14
spam,0,1,1,0,1,0,15,9,1,10
no_spam,0,0,0,0,0,0,58,6,0,7
no_spam,1,0,0,0,1,1,15,2,5,13
spam,1,1,0,1,0,1,100,7,0,17
no_spam,0,0,0,0,0,1,35,3,0,18
no_spam,1,1,0,1,0,0,5,9,0,16
no_spam,0,1,0,0,0,0,7,0,0,5
no_spam,0,0,0,0,1,0,80,0,2,10
no_spam,0,0,1,0,0,0,65,0,0,19
spam,1,1,1,0,1,1,33,4,1,15
no_spam,0,0,0,0,0,0,100,3,5,20
no_spam,1,0,0,0,0,0,48,3,0,5
spam,1,0,0,1,1,1,59,6,5,4
no_spam,0,0,0,0,0,0,100,10,5,10
no_spam,0,0,0,0,1,0,59,10,3,7
no_spam,0,0,0,0,0,0,12,6,4,18
no_spam,0,0,0,0,1,1,60,4,5,10
no_spam,0,0,0,1,0,0,69,2,0,21
no_spam,0,0,1,0,0,0,100,0,4,16
no_spam,0,0,0,0,0,0,45,0,0,0
spam,1,1,1,1,0,1,5,5,5,15
no_spam,0,0,0,1,1,0,10,2,0,14
no_spam,0,0,1,0,0,0,5,4,0,16
no_spam,0,0,0,0,0,0,54,0,1,13
no_spam,1,1,0,0,0,0,45,0,2,1
no_spam,1,0,0,0,1,0,31,10,2,9
no_spam,0,0,1,0,0,0,100,4,2,0
spam,1,0,1,1,1,1,56,3,4,23
no_spam,0,0,0,0,0,0,33,5,0,0
no_spam,0,0,0,0,0,0,100,9,3,4
no_spam,0,0,0,0,0,0,39,0,0,8
no_spam,0,0,0,1,0,0,84,2,5,15
no_spam,1,0,1,0,0,0,35,0,0,4
no_spam,0,0,0,0,1,0,34,4,0,5
no_spam,1,0,0,0,0,0,25,7,0,12
no_spam,0,0,0,1,0,0,33,0,1,23
spam,1,0,1,1,1,1,17,6,2,4
spam,1,1,0,1,1,1,6,5,3,13
spam,1,0,0,1,1,1,29,8,5,0
spam,0,1,0,0,0,1,14,4,2,9
no_spam,0,0,0,0,0,1,62,3,0,5
spam,1,1,1,1,1,1,68,6,1,0
no_spam,1,0,1,0,0,0,63,7,3,17
spam,1,1,0,1,1,1,5,4,0,1
spam,0,0,0,1,1,1,51,3,3,11
no_spam,0,0,0,1,0,0,13,0,5,5
spam,1,1,0,1,0,1,61,7,3,9
no_spam,0,0,0,0,0,0,74,7,0,21
no_spam,0,0,1,1,0,0,84,0,5,2
no_spam,0,0,1,0,0,0,65,10,2,15
no_spam,0,1,0,1,1,1,23,1,3,0
no_spam,0,0,0,0,0,0,58,3,1,17
no_spam,0,0,0,0,0,0,100,7,5,15
spam,0,1,1,1,1,1,94,10,0,4
no_spam,0,0,0,0,0,1,5,0,3,15
spam,1,1,1,1,1,1,86,4,0,8
spam,1,1,0,0,1,1,41,1,2,22
spam,0,1,1,0,1,0,76,2,0,11
spam,1,1,0,0,0,0,91,0,0,7
no_spam,1,0,0,0,0,0,100,0,4,19
spam,0,1,1,1,1,0,89,5,3,23
spam,1,1,0,1,0,0,31,7,5,7
no_spam,0,0,1,0,0,0,61,3,1,19
no_spam,0,0,1,0,0,1,56,4,2,10
no_spam,0,0,1,0,0,0,75,0,0,7
no_spam,0,0,0,0,1,0,28,0,4,23
no_spam,0,0,1,0,0,0,15,4,2,8
no_spam,0,1,0,0,0,0,15,2,0,18
no_spam,0,0,0,0,0,0,7,10,5,9
no_spam,0,0,0,0,0,0,44,4,1,23
spam,1,1,0,1,1,1,100,4,3,4
no_spam,0,0,1,0,0,0,37,0,0,20
no_spam,1,0,0,0,0,0,92,2,0,2
no_spam,0,0,1,1,0,1,5,1,5,21
no_spam,0,1,1,0,0,0,71,3,0,6
spam,1,1,1,0,1,1,33,2,0,0
no_spam,0,0,0,1,0,0,89,10,3,12
no_spam,0,0,1,1,0,0,66,0,0,16
no_spam,1,0,1,0,0,0,5,3,0,23
no_spam,0,0,0,0,0,0,84,6,1,0
spam,0,1,1,1,0,0,25,1,0,18
no_spam,1,0,0,0,0,0,100,8,4,7
no_spam,0,0,0,0,0,0,47,3,4,10
no_spam,0,0,0,0,0,0,99,9,0,0
no_spam,1,1,0,0,1,0,74,0,5,0
no_spam,0,0,0,0,0,0,23,3,0,5
no_spam,1,1,1,0,0,0,37,7,4,0
no_spam,0,0,1,0,0,0,48,9,0,8
no_spam,0,0,0,0,0,0,100,0,0,4
no_spam,0,0,0,0,0,0,80,8,0,23
spam,0,0,1,1,1,1,23,1,1,11
spam,1,1,1,1,1,1,5,8,1,22
no_spam,0,0,0,1,0,0,90,4,0,20
spam,1,0,0,1,0,1,78,3,0,12
no_spam,0,0,0,0,0,1,5,3,0,9
no_spam,0,0,0,0,0,0,40,0,5,21
spam,0,1,0,0,1,1,21,0,0,3
spam,0,0,1,1,1,1,5,6,0,5
spam,0,1,1,1,0,0,81,3,2,14
no_spam,0,0,0,1,0,0,25,9,0,22
no_spam,0,0,0,0,0,0,5,4,0,9
spam,1,1,1,0,1,0,74,1,2,23
no_spam,0,0,0,0,0,0,5,9,1,11
no_spam,1,1,1,1,0,0,58,6,0,10
no_spam,0,0,0,0,0,0,34,0,0,7
no_spam,0,0,0,0,0,0,76,7,5,0
no_spam,0,1,0,0,0,0,16,5,3,9
no_spam,1,0,0,1,0,0,23,4,3,7
spam,1,1,1,1,0,1,10,8,2,0
no_spam,0,0,0,0,0,0,6,0,3,6
no_spam,0,0,0,0,0,0,13,0,0,18
no_spam,0,1,0,1,0,0,100,3,2,1
no_spam,0,0,0,0,0,0,36,7,1,17
no_spam,0,0,0,1,1,1,65,0,2,0
no_spam,1,0,0,0,1,0,32,2,2,7
spam,0,0,1,0,1,0,26,7,2,23
no_spam,0,1,0,0,0,0,100,6,2,14
spam,1,1,1,0,0,0,100,10,0,11
no_spam,0,1,0,0,0,1,44,3,2,6
no_spam,1,0,0,0,1,0,27,4,0,21
no_spam,0,1,0,0,0,0,81,9,2,12
no_spam,1,0,0,0,0,0,85,8,2,22
spam,0,0,1,1,0,1,64,7,3,7
no_spam,1,0,1,0,0,0,100,9,1,17
no_spam,0,1,1,0,0,0,84,5,0,10
spam,1,1,1,1,0,1,43,4,1,0
spam,1,1,0,1,0,1,58,3,3,17
spam,1,1,0,1,1,1,100,4,3,21
no_spam,0,0,0,1,0,1,8,0,4,18
spam,1,0,0,1,1,1,31,8,1,1
no_spam,0,0,0,0,0,0,73,10,0,16
no_spam,0,0,0,0,0,0,98,10,0,19
no_spam,1,0,1,0,0,0,100,4,0,7
no_spam,1,1,1,0,0,0,56,2,0,23
no_spam,0,1,0,0,0,1,73,3,2,22
no_spam,0,0,0,0,1,1,100,6,5,10
spam,1,1,1,1,1,1,45,9,2,10
no_spam,0,1,0,1,0,0,63,10,3,4
no_spam,0,0,0,0,0,0,42,6,1,10
no_spam,0,0,1,1,0,0,34,0,0,0
spam,1,1,1,0,1,0,47,5,0,6
no_spam,1,0,0,0,0,0,59,10,2,4
no_spam,0,0,0,0,0,0,40,4,5,2
spam,1,1,1,1,0,0,52,3,0,6
spam,1,0,1,1,1,0,66,9,2,15
no_spam,1,0,1,0,0,0,84,0,5,17
no_spam,0,0,0,0,0,0,59,0,5,15
spam,0,1,1,1,1,0,66,2,2,18
no_spam,0,0,0,0,0,0,75,3,1,0
no_spam,0,0,0,0,0,0,73,7,5,4
spam,1,0,0,1,1,0,49,7,4,21
no_spam,1,0,0,0,1,1,43,0,1,16
no_spam,0,0,0,0,0,0,48,7,1,22
no_spam,0,0,0,0,0,0,5,7,1,11
no_spam,0,0,0,0,0,0,39,0,0,7
no_spam,0,0,0,1,1,1,17,9,2,19
spam,1,1,1,0,1,1,17,6,0,19
no_spam,0,0,0,0,0,0,94,1,1,23
no_spam,0,0,1,0,1,1,70,7,4,7
no_spam,0,1,0,0,0,1,32,3,0,12
no_spam,0,0,0,1,0,0,5,0,1,8
spam,0,0,1,0,0,1,31,0,3,18
no_spam,0,0,0,1,1,0,10,0,1,19
no_spam,1,1,0,1,0,0,76,3,2,8
no_spam,0,0,0,0,0,0,15,2,0,21
no_spam,0,1,0,0,0,0,31,7,1,13
no_spam,0,0,0,1,0,0,40,10,3,11
no_spam,0,0,0,0,0,0,67,10,0,16
spam,0,1,1,1,0,1,80,0,1,16
no_spam,0,0,0,0,0,0,53,9,1,16
no_spam,1,0,1,0,1,0,63,0,1,0
no_spam,0,1,1,1,0,0,100,4,5,2
spam,1,0,0,1,0,0,100,7,2,23
no_spam,0,1,0,0,0,0,5,1,0,16
no_spam,0,1,0,1,1,0,78,7,0,11
no_spam,0,1,0,0,0,0,86,9,0,9
no_spam,1,1,1,0,0,0,67,10,2,8
spam,0,1,0,1,1,1,100,1,3,12
no_spam,1,0,0,0,0,0,81,9,2,16
no_spam,0,1,0,0,0,0,98,5,1,18
spam,1,1,1,1,0,1,94,2,5,18
spam,1,1,1,1,1,1,14,10,0,8
spam,1,1,1,1,0,1,5,0,1,8
spam,1,0,1,1,1,1,54,5,0,3
no_spam,0,0,0,0,0,0,30,0,3,15
no_spam,1,0,0,0,1,0,19,8,5,4
no_spam,0,0,0,0,0,0,77,6,0,7
no_spam,0,1,0,1,0,0,68,1,0,18
no_spam,1,0,1,0,1,0,43,5,3,19
no_spam,0,1,0,0,0,0,58,0,3,18
no_spam,0,0,0,0,0,0,100,8,4,6
spam,1,0,1,0,1,1,100,7,1,0
no_spam,1,0,0,1,0,0,80,9,3,16
spam,1,0,0,1,1,1,73,10,2,12
no_spam,0,1,0,0,0,0,92,9,1,0
no_spam,0,0,0,0,1,0,75,5,0,13
no_spam,0,1,1,0,0,1,85,4,2,4
no_spam,0,0,0,0,1,0,65,3,0,0
no_spam,0,0,0,0,1,0,28,1,0,13
spam,0,1,1,0,1,1,49,9,0,14
no_spam,0,1,0,0,0,1,36,2,3,22
no_spam,0,0,0,1,1,0,5,0,3,20
no_spam,1,0,0,0,0,0,62,0,1,13
no_spam,0,0,1,0,1,0,100,8,2,0
spam,1,1,1,0,1,0,72,0,0,18
spam,0,1,0,0,1,0,90,0,0,0
no_spam,0,0,0,0,0,0,85,10,0,13
no_spam,0,0,0,0,0,0,5,4,0,21
no_spam,1,0,0,1,0,0,19,0,0,18
spam,0,0,0,1,1,1,58,0,1,21
no_spam,0,1,0,0,0,1,100,8,0,11
no_spam,0,0,0,0,0,0,69,10,0,10
spam,1,1,1,0,0,1,19,3,2,10
no_spam,0,0,0,0,0,0,26,0,4,10
spam,0,1,1,1,1,0,100,9,0,19
no_spam,0,1,0,0,0,0,39,3,1,0
no_spam,0,1,0,0,0,0,18,6,0,8
no_spam,0,0,0,1,0,1,82,0,0,5
spam,1,1,1,1,0,1,53,4,3,7
spam,0,1,0,1,1,1,30,0,1,19
no_spam,1,0,1,0,0,0,65,10,0,0
no_spam,1,0,0,0,0,0,92,2,3,19
no_spam,1,0,0,0,0,0,47,7,4,23
spam,0,1,1,1,1,1,77,3,2,16
no_spam,0,0,0,0,0,1,68,9,1,14
no_spam,1,0,0,1,0,0,84,8,1,23
no_spam,1,0,0,0,0,1,48,3,0,16
spam,0,1,1,0,1,1,22,6,2,23
no_spam,0,0,0,0,0,0,66,4,0,9
no_spam,0,0,0,1,1,1,59,0,0,17
no_spam,0,0,0,0,0,0,97,7,4,23
spam,0,0,1,1,1,1,74,3,4,0
no_spam,0,0,0,0,1,0,5,6,2,1
no_spam,0,1,0,0,0,1,66,4,1,11
spam,1,1,0,1,0,1,100,0,1,19
no_spam,0,0,0,1,0,0,25,4,1,2
no_spam,0,0,1,0,1,0,35,0,4,14
no_spam,0,0,0,0,0,1,5,10,3,9
spam,1,1,1,1,1,1,51,2,3,2
no_spam,0,0,1,0,0,1,48,7,1,13
spam,1,0,0,1,1,0,43,4,2,6
no_spam,0,0,0,1,1,0,50,3,2,7
no_spam,1,0,0,0,0,0,41,10,1,21
no_spam,1,0,0,0,0,0,38,10,5,21
spam,1,0,1,1,1,1,18,10,2,17
no_spam,0,1,0,0,0,0,67,5,5,19
spam,0,0,0,1,1,1,44,0,2,16
no_spam,0,0,0,0,0,1,80,0,5,0
no_spam,0,0,1,0,0,0,23,1,5,12
no_spam,0,0,0,1,0,0,81,10,2,7
spam,1,1,0,1,0,0,36,5,0,3
no_spam,0,0,0,1,1,0,75,4,0,9
no_spam,0,0,0,0,0,0,5,0,0,0
no_spam,1,0,0,0,0,0,64,1,0,14
spam,0,0,1,0,0,0,59,0,1,2
no_spam,0,0,0,0,0,0,41,3,5,8
spam,1,1,1,1,1,1,70,8,2,6
no_spam,0,0,0,1,0,0,69,8,0,0
no_spam,0,0,0,0,0,0,42,5,4,3
no_spam,0,0,0,1,0,0,42,0,4,12
spam,1,0,0,1,1,1,25,6,0,7
spam,1,1,0,0,1,0,31,3,2,23
no_spam,0,0,0,0,1,1,100,3,5,3
no_spam,0,1,1,0,1,0,30,0,0,18
no_spam,0,0,0,0,0,0,100,0,0,21
no_spam,0,0,0,0,1,0,100,2,3,23
no_spam,0,1,0,0,0,0,71,10,2,17
no_spam,0,0,0,0,1,0,42,5,0,4
no_spam,0,0,0,1,0,0,5,3,1,23
no_spam,0,0,0,0,0,0,34,0,2,15
no_spam,0,0,0,0,0,0,23,0,4,7
no_spam,0,1,0,1,0,1,12,0,4,23
no_spam,0,0,0,0,0,0,75,1,1,17
no_spam,0,0,0,0,0,1,6,0,0,14
spam,1,1,1,1,0,0,36,0,2,0
