ID,ProductLine,ProductNumber,Amount,Purchase Date
826,B-200,208,50,7/19/2017
789,C-300,373,66,7/19/2017
461,A-100,167,37,7/19/2017
249,E-500,517,187,7/19/2017
189,C-300,341,94,7/19/2017
39,B-200,282,32,7/19/2017
735,E-500,519,198,7/20/2017
692,C-300,386,119,7/20/2017
655,C-300,328,66,7/20/2017
351,B-200,216,36,7/20/2017
302,D-400,480,105,7/20/2017
223,E-500,581,175,7/20/2017
905,A-100,148,46,7/21/2017
634,A-100,128,25,7/21/2017
544,E-500,588,188,7/21/2017
325,D-400,439,121,7/21/2017
236,B-200,242,36,7/21/2017
23,D-400,486,108,7/21/2017
773,E-500,576,177,7/22/2017
657,E-500,583,207,7/22/2017
620,C-300,363,118,7/22/2017
571,E-500,519,155,7/22/2017
551,A-100,161,32,7/22/2017
538,A-100,118,47,7/22/2017
532,A-100,115,32,7/22/2017
527,A-100,168,23,7/22/2017
417,B-200,221,32,7/22/2017
307,A-100,126,42,7/22/2017
290,C-300,330,84,7/22/2017
177,B-200,205,64,7/22/2017
957,C-300,358,73,7/23/2017
372,B-200,247,73,7/23/2017
341,C-300,357,53,7/23/2017
275,B-200,296,68,7/23/2017
46,C-300,392,110,7/23/2017
995,B-200,227,79,7/24/2017
1,D-400,487,118,7/24/2017
1,D-400,496,136,7/24/2017
733,A-100,151,33,7/25/2017
643,A-100,159,34,7/25/2017
563,C-300,389,107,7/25/2017
177,C-300,396,91,7/25/2017
95,C-300,324,89,7/25/2017
918,D-400,410,120,7/26/2017
885,D-400,485,140,7/26/2017
395,D-400,426,116,7/26/2017
374,A-100,131,16,7/26/2017
373,C-300,339,94,7/26/2017
205,B-200,250,64,7/26/2017
910,E-500,574,164,7/27/2017
582,A-100,174,19,7/27/2017
449,B-200,213,78,7/27/2017
407,B-200,285,45,7/27/2017
335,D-400,463,111,7/27/2017
104,B-200,224,69,7/27/2017
67,D-400,412,112,7/27/2017
272,B-200,217,38,7/28/2017
169,E-500,537,171,7/28/2017
36,B-200,203,60,7/28/2017
865,E-500,542,165,7/29/2017
700,A-100,101,12,7/29/2017
121,B-200,229,59,7/29/2017
550,A-100,135,13,7/30/2017
476,B-200,258,69,7/30/2017
346,D-400,456,147,7/30/2017
179,E-500,569,156,7/30/2017
848,A-100,157,39,7/31/2017
688,A-100,186,10,7/31/2017
288,E-500,507,159,7/31/2017
206,E-500,567,213,7/31/2017
113,E-500,544,215,7/31/2017
826,B-200,233,69,8/1/2017
673,B-200,263,53,8/1/2017
520,B-200,272,39,8/1/2017
465,C-300,320,97,8/1/2017
354,B-200,260,39,8/1/2017
309,E-500,572,169,8/1/2017
145,D-400,410,148,8/1/2017
10,E-500,127,23,8/1/2017
788,C-300,314,56,8/2/2017
421,A-100,172,36,8/2/2017
92,A-100,192,32,8/2/2017
955,A-100,103,18,8/3/2017
577,A-100,143,48,8/3/2017
569,D-400,488,120,8/3/2017
921,E-500,574,201,8/4/2017
885,A-100,122,43,8/4/2017
861,B-200,208,70,8/4/2017
731,D-400,469,110,8/4/2017
620,B-200,279,38,8/4/2017
521,D-400,447,107,8/4/2017
518,C-300,347,61,8/4/2017
409,B-200,266,30,8/4/2017
389,B-200,258,50,8/4/2017
283,E-500,554,185,8/4/2017
920,D-400,462,146,8/5/2017
596,E-500,569,194,8/5/2017
267,A-100,112,27,8/5/2017
158,C-300,312,108,8/5/2017
132,D-400,450,127,8/5/2017
58,E-500,536,165,8/5/2017
18,D-400,421,123,8/5/2017
978,D-400,454,109,8/6/2017
967,A-100,104,37,8/6/2017
704,D-400,440,133,8/6/2017
635,C-300,353,84,8/6/2017
490,B-200,270,30,8/6/2017
870,B-200,265,33,8/7/2017
851,C-300,327,68,8/7/2017
700,C-300,307,86,8/7/2017
513,D-400,431,116,8/7/2017
325,B-200,263,33,8/7/2017
175,D-400,440,124,8/7/2017
77,A-100,149,25,8/7/2017
833,A-100,112,39,8/8/2017
613,D-400,484,132,8/8/2017
284,B-200,212,77,8/8/2017
167,D-400,402,128,8/8/2017
164,D-400,409,117,8/8/2017
840,D-400,425,107,8/9/2017
835,C-300,374,104,8/9/2017
766,C-300,330,69,8/9/2017
687,B-200,278,64,8/9/2017
326,B-200,220,41,8/9/2017
245,A-100,125,42,8/9/2017
800,B-200,201,43,8/10/2017
564,D-400,439,137,8/10/2017
353,D-400,496,141,8/10/2017
238,A-100,110,33,8/10/2017
190,B-200,215,39,8/10/2017
109,A-100,107,47,8/10/2017
62,D-400,428,126,8/10/2017
943,E-500,546,164,8/11/2017
688,B-200,264,50,8/11/2017
551,D-400,471,109,8/11/2017
789,E-500,545,206,8/12/2017
765,B-200,225,35,8/12/2017
762,C-300,392,63,8/12/2017
618,A-100,180,22,8/12/2017
496,E-500,590,219,8/12/2017
479,C-300,380,102,8/12/2017
713,C-300,330,102,8/13/2017
538,A-100,151,23,8/13/2017
410,D-400,463,120,8/13/2017
380,C-300,305,70,8/13/2017
217,C-300,352,54,8/13/2017
20,C-300,329,115,8/13/2017
824,B-200,296,47,8/14/2017
757,A-100,147,15,8/14/2017
670,D-400,461,136,8/14/2017
547,E-500,506,206,8/14/2017
854,D-400,448,130,8/15/2017
309,B-200,284,60,8/15/2017
174,A-100,196,26,8/15/2017
45,D-400,489,124,8/15/2017
809,C-300,396,61,8/16/2017
767,A-100,184,27,8/16/2017
696,C-300,392,74,8/16/2017
546,B-200,244,72,8/16/2017
534,C-300,382,58,8/16/2017
295,B-200,294,45,8/16/2017
197,D-400,456,101,8/16/2017
120,E-500,531,200,8/16/2017
110,C-300,316,100,8/16/2017
36,A-100,189,26,8/16/2017
944,E-500,530,167,8/17/2017
884,E-500,589,184,8/17/2017
882,B-200,235,79,8/17/2017
638,D-400,428,101,8/17/2017
473,D-400,484,129,8/17/2017
449,B-200,273,79,8/17/2017
392,E-500,545,189,8/17/2017
79,D-400,494,143,8/17/2017
335,C-300,304,97,8/18/2017
283,E-500,584,187,8/18/2017
791,B-200,205,79,8/19/2017
387,B-200,218,68,8/19/2017
328,A-100,132,42,8/19/2017
310,B-200,284,51,8/19/2017
63,C-300,374,113,8/19/2017
929,C-300,372,85,8/20/2017
730,C-300,352,60,8/20/2017
328,C-300,314,109,8/20/2017
152,E-500,584,170,8/20/2017
928,C-300,351,58,8/21/2017
844,E-500,526,191,8/21/2017
739,E-500,516,212,8/21/2017
715,C-300,323,74,8/21/2017
692,B-200,228,57,8/21/2017
651,D-400,408,125,8/21/2017
399,D-400,407,142,8/21/2017
101,A-100,155,27,8/21/2017
66,A-100,138,26,8/21/2017
871,C-300,360,83,8/22/2017
538,E-500,518,190,8/22/2017
277,A-100,137,23,8/22/2017
895,E-500,581,189,8/23/2017
798,A-100,131,35,8/23/2017
693,C-300,387,79,8/23/2017
677,D-400,421,137,8/23/2017
326,C-300,305,65,8/23/2017
157,A-100,131,48,8/23/2017
987,A-100,105,14,8/24/2017
876,B-200,220,33,8/24/2017
687,A-100,116,35,8/24/2017
625,E-500,574,167,8/24/2017
447,E-500,519,155,8/24/2017
274,A-100,123,22,8/24/2017
92,A-100,138,47,8/24/2017
940,C-300,369,108,8/25/2017
287,A-100,107,26,8/25/2017
244,C-300,343,92,8/25/2017
167,E-500,577,162,8/25/2017
948,B-200,251,66,8/26/2017
290,A-100,142,28,8/26/2017
658,B-200,226,60,8/27/2017
978,C-300,322,92,8/28/2017
874,E-500,504,187,8/28/2017
718,B-200,214,31,8/28/2017
644,E-500,504,205,8/28/2017
545,A-100,141,41,8/28/2017
251,E-500,514,179,8/28/2017
117,E-500,510,150,8/28/2017
512,E-500,582,186,8/29/2017
305,A-100,193,26,8/29/2017
170,D-400,415,118,8/29/2017
94,A-100,104,18,8/29/2017
775,B-200,207,72,8/30/2017
887,B-200,262,54,8/31/2017
885,C-300,316,90,8/31/2017
579,B-200,266,79,8/31/2017
104,B-200,218,68,8/31/2017
709,C-300,304,79,9/1/2017
580,E-500,505,157,9/1/2017
543,C-300,362,53,9/1/2017
439,E-500,545,209,9/1/2017
431,A-100,149,35,9/1/2017
358,D-400,429,136,9/1/2017
330,A-100,117,28,9/1/2017
213,C-300,386,85,9/1/2017
969,E-500,561,182,9/2/2017
810,A-100,170,25,9/2/2017
782,A-100,191,21,9/2/2017
167,A-100,128,13,9/2/2017
124,C-300,351,56,9/2/2017
78,D-400,447,137,9/2/2017
9,B-200,220,79,9/2/2017
918,E-500,504,197,9/3/2017
512,E-500,544,176,9/3/2017
58,C-300,324,52,9/3/2017
855,C-300,355,89,9/4/2017
653,E-500,508,182,9/4/2017
446,D-400,438,140,9/4/2017
271,D-400,464,147,9/4/2017
228,D-400,498,148,9/4/2017
587,B-200,296,50,9/5/2017
538,B-200,247,68,9/5/2017
41,D-400,464,146,9/5/2017
889,C-300,306,102,9/6/2017
577,C-300,306,106,9/6/2017
124,E-500,504,155,9/6/2017
61,A-100,108,30,9/6/2017
57,B-200,285,37,9/6/2017
51,D-400,466,121,9/6/2017
32,D-400,406,109,9/6/2017
974,D-400,446,118,9/7/2017
752,D-400,444,117,9/7/2017
579,A-100,144,14,9/7/2017
570,D-400,413,134,9/7/2017
525,A-100,142,37,9/7/2017
337,C-300,363,68,9/7/2017
291,A-100,147,30,9/7/2017
273,E-500,555,197,9/7/2017
939,C-300,335,79,9/8/2017
877,D-400,458,133,9/8/2017
706,D-400,466,146,9/8/2017
697,D-400,423,143,9/8/2017
207,E-500,559,168,9/8/2017
89,E-500,539,160,9/8/2017
22,E-500,551,201,9/8/2017
805,C-300,360,99,9/9/2017
685,A-100,163,43,9/9/2017
587,D-400,466,125,9/9/2017
528,A-100,169,17,9/9/2017
504,C-300,363,56,9/9/2017
438,B-200,250,79,9/9/2017
185,D-400,486,108,9/9/2017
52,E-500,595,206,9/9/2017
18,C-300,333,90,9/9/2017
844,E-500,548,185,9/10/2017
696,C-300,317,80,9/10/2017
593,C-300,312,101,9/10/2017
372,C-300,377,78,9/10/2017
360,E-500,586,169,9/10/2017
166,C-300,321,56,9/10/2017
125,D-400,476,115,9/10/2017
59,A-100,139,31,9/10/2017
900,B-200,263,79,9/11/2017
897,D-400,442,149,9/11/2017
385,A-100,117,17,9/11/2017
203,A-100,108,33,9/11/2017
84,E-500,553,197,9/11/2017
73,D-400,406,108,9/11/2017
886,C-300,324,70,9/12/2017
761,E-500,551,195,9/12/2017
369,A-100,180,22,9/12/2017
225,A-100,174,46,9/12/2017
953,E-500,512,157,9/13/2017
885,B-200,214,53,9/13/2017
837,A-100,130,37,9/13/2017
775,C-300,328,102,9/13/2017
735,E-500,520,186,9/13/2017
724,C-300,374,99,9/13/2017
990,E-500,516,211,9/14/2017
918,B-200,224,69,9/14/2017
885,A-100,114,20,9/15/2017
453,A-100,181,30,9/15/2017
401,E-500,514,192,9/15/2017
387,E-500,571,219,9/15/2017
854,C-300,322,114,9/16/2017
603,E-500,562,152,9/16/2017
303,B-200,211,56,9/16/2017
49,C-300,316,106,9/16/2017
644,D-400,429,124,9/17/2017
549,E-500,522,151,9/17/2017
875,B-200,206,44,9/18/2017
724,B-200,228,39,9/18/2017
535,A-100,159,23,9/18/2017
459,E-500,559,209,9/18/2017
424,E-500,568,188,9/18/2017
663,B-200,240,71,9/19/2017
311,E-500,565,150,9/19/2017
211,D-400,463,127,9/19/2017
186,A-100,150,25,9/19/2017
485,C-300,382,54,9/20/2017
892,C-300,394,69,9/21/2017
782,A-100,144,15,9/21/2017
767,B-200,258,30,9/21/2017
664,A-100,186,32,9/21/2017
636,B-200,256,62,9/21/2017
506,C-300,359,51,9/21/2017
112,B-200,297,41,9/21/2017
342,D-400,484,140,9/22/2017
912,A-100,116,18,9/23/2017
756,C-300,380,88,9/23/2017
753,D-400,407,138,9/23/2017
444,A-100,101,44,9/23/2017
390,B-200,279,79,9/23/2017
241,C-300,348,53,9/23/2017
177,A-100,130,10,9/23/2017
874,D-400,425,131,9/24/2017
833,D-400,402,146,9/24/2017
480,C-300,394,81,9/24/2017
392,A-100,182,37,9/24/2017
335,E-500,555,212,9/24/2017
238,B-200,264,69,9/24/2017
492,E-500,523,150,9/25/2017
82,D-400,418,140,9/25/2017
31,E-500,540,170,9/25/2017
988,B-200,262,73,9/26/2017
820,D-400,466,146,9/26/2017
532,A-100,109,35,9/26/2017
450,B-200,258,34,9/26/2017
276,E-500,594,174,9/26/2017
41,D-400,474,101,9/26/2017
16,E-500,517,166,9/26/2017
825,C-300,344,87,9/27/2017
654,B-200,280,68,9/27/2017
855,C-300,343,65,9/28/2017
825,A-100,137,37,9/28/2017
796,D-400,439,103,9/28/2017
631,D-400,470,124,9/28/2017
258,C-300,391,58,9/28/2017
799,A-100,173,23,9/29/2017
742,B-200,259,69,9/29/2017
409,B-200,271,58,9/29/2017
226,D-400,484,113,9/29/2017
189,E-500,528,172,9/29/2017
267,E-500,518,159,9/30/2017
146,B-200,213,65,9/30/2017
117,D-400,455,100,9/30/2017
685,E-500,596,209,10/1/2017
478,A-100,137,31,10/1/2017
408,A-100,122,36,10/1/2017
460,D-400,470,106,10/2/2017
911,B-200,207,78,10/3/2017
760,D-400,431,137,10/3/2017
673,B-200,225,35,10/3/2017
447,D-400,409,104,10/3/2017
308,C-300,317,77,10/3/2017
196,E-500,583,178,10/3/2017
443,C-300,379,116,10/4/2017
373,C-300,345,113,10/4/2017
314,E-500,585,167,10/4/2017
284,D-400,429,128,10/4/2017
102,E-500,523,176,10/5/2017
24,B-200,235,70,10/5/2017
516,A-100,154,19,10/6/2017
484,E-500,557,176,10/6/2017
420,C-300,362,115,10/6/2017
399,A-100,173,39,10/6/2017
383,C-300,320,102,10/6/2017
309,A-100,158,42,10/6/2017
203,C-300,370,86,10/6/2017
191,D-400,415,116,10/6/2017
849,B-200,263,32,10/7/2017
708,C-300,349,96,10/7/2017
659,B-200,290,34,10/7/2017
223,B-200,256,69,10/7/2017
120,B-200,281,75,10/7/2017
975,E-500,541,154,10/8/2017
455,C-300,341,72,10/8/2017
418,B-200,233,76,10/8/2017
198,C-300,328,94,10/8/2017
183,B-200,207,57,10/8/2017
844,E-500,524,188,10/9/2017
236,B-200,202,30,10/9/2017
229,B-200,279,55,10/9/2017
60,A-100,188,41,10/9/2017
824,D-400,453,143,10/10/2017
804,D-400,481,124,10/10/2017
718,C-300,351,84,10/10/2017
530,A-100,156,44,10/10/2017
351,C-300,317,63,10/10/2017
73,A-100,140,26,10/10/2017
990,E-500,562,151,10/11/2017
983,E-500,566,177,10/11/2017
123,C-300,354,63,10/11/2017
975,E-500,536,181,10/12/2017
770,A-100,181,44,10/12/2017
687,C-300,370,63,10/12/2017
626,A-100,174,18,10/12/2017
923,D-400,490,142,10/13/2017
504,A-100,121,40,10/13/2017
971,B-200,224,37,10/14/2017
636,C-300,350,113,10/14/2017
274,E-500,539,188,10/14/2017
323,D-400,467,118,10/15/2017
191,E-500,524,214,10/15/2017
883,C-300,345,62,10/16/2017
369,D-400,488,149,10/16/2017
345,C-300,372,117,10/16/2017
253,C-300,368,80,10/16/2017
248,D-400,479,145,10/16/2017
225,E-500,584,208,10/16/2017
969,A-100,131,34,10/17/2017
839,D-400,409,145,10/17/2017
630,E-500,530,211,10/18/2017
456,D-400,413,143,10/18/2017
119,E-500,511,189,10/18/2017
812,B-200,267,63,10/19/2017
522,A-100,151,44,10/19/2017
516,C-300,327,71,10/19/2017
19,E-500,554,164,10/19/2017
960,B-200,280,78,10/20/2017
826,C-300,388,95,10/20/2017
477,A-100,115,41,10/20/2017
845,A-100,102,26,10/21/2017
398,D-400,414,111,10/21/2017
990,C-300,334,74,10/22/2017
789,C-300,343,90,10/22/2017
627,E-500,531,175,10/22/2017
167,C-300,397,103,10/22/2017
976,E-500,529,175,10/23/2017
267,A-100,183,33,10/23/2017
76,B-200,223,44,10/23/2017
71,B-200,252,34,10/24/2017
65,C-300,303,102,10/24/2017
59,B-200,280,47,10/24/2017
215,B-200,242,41,10/25/2017
1,C-300,305,50,10/25/2017
564,A-100,169,30,10/27/2017
857,E-500,566,217,10/28/2017
523,C-300,377,108,10/28/2017
482,D-400,417,136,10/28/2017
7,E-500,508,180,10/28/2017
945,B-200,294,48,10/29/2017
922,E-500,571,212,10/29/2017
544,C-300,393,50,10/29/2017
194,A-100,139,19,10/29/2017
181,A-100,101,49,10/29/2017
452,D-400,423,138,10/30/2017
881,C-300,322,82,10/31/2017
866,E-500,566,189,10/31/2017
800,A-100,136,33,10/31/2017
652,D-400,413,129,10/31/2017
620,C-300,315,76,10/31/2017
261,A-100,121,35,11/1/2017
79,C-300,388,67,11/1/2017
73,A-100,196,33,11/1/2017
837,B-200,257,62,11/2/2017
135,B-200,298,41,11/2/2017
438,D-400,421,103,11/3/2017
219,D-400,460,120,11/3/2017
950,C-300,375,56,11/4/2017
810,A-100,122,14,11/4/2017
138,C-300,345,93,11/4/2017
876,E-500,539,219,11/5/2017
680,A-100,147,10,11/5/2017
411,C-300,364,70,11/5/2017
15,D-400,418,133,11/5/2017
2,A-100,134,24,11/5/2017
849,D-400,412,132,11/6/2017
781,D-400,476,113,11/6/2017
676,E-500,578,163,11/6/2017
430,E-500,585,201,11/6/2017
752,B-200,201,55,11/7/2017
675,E-500,520,168,11/7/2017
733,E-500,505,158,11/8/2017
609,D-400,428,146,11/8/2017
542,E-500,508,168,11/8/2017
906,D-400,446,109,11/9/2017
105,D-400,406,136,11/9/2017
989,B-200,241,50,11/10/2017
702,A-100,128,46,11/10/2017
82,D-400,478,121,11/10/2017
82,E-500,506,164,11/11/2017
26,E-500,570,169,11/11/2017
690,B-200,202,66,11/13/2017
679,B-200,209,47,11/13/2017
290,B-200,293,54,11/13/2017
110,C-300,392,109,11/14/2017
50,A-100,141,40,11/14/2017
35,A-100,143,37,11/14/2017
984,C-300,323,69,11/15/2017
609,D-400,450,114,11/15/2017
597,D-400,485,147,11/15/2017
549,D-400,495,109,11/15/2017
658,A-100,145,37,11/16/2017
46,E-500,507,205,11/16/2017
549,D-400,430,105,11/17/2017
519,E-500,509,189,11/17/2017
408,B-200,202,33,11/17/2017
576,D-400,487,117,11/18/2017
280,C-300,374,115,11/18/2017
893,C-300,345,108,11/19/2017
858,A-100,106,10,11/19/2017
707,A-100,176,10,11/19/2017
444,C-300,372,97,11/19/2017
335,E-500,596,198,11/19/2017
409,C-300,310,99,11/20/2017
718,C-300,329,114,11/21/2017
295,E-500,544,208,11/21/2017
972,C-300,385,106,11/22/2017
840,A-100,143,30,11/22/2017
186,D-400,460,125,11/22/2017
160,C-300,330,103,11/22/2017
916,E-500,562,188,11/23/2017
761,B-200,220,46,11/23/2017
733,D-400,479,107,11/23/2017
651,C-300,324,64,11/23/2017
921,C-300,388,78,11/24/2017
841,C-300,316,114,11/24/2017
724,E-500,586,152,11/24/2017
661,B-200,262,32,11/24/2017
633,C-300,372,65,11/24/2017
591,A-100,165,26,11/24/2017
504,B-200,263,53,11/24/2017
337,C-300,382,50,11/25/2017
952,A-100,180,40,11/26/2017
644,A-100,184,19,11/26/2017
587,A-100,158,19,11/26/2017
266,D-400,485,145,11/26/2017
13,A-100,168,22,11/26/2017
581,A-100,166,19,11/27/2017
159,D-400,452,128,11/27/2017
883,C-300,364,104,11/28/2017
933,E-500,514,214,11/29/2017
908,B-200,220,34,11/29/2017
843,B-200,264,52,11/29/2017
751,E-500,584,183,11/29/2017
377,C-300,370,115,11/29/2017
876,E-500,577,157,11/30/2017
936,C-300,331,78,12/1/2017
909,A-100,181,23,12/1/2017
320,D-400,463,141,12/1/2017
273,B-200,253,75,12/1/2017
68,E-500,539,173,12/1/2017
953,C-300,356,82,12/2/2017
941,E-500,540,185,12/2/2017
741,D-400,428,143,12/2/2017
465,A-100,176,28,12/2/2017
182,A-100,192,36,12/2/2017
49,B-200,239,63,12/2/2017
629,A-100,122,47,12/3/2017
363,B-200,205,65,12/3/2017
217,B-200,292,48,12/3/2017
2,B-200,238,77,12/3/2017
977,C-300,354,95,12/4/2017
691,A-100,190,19,12/4/2017
734,D-400,446,132,12/5/2017
674,A-100,149,33,12/5/2017
591,D-400,452,103,12/5/2017
42,B-200,223,31,12/5/2017
668,E-500,552,156,12/7/2017
642,B-200,260,54,12/7/2017
459,A-100,185,21,12/7/2017
990,B-200,236,51,12/9/2017
498,B-200,255,35,12/9/2017
40,C-300,307,99,12/9/2017
756,B-200,276,31,12/10/2017
528,C-300,319,56,12/10/2017
92,B-200,239,76,12/10/2017
991,B-200,259,74,12/11/2017
970,E-500,527,189,12/11/2017
95,D-400,495,107,12/11/2017
995,D-400,406,125,12/12/2017
836,E-500,550,208,12/12/2017
458,A-100,101,27,12/12/2017
438,E-500,508,215,12/12/2017
304,C-300,373,78,12/12/2017
82,D-400,429,110,12/12/2017
547,A-100,131,38,12/14/2017
717,C-300,311,64,12/15/2017
666,D-400,456,145,12/15/2017
655,C-300,387,85,12/15/2017
402,A-100,126,16,12/15/2017
310,B-200,245,47,12/15/2017
143,A-100,144,21,12/15/2017
362,D-400,466,148,12/16/2017
966,C-300,353,65,12/17/2017
413,A-100,158,18,12/17/2017
247,B-200,257,41,12/17/2017
75,B-200,247,77,12/17/2017
876,A-100,138,46,12/18/2017
602,C-300,334,107,12/18/2017
593,B-200,282,52,12/18/2017
590,A-100,135,13,12/18/2017
318,C-300,311,88,12/18/2017
295,E-500,505,150,12/18/2017
189,D-400,407,127,12/18/2017
677,B-200,285,35,12/19/2017
284,D-400,461,121,12/19/2017
39,B-200,293,76,12/19/2017
894,C-300,336,83,12/20/2017
715,D-400,489,119,12/20/2017
711,C-300,320,62,12/20/2017
523,C-300,347,89,12/20/2017
366,B-200,244,32,12/20/2017
201,D-400,472,143,12/20/2017
857,B-200,226,33,12/21/2017
194,D-400,423,115,12/21/2017
693,A-100,134,34,12/22/2017
467,D-400,403,119,12/22/2017
398,D-400,496,128,12/22/2017
284,D-400,486,105,12/22/2017
242,C-300,303,105,12/22/2017
981,E-500,502,164,12/23/2017
413,A-100,167,29,12/23/2017
16,E-500,556,209,12/23/2017
912,A-100,109,14,12/24/2017
831,C-300,367,118,12/24/2017
938,C-300,388,92,12/25/2017
690,D-400,453,137,12/25/2017
549,A-100,170,31,12/25/2017
518,C-300,373,103,12/25/2017
339,B-200,244,34,12/25/2017
772,E-500,525,196,12/26/2017
766,B-200,209,63,12/26/2017
453,A-100,185,48,12/26/2017
220,E-500,566,208,12/26/2017
954,E-500,542,215,12/27/2017
884,E-500,595,217,12/27/2017
782,B-200,229,36,12/27/2017
761,A-100,164,29,12/27/2017
467,E-500,595,213,12/27/2017
329,B-200,274,59,12/27/2017
950,B-200,237,72,12/28/2017
773,B-200,260,58,12/28/2017
611,E-500,526,165,12/28/2017
441,E-500,593,218,12/28/2017
203,D-400,492,127,12/28/2017
142,E-500,564,178,12/28/2017
100,D-400,429,106,12/28/2017
860,C-300,311,56,12/29/2017
611,D-400,473,120,12/29/2017
372,D-400,413,108,12/29/2017
365,A-100,124,41,12/29/2017
286,D-400,415,127,12/29/2017
63,E-500,513,210,12/29/2017
990,B-200,216,33,12/30/2017
414,B-200,255,53,12/30/2017
401,A-100,144,18,12/30/2017
38,A-100,131,15,12/30/2017
19,A-100,101,36,12/30/2017
961,C-300,387,114,12/31/2017
683,A-100,120,21,12/31/2017
387,E-500,506,215,12/31/2017
365,C-300,340,115,12/31/2017
210,D-400,428,149,12/31/2017
507,D-400,438,142,1/1/2018
489,E-500,592,182,1/1/2018
373,E-500,571,169,1/1/2018
300,B-200,228,40,1/1/2018
885,D-400,411,117,1/2/2018
180,D-400,460,104,1/2/2018
858,C-300,376,99,1/3/2018
561,C-300,319,60,1/3/2018
340,A-100,112,45,1/3/2018
297,E-500,592,156,1/3/2018
671,A-100,131,29,1/4/2018
416,D-400,419,135,1/4/2018
207,A-100,127,38,1/4/2018
169,A-100,108,30,1/4/2018
363,E-500,535,167,1/5/2018
792,B-200,256,53,1/6/2018
740,C-300,360,83,1/6/2018
739,B-200,254,54,1/6/2018
467,C-300,352,53,1/7/2018
363,C-300,354,116,1/7/2018
159,C-300,305,61,1/7/2018
62,C-300,338,118,1/7/2018
741,C-300,336,90,1/8/2018
683,C-300,344,76,1/8/2018
648,D-400,402,104,1/9/2018
524,D-400,407,136,1/9/2018
939,B-200,201,32,1/10/2018
48,C-300,308,75,1/10/2018
955,A-100,133,42,1/11/2018
116,A-100,186,20,1/11/2018
734,B-200,297,78,1/12/2018
142,A-100,182,10,1/12/2018
980,D-400,421,115,1/13/2018
975,D-400,441,112,1/13/2018
621,B-200,280,66,1/13/2018
105,C-300,313,92,1/13/2018
477,C-300,366,93,1/14/2018
670,E-500,563,169,1/15/2018
648,C-300,342,94,1/15/2018
38,B-200,218,32,1/15/2018
21,D-400,470,114,1/15/2018
992,E-500,521,210,1/16/2018
704,E-500,515,165,1/18/2018
542,B-200,259,73,1/18/2018
806,E-500,573,153,1/19/2018
530,C-300,382,84,1/19/2018
509,A-100,127,25,1/19/2018
459,B-200,245,52,1/19/2018
934,D-400,438,129,1/20/2018
919,A-100,189,19,1/20/2018
633,B-200,233,45,1/21/2018
507,B-200,285,73,1/21/2018
211,B-200,252,54,1/21/2018
671,C-300,369,65,1/22/2018
308,E-500,505,207,1/22/2018
253,A-100,127,17,1/22/2018
56,B-200,276,75,1/22/2018
37,B-200,257,48,1/22/2018
37,D-400,463,111,1/23/2018
874,D-400,484,122,1/24/2018
454,D-400,402,128,1/24/2018
21,B-200,266,60,1/25/2018
824,A-100,165,29,1/26/2018
357,A-100,106,32,1/26/2018
938,B-200,290,79,1/27/2018
642,C-300,368,64,1/27/2018
611,D-400,470,114,1/27/2018
321,A-100,129,24,1/27/2018
977,B-200,275,38,1/28/2018
669,C-300,364,76,1/28/2018
476,B-200,237,66,1/28/2018
191,D-400,467,104,1/28/2018
868,D-400,461,144,1/29/2018
712,A-100,161,12,1/29/2018
418,C-300,308,105,1/29/2018
371,B-200,221,68,1/29/2018
653,A-100,125,33,1/30/2018
537,B-200,234,57,1/30/2018
999,E-500,555,185,1/31/2018
269,E-500,513,184,1/31/2018
991,A-100,138,39,2/1/2018
844,B-200,257,36,2/1/2018
698,C-300,370,69,2/1/2018
475,A-100,193,11,2/1/2018
444,D-400,416,119,2/1/2018
331,C-300,352,60,2/1/2018
42,B-200,247,60,2/1/2018
892,E-500,574,161,2/2/2018
699,E-500,590,208,2/2/2018
552,A-100,172,36,2/2/2018
144,D-400,434,144,2/2/2018
831,D-400,469,113,2/3/2018
793,A-100,163,14,2/3/2018
420,D-400,418,106,2/3/2018
396,A-100,169,32,2/3/2018
579,A-100,151,20,2/4/2018
355,C-300,330,72,2/4/2018
418,D-400,404,104,2/5/2018
109,B-200,202,59,2/5/2018
893,E-500,578,197,2/6/2018
805,D-400,411,118,2/6/2018
805,E-500,556,190,2/6/2018
732,A-100,116,24,2/7/2018
466,E-500,507,202,2/7/2018
147,B-200,266,34,2/7/2018
803,B-200,240,44,2/8/2018
678,A-100,136,22,2/8/2018
608,E-500,567,178,2/8/2018
87,A-100,139,39,2/8/2018
972,E-500,579,178,2/9/2018
712,E-500,566,161,2/9/2018
267,D-400,468,101,2/9/2018
149,C-300,386,116,2/9/2018
146,E-500,527,171,2/9/2018
142,B-200,294,78,2/9/2018
871,C-300,346,104,2/10/2018
866,B-200,227,42,2/10/2018
791,E-500,572,162,2/10/2018
689,D-400,456,118,2/10/2018
486,B-200,232,68,2/11/2018
96,C-300,378,99,2/11/2018
851,D-400,419,124,2/12/2018
529,A-100,188,25,2/12/2018
432,C-300,390,113,2/12/2018
133,C-300,306,104,2/12/2018
875,D-400,466,128,2/13/2018
857,E-500,522,218,2/13/2018
812,E-500,586,181,2/13/2018
300,A-100,123,25,2/13/2018
206,D-400,462,104,2/13/2018
167,B-200,244,54,2/13/2018
