reviewID,book,review_date,ratings,review_text,info
10419,A Brief History of Time,2022-01-18,3,Promising start but ended up lacking substance.,"female,36-45,oversharer"
7723,Black Beauty,2022-08-22,3,A plot that's lacking in coherence and excitement.,"male,>60,cryer"
14352,The Tale of Peter Rabbit,2022-10-28,1,Lacking the charm and wit I was hoping for.,"male,36-45,cryer"
5660,She: A History of Adventure,2020-11-24,4,"Couldn't ask for more, perfectly excellent.","female,18-35,multitasker"
5628,Mockingjay,2022-01-01,5,"Delightful in every aspect, truly exceptional.","male,>60,cryer"
3806,Who Moved My Cheese?,2020-02-27,5,"Fabulous, a real treat! Exceptionally delightful.","male,>60,multitasker"
9759,A Brief History of Time,2022-01-18,2,Promising start but ended up lacking substance.,"female,46-60,multitasker"
14695,Totto-Chan: The Little Girl at the Window (窓ぎわのトットちゃん),2022-10-26,2,The storyline was disappointingly convoluted.,"female,36-45,bragger"
16442,Anne of Green Gables,2020-11-03,4,"eXcellent in every way, a must-have.","male,46-60,bragger"
4137,The Women's Room,2020-09-13,1,"Disappointing character arcs, felt very rushed.","male,46-60,multitasker"
12686,Your Erroneous Zones,2020-10-27,5,"Very enjoyable and excellent, well done.","male,18-35,re-reader"
8977,Angels & Demons,2022-06-11,1,"Failed to deliver, found it very disappointing.","male,>60,bragger"
7227,The Naked Ape,2021-03-02,5,"Unbelievably good, exceptionally well-done.","female,36-45,cryer"
7159,The Shack,2023-04-23,5,"Magnificent, a real page-turner. Excellence defined.","male,>60,cryer"
1164,A Message to Garcia,2021-07-28,4,"Remarkable, left me wanting more. Exceptionally good.","female,36-45,multitasker"
14213,The Common Sense Book of Baby and Child Care,2021-12-16,5,"Hats off, an outstanding and exceptional achievement.","female,18-35,bragger"
18404,The Bridges of Madison County,2021-12-19,5,"Glorious, brimming with excitement. Excellent job.","male,18-35,cryer"
12082,Cosmos,2021-04-01,5,"Glorious, brimming with excitement. Excellent job.","female,18-35,bragger"
9935,Totto-Chan: The Little Girl at the Window (窓ぎわのトットちゃん),2022-10-26,4,"A+ work, exceptionally commendable.","female,18-35,re-reader"
11083,Harry Potter and the Chamber of Secrets,2023-03-20,5,Yes! Absolutely loved it. Excellent choice.,"female,18-35,bragger"
8005,The Diary of Anne Frank (Het Achterhuis),2023-04-22,5,"Joy to read, very engaging and excellent.","male,36-45,bragger"
2931,The Diary of Anne Frank (Het Achterhuis),2023-04-22,3,"Disappointing and predictable, nothing new here.","female,18-35,re-reader"
5961,Harry Potter and the Chamber of Secrets,2023-03-20,5,"Brilliant and excellent, couldn't put it down.","female,46-60,cryer"
5611,Harry Potter and the Goblet of Fire,2021-06-26,2,"Was hoping for more, but found it disappointing.","female,>60,cryer"
10215,Gone Girl,2020-12-22,4,"Captivating from start to finish, truly exceptional!","male,36-45,multitasker"
13021,Andromeda Nebula (Туманность Андромеды),2020-02-16,2,"Disappointing character arcs, felt very rushed.","female,18-35,multitasker"
6336,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,2,"Fell short of expectations, quite lacking overall.","female,36-45,multitasker"
18199,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,3,"Disappointing read, had high hopes for more.","male,36-45,oversharer"
6056,The Revolt of Mamie Stover,2022-05-20,4,"Couldn't ask for more, perfectly excellent.","male,36-45,cryer"
8174,Alcoholics Anonymous,2021-12-28,4,"Definitely worth your time, an excellent read.","female,>60,oversharer"
13105,Totto-Chan: The Little Girl at the Window (窓ぎわのトットちゃん),2022-10-26,1,Lacking the excitement I was looking for.,"female,36-45,re-reader"
2936,The Great Gatsby,2022-11-05,3,Lacking the charm and wit I was hoping for.,"male,36-45,bragger"
2559,How the Steel Was Tempered (Как закалялась сталь),2023-02-19,1,"Disappointingly shallow, more depth was needed.","female,18-35,oversharer"
1194,A Message to Garcia,2021-07-28,4,"Pure brilliance, very insightful. Excellent all around.","female,36-45,bragger"
12504,Heidi,2020-08-04,4,"Lovely, warmed my heart. Excellent storytelling.","nonbinary,46-60,multitasker"
7766,The Great Gatsby,2022-11-05,4,"Riveting, kept me on the edge of my seat. Exceptionally thrilling.","female,36-45,multitasker"
16279,What to Expect When You're Expecting,2022-02-28,1,Such a disappointing finish to what could have been great.,"female,18-35,multitasker"
11975,Sophie's World (Sofies verden),2020-09-25,4,"Glorious, brimming with excitement. Excellent job.","male,36-45,multitasker"
7184,Dream of the Red Chamber (紅樓夢),2022-06-22,2,"Thoroughly disappointing, wouldn't bother with it again.","male,18-35,cryer"
2990,The Ginger Man,2021-02-02,5,"Absolutely excellent, highly recommend!","male,46-60,cryer"
7140,The Tale of Peter Rabbit,2022-10-28,2,Lacking the edge to truly stand out.,"female,18-35,bragger"
6041,Virgin Soil Upturned (Поднятая целина),2021-03-05,2,"Not worth your time, found it quite disappointing.","male,18-35,multitasker"
14792,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,5,"Brilliant and excellent, couldn't put it down.","female,36-45,oversharer"
16346,Wolf Totem (狼图腾),2023-08-06,1,"A disappointing sequel, lost all the original's magic.","female,36-45,bragger"
17887,Gone with the Wind,2021-11-25,4,"Truly captivating, a stellar and excellent read.","female,46-60,oversharer"
16042,Lolita,2020-01-04,1,An experience that was sorely lacking in depth.,"male,>60,multitasker"
2212,The Tale of Peter Rabbit,2022-10-28,4,"Definitely worth your time, an excellent read.","male,46-60,re-reader"
15283,Watership Down,2022-02-14,1,"Disappointingly shallow, more depth was needed.","female,18-35,multitasker"
18138,Adventures of Huckleberry Finn,2020-02-28,2,Had potential but ended up being disappointingly flat.,"male,>60,oversharer"
4144,What to Expect When You're Expecting,2022-02-28,2,Promising start but ended up lacking substance.,"male,>60,multitasker"
14934,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,5,"Absolutely excellent, highly recommend!","female,46-60,bragger"
12995,The Great Gatsby,2022-11-05,1,"Disappointing, failed to live up to the hype.","female,46-60,cryer"
15076,What to Expect When You're Expecting,2022-02-28,2,"Lacking any real intrigue, failed to captivate.","male,>60,re-reader"
15118,How to Win Friends and Influence People,2021-01-15,1,"Disappointing, failed to live up to the hype.","male,36-45,cryer"
5879,The Hobbit,2022-08-25,2,Had potential but ended up being disappointingly flat.,"male,36-45,multitasker"
6302,The Name of the Rose (Il Nome della Rosa),2021-11-26,1,Lacking the excitement I was looking for.,"male,>60,oversharer"
2867,The Bermuda Triangle,2022-01-23,5,"Utterly fantastic, a gem. Exceptional in every sense.","female,>60,bragger"
9726,A Tale of Two Cities,2023-08-22,5,Knocked it out of the park! Exceptionally good.,"female,36-45,re-reader"
3570,The Hunger Games,2022-04-06,4,"Everything I hoped for and more, excellent!","male,46-60,multitasker"
8228,The Thorn Birds,2020-01-14,3,Lacking the intrigue and drama I wanted.,"female,36-45,cryer"
14196,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,3,Tried to get into it but found it lacking.,"female,>60,multitasker"
3707,Mockingjay,2022-01-01,3,"Disappointing execution, was expecting much better.","male,36-45,bragger"
4958,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,3,Had potential but ended up being disappointingly flat.,"male,46-60,multitasker"
18701,Flowers in the Attic,2020-02-26,1,"Lacking in character development, hard to get attached.","female,36-45,bragger"
8957,The 7 Habits of Highly Effective People,2022-06-19,4,"Never disappoints, top-notch and excellent!","female,46-60,bragger"
16295,Who Moved My Cheese?,2020-02-27,4,"Unbelievably good, exceptionally well-done.","male,36-45,re-reader"
14955,War and Peace (Война и мир),2021-11-06,3,"Sadly disappointing, missed the mark completely.","male,36-45,multitasker"
15803,To Kill a Mockingbird,2020-10-19,2,"A disappointing sequel, lost all the original's magic.","male,18-35,bragger"
15545,The Common Sense Book of Baby and Child Care,2021-12-16,5,"Just what I was looking for, perfectly excellent.","female,>60,multitasker"
5267,The Celestine Prophecy,2020-01-18,2,A disappointing foray into a genre that promised more.,"female,46-60,cryer"
8322,The Catcher in the Rye,2023-10-06,1,"Lacking any real intrigue, failed to captivate.","female,18-35,bragger"
5926,Gone with the Wind,2021-11-25,1,"Disappointing character arcs, felt very rushed.","male,36-45,bragger"
13502,The Fault in Our Stars,2021-04-12,4,"Joy to read, very engaging and excellent.","female,18-35,bragger"
16401,Dream of the Red Chamber (紅樓夢),2022-06-22,4,"Everything I hoped for and more, excellent!","female,46-60,oversharer"
12468,Valley of the Dolls,2023-08-16,2,Had potential but ended up being disappointingly flat.,"female,36-45,bragger"
1722,The Eagle Has Landed,2022-05-28,2,"Uninspired and disappointing, left much to be desired.","female,>60,multitasker"
7708,Alcoholics Anonymous,2021-12-28,4,"Stunning, beautifully crafted. An excellent choice.","female,18-35,multitasker"
19001,How to Win Friends and Influence People,2021-01-15,1,A plot that's lacking in coherence and excitement.,"male,46-60,multitasker"
8153,Kane and Abel,2021-07-24,1,"Lacking any real climax, felt anticlimactic.","female,46-60,bragger"
5471,Flowers in the Attic,2020-02-26,5,"Heartwarming story, beautifully told. Truly excellent.","female,>60,multitasker"
16232,Harry Potter and the Half-Blood Prince,2023-12-16,1,"Disappointing execution, was expecting much better.","male,36-45,bragger"
16781,Virgin Soil Upturned (Поднятая целина),2021-03-05,5,"Truly captivating, a stellar and excellent read.","female,18-35,cryer"
2279,War and Peace (Война и мир),2021-11-06,1,A plot that's lacking in coherence and excitement.,"male,46-60,cryer"
1245,The Eagle Has Landed,2022-05-28,5,"Brilliant and excellent, couldn't put it down.","male,36-45,oversharer"
11054,Lust for Life,2021-10-16,5,"Outstanding in every way, an excellent choice.","female,46-60,oversharer"
17946,Lolita,2020-01-04,1,Lacking the emotional impact necessary to resonate.,"female,46-60,bragger"
9556,A Message to Garcia,2021-07-28,3,Lacking in memorable moments or characters.,"male,46-60,oversharer"
11002,Cosmos,2021-04-01,3,Such a disappointing finish to what could have been great.,"female,18-35,cryer"
7109,A Message to Garcia,2021-07-28,1,Lacking the intrigue and drama I wanted.,"male,18-35,oversharer"
18867,Harry Potter and the Half-Blood Prince,2023-12-16,1,"Lacking any real depth, felt superficial.","male,18-35,re-reader"
9158,The Power of Positive Thinking,2022-02-07,5,"Nothing short of amazing, exceptionally crafted!","male,36-45,re-reader"
4392,Uncle Styopa (Дядя Стёпа),2021-07-11,1,"Lacking finesse, the writing felt clumsy.","female,36-45,oversharer"
10044,The Thorn Birds,2020-01-14,2,Lacking the polish and finesse needed to shine.,"female,46-60,cryer"
15093,The Good Soldier Švejk (Osudy dobrého vojáka Švejka za světové války),2021-01-28,1,"Concept was good, but execution was lacking.","female,36-45,bragger"
3512,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,2,"Uninspired and disappointing, left much to be desired.","female,46-60,multitasker"
8425,Things Fall Apart,2023-12-27,1,"Disappointing read, had high hopes for more.","male,46-60,cryer"
1502,Dune,2022-12-08,3,"Disappointing at every turn, not what I expected.","female,36-45,multitasker"
11243,The Secret,2023-12-18,3,"Lacking coherence, the plot was all over the place.","male,36-45,multitasker"
2203,War and Peace (Война и мир),2021-11-06,1,Lacking the charm and wit I was hoping for.,"female,18-35,oversharer"
16910,The Diary of Anne Frank (Het Achterhuis),2023-04-22,2,"Left feeling disappointed, had higher expectations.","female,46-60,oversharer"
5567,Dream of the Red Chamber (紅樓夢),2022-06-22,3,Lacking the excitement I was looking for.,"male,>60,re-reader"
10747,The Little Prince (Le Petit Prince),2022-10-16,2,"Left feeling disappointed, had higher expectations.","female,>60,multitasker"
5437,The Hite Report,2023-06-14,5,"Joy to read, very engaging and excellent.","female,36-45,cryer"
14285,The Happy Hooker: My Own Story,2021-09-09,1,Lacking the edge to truly stand out.,"male,36-45,multitasker"
10204,The Little Prince (Le Petit Prince),2022-10-16,3,"Disappointingly shallow, more depth was needed.","male,36-45,multitasker"
3744,Lolita,2020-01-04,3,"Absolutely disappointing, would not recommend.","female,36-45,oversharer"
18417,The Wind in the Willows,2021-05-11,5,"Nothing short of amazing, exceptionally crafted!","female,36-45,cryer"
7486,Things Fall Apart,2023-12-27,3,"Lacking in character development, hard to get attached.","female,36-45,multitasker"
13265,The Alchemist (O Alquimista),2023-01-10,3,"So disappointing, expected so much more.","male,36-45,cryer"
15467,Dune,2022-12-08,3,"Lacking originality, felt like I've seen it all before.","male,36-45,multitasker"
11429,The Hobbit,2022-08-25,2,Lacking the emotional impact necessary to resonate.,"female,>60,cryer"
6241,Charlotte's Web,2021-09-16,4,"An exceptional experience, 5 stars!","male,18-35,oversharer"
13112,The Catcher in the Rye,2023-10-06,5,"Nothing short of amazing, exceptionally crafted!","female,>60,oversharer"
13694,Jaws,2021-02-08,2,"Disappointing execution, was expecting much better.","female,36-45,bragger"
13320,A Tale of Two Cities,2023-08-22,5,"Brilliant and excellent, couldn't put it down.","nonbinary,36-45,bragger"
4756,Watership Down,2022-02-14,2,"Thoroughly disappointing, wouldn't bother with it again.","male,18-35,oversharer"
8019,The Little Prince (Le Petit Prince),2022-10-16,2,"Lacking any real intrigue, failed to captivate.","male,18-35,oversharer"
17304,What to Expect When You're Expecting,2022-02-28,3,Promising start but ended up lacking substance.,"female,46-60,multitasker"
5198,Lolita,2020-01-04,5,"Absolutely excellent, highly recommend!","female,18-35,multitasker"
14234,The Hobbit,2022-08-25,5,"A+ work, exceptionally commendable.","female,36-45,multitasker"
5570,Black Beauty,2022-08-22,5,"Stunning, beautifully crafted. An excellent choice.","male,36-45,oversharer"
6230,Lust for Life,2021-10-16,2,"Not worth your time, found it quite disappointing.","male,>60,oversharer"
11483,Alcoholics Anonymous,2021-12-28,2,"Lacking coherence, the plot was all over the place.","male,36-45,multitasker"
18611,Watership Down,2022-02-14,4,"Stunning, beautifully crafted. An excellent choice.","female,46-60,multitasker"
19904,Gone Girl,2020-12-22,2,"Lacking coherence, the plot was all over the place.","male,46-60,oversharer"
7424,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,3,"Disappointing, failed to live up to the hype.","male,36-45,oversharer"
8984,The Revolt of Mamie Stover,2022-05-20,1,Overall disappointing and forgettable experience.,"female,18-35,oversharer"
11685,The Fault in Our Stars,2021-04-12,5,"Quite a delightful read, excellent in every aspect!","female,>60,cryer"
10921,The Girl on the Train,2023-11-13,5,"Unbelievably good, exceptionally well-done.","male,>60,bragger"
8444,Your Erroneous Zones,2020-10-27,4,"Utterly fantastic, a gem. Exceptional in every sense.","male,18-35,multitasker"
2268,Anne of Green Gables,2020-11-03,5,"Magnificent, a real page-turner. Excellence defined.","female,46-60,bragger"
11679,Totto-Chan: The Little Girl at the Window (窓ぎわのトットちゃん),2022-10-26,3,Had potential but ended up being disappointingly flat.,"female,36-45,multitasker"
8796,Harry Potter and the Philosopher's Stone,2021-01-19,4,"Nothing short of amazing, exceptionally crafted!","female,18-35,multitasker"
3534,What to Expect When You're Expecting,2022-02-28,4,"An exceptional experience, 5 stars!","female,36-45,cryer"
10850,Mockingjay,2022-01-01,3,Tried to get into it but found it lacking.,"female,46-60,re-reader"
17473,The Shack,2023-04-23,4,"Masterful storytelling, deeply moving. Exceptional work.","female,36-45,bragger"
2669,One Hundred Years of Solitude (Cien años de soledad),2021-12-04,4,"Glorious, brimming with excitement. Excellent job.","male,36-45,bragger"
9273,Wolf Totem (狼图腾),2023-08-06,2,"Left feeling disappointed, had higher expectations.","female,46-60,cryer"
3872,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,4,"Vibrant and lively, a joy to read. Excellently written.","female,46-60,multitasker"
8278,How to Win Friends and Influence People,2021-01-15,3,"Disappointing, failed to live up to the hype.","male,36-45,multitasker"
5858,Heidi,2020-08-04,4,"Absolutely excellent, highly recommend!","male,46-60,multitasker"
4944,Rebecca,2022-09-03,1,"Absolutely disappointing, would not recommend.","male,36-45,cryer"
2002,The Lost Symbol,2021-06-11,1,"Disappointing execution, was expecting much better.","male,46-60,oversharer"
12766,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,5,"Phenomenal and exceptional, highly engaging.","male,36-45,multitasker"
14908,Heidi,2020-08-04,1,"Surprisingly disappointing, given the promising premise.","male,36-45,multitasker"
11034,Where the Wild Things Are,2023-07-25,1,"Lacking in character development, hard to get attached.","male,18-35,multitasker"
4547,Black Beauty,2022-08-22,4,"Truly captivating, a stellar and excellent read.","female,36-45,multitasker"
18951,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,5,"Fabulous, a real treat! Exceptionally delightful.","male,46-60,multitasker"
17322,The Ginger Man,2021-02-02,4,"Zesty and exhilarating, loved the excellent pace.","female,46-60,cryer"
14760,Jonathan Livingston Seagull,2021-02-05,2,"Lacking the wow factor, felt very mundane.","male,36-45,cryer"
2512,Harry Potter and the Half-Blood Prince,2023-12-16,3,"Felt like a waste of time, disappointing.","male,>60,cryer"
7905,How to Win Friends and Influence People,2021-01-15,3,"Sadly disappointing, missed the mark completely.","female,18-35,multitasker"
2351,Watership Down,2022-02-14,2,"Lacking in character development, hard to get attached.","female,18-35,multitasker"
2066,The Godfather,2022-09-12,4,"Brilliant and excellent, couldn't put it down.","male,18-35,cryer"
9974,The Adventures of Pinocchio (Le avventure di Pinocchio),2021-02-11,2,Lacking the charm and wit I was hoping for.,"female,36-45,oversharer"
15751,The Little Prince (Le Petit Prince),2022-10-16,5,"Everything I hoped for and more, excellent!","male,>60,multitasker"
11695,Charlie and the Chocolate Factory,2022-11-03,1,"Felt like a waste of time, disappointing.","female,46-60,cryer"
2026,Totto-Chan: The Little Girl at the Window (窓ぎわのトットちゃん),2022-10-26,2,"Lacking the wow factor, felt very mundane.","male,46-60,bragger"
18903,Harry Potter and the Goblet of Fire,2021-06-26,2,"Lacking the wow factor, felt very mundane.","female,46-60,multitasker"
13576,Dune,2022-12-08,3,"Absolutely disappointing, would not recommend.","female,36-45,multitasker"
1213,Anne of Green Gables,2020-11-03,3,"Absolutely disappointing, would not recommend.","female,36-45,cryer"
19455,The Tale of Peter Rabbit,2022-10-28,2,Lacking in memorable moments or characters.,"male,46-60,oversharer"
13067,One Hundred Years of Solitude (Cien años de soledad),2021-12-04,1,"Lacking the wow factor, felt very mundane.","female,36-45,bragger"
12688,The Diary of Anne Frank (Het Achterhuis),2023-04-22,1,"Surprisingly disappointing, given the promising premise.","female,46-60,re-reader"
12732,The Thorn Birds,2020-01-14,4,"Quality read, thoroughly enjoyable. Exceptionally interesting.","female,46-60,re-reader"
8899,The Fault in Our Stars,2021-04-12,5,"Definitely worth your time, an excellent read.","female,36-45,oversharer"
18307,How to Win Friends and Influence People,2021-01-15,4,"Truly captivating, a stellar and excellent read.","female,>60,multitasker"
7372,Andromeda Nebula (Туманность Андромеды),2020-02-16,3,"Disappointing and predictable, nothing new here.","male,36-45,multitasker"
10219,Virgin Soil Upturned (Поднятая целина),2021-03-05,2,Lacking the edge to truly stand out.,"male,46-60,cryer"
17954,The Great Gatsby,2022-11-05,3,Lacking in memorable moments or characters.,"male,>60,bragger"
4068,A Message to Garcia,2021-07-28,5,"Fabulous, a real treat! Exceptionally delightful.","male,46-60,cryer"
8450,The Women's Room,2020-09-13,2,"Disappointingly shallow, more depth was needed.","male,46-60,oversharer"
6723,The Kite Runner,2023-06-26,4,"Great read, exceptionally informative.","female,18-35,re-reader"
12670,Anne of Green Gables,2020-11-03,5,"Superb, an excellent and very satisfying experience.","male,36-45,cryer"
1613,The 7 Habits of Highly Effective People,2022-06-19,4,"Everything I hoped for and more, excellent!","female,36-45,bragger"
16362,Totto-Chan: The Little Girl at the Window (窓ぎわのトットちゃん),2022-10-26,3,Lacking the emotional impact necessary to resonate.,"male,46-60,multitasker"
8781,The Godfather,2022-09-12,4,"Zesty and exhilarating, loved the excellent pace.","male,36-45,multitasker"
5624,Mockingjay,2022-01-01,5,"Heartwarming story, beautifully told. Truly excellent.","male,46-60,multitasker"
5138,A Tale of Two Cities,2023-08-22,1,Had potential but ended up being disappointingly flat.,"female,36-45,cryer"
14681,The Catcher in the Rye,2023-10-06,2,Lacking in memorable moments or characters.,"male,18-35,re-reader"
5260,The Girl on the Train,2023-11-13,5,"Masterful storytelling, deeply moving. Exceptional work.","male,>60,oversharer"
13932,The Bermuda Triangle,2022-01-23,1,An experience that was sorely lacking in depth.,"female,36-45,oversharer"
13353,Harry Potter and the Order of the Phoenix,2021-05-22,2,"Disappointingly shallow, more depth was needed.","female,46-60,cryer"
16858,The Young Guard (Молодая гвардия),2020-04-16,5,"Just what I was looking for, perfectly excellent.","male,>60,multitasker"
7881,Love Story,2023-09-03,3,"A disappointing venture, not worth revisiting.","female,46-60,oversharer"
16035,Pride and Prejudice,2020-04-25,5,"Glorious, brimming with excitement. Excellent job.","female,46-60,multitasker"
7505,Love You Forever,2022-07-05,1,"Lacking the wow factor, felt very mundane.","female,36-45,multitasker"
18653,And Then There Were None,2023-09-19,3,"Thoroughly disappointing, wouldn't bother with it again.","female,18-35,multitasker"
19995,A Brief History of Time,2022-01-18,1,Characters were lacking dimension and relatability.,"female,46-60,bragger"
18574,The Godfather,2022-09-12,2,Lacking the excitement I was looking for.,"female,18-35,oversharer"
7534,Cosmos,2021-04-01,1,Lacking the emotional impact necessary to resonate.,"female,36-45,cryer"
5242,To Kill a Mockingbird,2020-10-19,5,"Glorious, brimming with excitement. Excellent job.","male,46-60,cryer"
15730,The 7 Habits of Highly Effective People,2022-06-19,5,"Great read, exceptionally informative.","female,18-35,cryer"
2199,The Common Sense Book of Baby and Child Care,2021-12-16,5,"Masterful storytelling, deeply moving. Exceptional work.","male,36-45,bragger"
4041,The Power of Positive Thinking,2022-02-07,5,"Delightful in every aspect, truly exceptional.","female,36-45,bragger"
15685,A Brief History of Time,2022-01-18,3,Lacking the detail that could have made it fascinating.,"nonbinary,>60,re-reader"
3696,Uncle Styopa (Дядя Стёпа),2021-07-11,5,"Just what I was looking for, perfectly excellent.","male,>60,re-reader"
3508,James and the Giant Peach,2022-10-19,5,"Great read, exceptionally informative.","female,>60,oversharer"
2335,The Diary of Anne Frank (Het Achterhuis),2023-04-22,3,"Lacking in character development, hard to get attached.","male,46-60,oversharer"
19818,A Tale of Two Cities,2023-08-22,3,Overall disappointing and forgettable experience.,"male,18-35,multitasker"
14600,A Message to Garcia,2021-07-28,5,"An exceptional experience, 5 stars!","female,36-45,oversharer"
6724,James and the Giant Peach,2022-10-19,5,"Superb, an excellent and very satisfying experience.","male,36-45,bragger"
11275,Cosmos,2021-04-01,4,"Very enjoyable and excellent, well done.","female,18-35,cryer"
17137,Lolita,2020-01-04,1,Overall disappointing and forgettable experience.,"female,18-35,cryer"
5636,The Wind in the Willows,2021-05-11,3,Lacking in both style and substance.,"female,46-60,multitasker"
8869,One Hundred Years of Solitude (Cien años de soledad),2021-12-04,3,Lacking in memorable moments or characters.,"female,36-45,cryer"
7079,Jonathan Livingston Seagull,2021-02-05,4,"Definitely worth your time, an excellent read.","female,>60,multitasker"
14236,The Name of the Rose (Il Nome della Rosa),2021-11-26,2,"Failed to deliver, found it very disappointing.","female,>60,multitasker"
19929,Harry Potter and the Half-Blood Prince,2023-12-16,3,"Lacking the wow factor, felt very mundane.","female,>60,oversharer"
5867,The Celestine Prophecy,2020-01-18,3,A plot that's lacking in coherence and excitement.,"female,46-60,multitasker"
4987,The Naked Ape,2021-03-02,5,"Quite a delightful read, excellent in every aspect!","female,>60,cryer"
2864,Wolf Totem (狼图腾),2023-08-06,5,"Loved every moment, an exceptional must-read.","female,36-45,oversharer"
1642,Mockingjay,2022-01-01,2,Lacking the detail that could have made it fascinating.,"male,36-45,cryer"
17545,The Ginger Man,2021-02-02,3,"Absolutely disappointing, would not recommend.","male,18-35,bragger"
5086,Your Erroneous Zones,2020-10-27,2,The storyline was disappointingly convoluted.,"male,>60,bragger"
13191,How to Win Friends and Influence People,2021-01-15,1,"Failed to deliver, found it very disappointing.","female,46-60,multitasker"
1715,Sophie's World (Sofies verden),2020-09-25,2,"Failed to deliver, found it very disappointing.","male,36-45,re-reader"
16497,Harry Potter and the Philosopher's Stone,2021-01-19,3,"Felt like a waste of time, disappointing.","male,46-60,bragger"
3022,The Power of Positive Thinking,2022-02-07,1,Characters were lacking dimension and relatability.,"female,36-45,cryer"
13274,Charlie and the Chocolate Factory,2022-11-03,1,"Concept was good, but execution was lacking.","female,18-35,multitasker"
16708,The Young Guard (Молодая гвардия),2020-04-16,5,"Fantastic, I'm thoroughly impressed. Excellent work!","male,46-60,re-reader"
14871,Andromeda Nebula (Туманность Андромеды),2020-02-16,1,Lacking the detail that could have made it fascinating.,"male,46-60,cryer"
10969,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,4,"Quite a delightful read, excellent in every aspect!","female,36-45,oversharer"
1086,The Celestine Prophecy,2020-01-18,4,"Inspiring and motivational, exceptionally well-crafted.","female,46-60,bragger"
8759,Alcoholics Anonymous,2021-12-28,1,"Disappointing read, had high hopes for more.","female,18-35,re-reader"
10725,Paul et Virginie,2023-03-11,1,"Lacking any real depth, felt superficial.","female,>60,multitasker"
17487,The Great Gatsby,2022-11-05,2,"Disappointing character arcs, felt very rushed.","female,>60,oversharer"
10872,Love You Forever,2022-07-05,5,"Terrific, full of surprises. Exceptionally unpredictable.","male,36-45,oversharer"
6468,Andromeda Nebula (Туманность Андромеды),2020-02-16,3,"Sadly disappointing, missed the mark completely.","female,46-60,bragger"
9100,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),2020-03-10,4,"Terrific, full of surprises. Exceptionally unpredictable.","female,46-60,multitasker"
19727,The Hite Report,2023-06-14,1,"Felt like a waste of time, disappointing.","female,46-60,re-reader"
12348,War and Peace (Война и мир),2021-11-06,1,"Sadly disappointing, missed the mark completely.","female,>60,oversharer"
19403,The Girl with the Dragon Tattoo (Män som hatar kvinnor),2021-06-07,2,"Uninspired and disappointing, left much to be desired.","female,>60,bragger"
8252,The Happy Hooker: My Own Story,2021-09-09,3,"Surprisingly disappointing, given the promising premise.","female,>60,bragger"
3954,Flowers in the Attic,2020-02-26,2,Had potential but ended up being disappointingly flat.,"male,18-35,oversharer"
3360,Valley of the Dolls,2023-08-16,4,"Joy to read, very engaging and excellent.","male,46-60,bragger"
13392,Your Erroneous Zones,2020-10-27,1,"Lacking coherence, the plot was all over the place.","male,36-45,cryer"
14013,The Kite Runner,2023-06-26,3,"Disappointing at every turn, not what I expected.","male,>60,multitasker"
15288,"The Secret Diary of Adrian Mole, Aged 13¾",2023-07-11,3,"Lacking finesse, the writing felt clumsy.","female,46-60,oversharer"
6127,Wolf Totem (狼图腾),2023-08-06,2,"Fell short of expectations, quite lacking overall.","male,46-60,re-reader"
5140,The Naked Ape,2021-03-02,5,"Utterly fantastic, a gem. Exceptional in every sense.","female,46-60,oversharer"
12367,"The Secret Diary of Adrian Mole, Aged 13¾",2023-07-11,3,Had potential but ended up being disappointingly flat.,"male,36-45,bragger"
15612,The Celestine Prophecy,2020-01-18,3,"Sadly disappointing, missed the mark completely.","female,36-45,bragger"
6009,Who Moved My Cheese?,2020-02-27,4,"Wonderful, exceeded my expectations. Exceptionally good.","nonbinary,18-35,cryer"
14826,Dream of the Red Chamber (紅樓夢),2022-06-22,4,"Riveting, kept me on the edge of my seat. Exceptionally thrilling.","female,46-60,bragger"
11317,Jonathan Livingston Seagull,2021-02-05,5,"Wow, completely blown away! Exceptionally impressive.","female,46-60,oversharer"
11117,The Catcher in the Rye,2023-10-06,4,"Couldn't ask for more, perfectly excellent.","female,46-60,cryer"
14991,And Then There Were None,2023-09-19,4,"Bravo, an exceptional and excellent piece.","female,36-45,bragger"
14519,Things Fall Apart,2023-12-27,5,"Definitely worth your time, an excellent read.","male,18-35,multitasker"
