Credit_rating,Age,Income,Credit_cards,Education,Car_loans
Bad,31.1089467712088,Low,5 or more,High school,More than 2
Bad,39.404978834576,Medium,5 or more,College,More than 2
Bad,36.9405919986697,Medium,5 or more,College,More than 2
Bad,37.6718623338803,High,5 or more,College,None or 1
Bad,21.3288070203511,Low,5 or more,College,None or 1
Bad,20.5035412540312,Low,5 or more,High school,None or 1
Bad,23.1199674826848,Medium,5 or more,High school,More than 2
Bad,22.9550827830714,Low,5 or more,College,More than 2
Bad,37.6044875460402,Low,5 or more,College,More than 2
Bad,29.0219687616282,Low,5 or more,College,More than 2
Bad,26.9550185827434,Low,5 or more,High school,More than 2
Bad,40.3347544178629,Medium,5 or more,College,More than 2
Bad,23.3034060435709,Medium,5 or more,High school,More than 2
Bad,27.8521872241517,Medium,5 or more,High school,More than 2
Bad,29.1383023230864,Medium,5 or more,College,More than 2
Bad,25.0482718967793,Medium,Less than 5,College,None or 1
Bad,22.1925438767197,Low,5 or more,High school,More than 2
Bad,22.7175799748901,Medium,5 or more,High school,More than 2
Bad,34.1126757357311,Medium,5 or more,High school,More than 2
Bad,32.6191595097849,High,Less than 5,College,None or 1
Bad,24.0525140073261,Medium,5 or more,College,More than 2
Bad,20.8567745508968,Medium,5 or more,College,More than 2
Bad,28.0071693314019,Low,5 or more,College,More than 2
Bad,23.8422164960788,Medium,5 or more,High school,None or 1
Bad,28.8138205154084,Medium,5 or more,College,More than 2
Bad,47.3702834940095,Medium,5 or more,High school,More than 2
Bad,24.7206232222877,Medium,5 or more,High school,More than 2
Bad,33.3265903933718,High,5 or more,College,More than 2
Bad,32.4019774050116,Medium,5 or more,College,More than 2
Bad,37.0195623019577,High,5 or more,High school,More than 2
Bad,35.2218193850128,Medium,5 or more,College,More than 2
Bad,25.3100284196591,Low,5 or more,High school,More than 2
Bad,34.1803746865668,High,5 or more,High school,More than 2
Bad,43.2750263075631,Low,5 or more,College,More than 2
Bad,26.908617980709,Low,5 or more,High school,More than 2
Bad,30.0912540375721,Medium,Less than 5,High school,None or 1
Bad,48.1852979699731,High,5 or more,High school,None or 1
Bad,33.8540608208772,Low,5 or more,High school,More than 2
Bad,32.4238637040575,Low,5 or more,College,More than 2
Bad,34.2269544019188,Low,5 or more,College,More than 2
Bad,26.2334237597715,Medium,5 or more,High school,More than 2
Bad,22.5892469106898,Low,5 or more,College,None or 1
Bad,21.5745784354782,Medium,5 or more,High school,More than 2
Bad,29.0276824177741,Low,5 or more,High school,More than 2
Bad,28.2289986449558,Medium,5 or more,College,More than 2
Bad,26.4130490376105,Medium,5 or more,High school,More than 2
Bad,28.1340204936746,Medium,5 or more,High school,More than 2
Bad,27.2954156471308,Medium,5 or more,College,More than 2
Bad,32.6846865437657,Low,5 or more,College,More than 2
Bad,39.170481354981,High,5 or more,High school,More than 2
Bad,44.4643030580465,Low,5 or more,College,More than 2
Bad,28.2059633382597,Medium,5 or more,College,More than 2
Bad,37.5618729742466,Medium,5 or more,College,None or 1
Bad,41.6984505415504,Medium,Less than 5,College,None or 1
Bad,29.9631215118293,Low,5 or more,College,More than 2
Bad,26.8063043987372,Low,5 or more,College,More than 2
Bad,47.5499571527536,High,5 or more,College,More than 2
Bad,36.9234094577937,Low,5 or more,College,More than 2
Bad,21.098729823527,Low,5 or more,College,More than 2
Bad,40.1235014853584,Medium,5 or more,College,More than 2
Bad,42.7233858183251,Low,5 or more,High school,More than 2
Bad,20.8688802194312,Medium,5 or more,High school,More than 2
Bad,22.5621306922618,Low,5 or more,College,More than 2
Bad,30.4124228457184,Low,5 or more,College,More than 2
Bad,22.9292417679997,Low,5 or more,College,More than 2
Bad,40.121801925491,Low,5 or more,High school,More than 2
Bad,26.936387142226,Low,5 or more,College,More than 2
Bad,20.3587712103194,Medium,5 or more,College,More than 2
Bad,22.1461019603115,Low,5 or more,High school,More than 2
Bad,29.7243312390821,Low,5 or more,High school,More than 2
Bad,24.8744517955626,Low,5 or more,High school,More than 2
Bad,27.486021033266,Low,5 or more,High school,More than 2
Bad,35.5991408906987,Low,5 or more,High school,More than 2
Bad,29.7705399346552,Medium,5 or more,College,More than 2
Bad,34.2598358128827,Medium,Less than 5,High school,None or 1
Bad,29.9418433200188,Medium,5 or more,High school,More than 2
Bad,37.7480340653282,Medium,5 or more,High school,More than 2
Bad,36.8276164480732,Low,5 or more,College,More than 2
Bad,27.9346098360285,Medium,5 or more,College,More than 2
Bad,38.4025344637378,Low,5 or more,College,More than 2
Bad,35.557799354761,Low,5 or more,College,None or 1
Bad,36.2319367651443,Medium,5 or more,College,More than 2
Bad,36.7283853791266,Low,5 or more,High school,More than 2
Bad,30.6159124518876,Low,5 or more,High school,More than 2
Bad,28.4632453663325,Medium,5 or more,College,None or 1
Bad,29.1131258290526,Medium,5 or more,High school,More than 2
Bad,32.4269174774416,Medium,5 or more,College,None or 1
Bad,34.077280589977,Low,5 or more,College,More than 2
Bad,31.7524624270649,Low,5 or more,College,More than 2
Bad,31.9823888153955,Medium,5 or more,College,None or 1
Bad,20.1710517919583,Low,5 or more,High school,More than 2
Bad,23.0581369041233,Medium,5 or more,High school,More than 2
Bad,36.3980783220623,Medium,5 or more,College,More than 2
Bad,38.610383941538,Low,5 or more,High school,More than 2
Bad,29.4889527002739,High,Less than 5,High school,None or 1
Bad,31.0423357861182,Low,5 or more,College,More than 2
Bad,32.4201858862947,Medium,5 or more,High school,More than 2
Bad,34.3919221205526,Medium,5 or more,College,More than 2
Bad,24.3123047415935,Medium,5 or more,High school,More than 2
Bad,53.8177862553033,Medium,5 or more,High school,More than 2
Bad,23.2877820597984,Low,Less than 5,High school,None or 1
Bad,29.0849316176175,Low,Less than 5,College,None or 1
Bad,38.269098410345,High,5 or more,High school,More than 2
Bad,37.8555631220454,Low,5 or more,College,More than 2
Bad,20.01250656015,Medium,5 or more,College,More than 2
Bad,20.3050876175939,Medium,5 or more,High school,More than 2
Bad,26.6614700399253,Low,5 or more,College,None or 1
Bad,38.8409983890457,Low,5 or more,College,More than 2
Bad,35.1782534005177,Medium,5 or more,High school,More than 2
Bad,27.7653946004675,Medium,5 or more,College,More than 2
Bad,28.9008452922514,Medium,5 or more,College,More than 2
Bad,32.7561950295274,High,5 or more,High school,More than 2
Bad,23.042865268834,Medium,5 or more,College,More than 2
Bad,21.9712041430595,High,Less than 5,High school,None or 1
Bad,36.6236267301581,Low,5 or more,College,More than 2
Bad,41.5877650209108,Medium,5 or more,College,More than 2
Bad,20.2028635887157,Low,5 or more,High school,None or 1
Bad,29.1112175205882,High,5 or more,College,None or 1
Bad,27.3144067763005,Medium,5 or more,College,More than 2
Bad,50.122333265058,Low,5 or more,College,More than 2
Bad,36.0532624404802,Low,5 or more,College,More than 2
Bad,30.7605965047097,Low,5 or more,High school,None or 1
Bad,20.4897140865757,Medium,5 or more,High school,More than 2
Bad,30.7924240718585,Low,5 or more,College,More than 2
Bad,25.495244358797,Medium,5 or more,High school,More than 2
Bad,20.8651701944556,Low,5 or more,High school,More than 2
Bad,26.9571002032943,Low,5 or more,College,More than 2
Bad,34.0353144760549,Low,5 or more,College,More than 2
Bad,21.1834509334663,Low,5 or more,College,More than 2
Bad,27.3832705833129,Low,5 or more,College,More than 2
Bad,37.5657148971724,Medium,5 or more,High school,More than 2
Bad,35.761752697534,Low,5 or more,College,More than 2
Bad,27.1358509789781,Low,5 or more,High school,More than 2
Bad,30.2461017139764,Medium,5 or more,High school,More than 2
Bad,34.6681875682899,Medium,Less than 5,College,None or 1
Bad,29.4926127274918,Low,5 or more,College,More than 2
Bad,28.6138059171256,Medium,5 or more,College,More than 2
Bad,24.7618381960443,Low,5 or more,College,More than 2
Bad,29.5753441528802,High,5 or more,College,More than 2
Bad,27.8404340369248,Medium,5 or more,College,More than 2
Bad,21.6988949779491,Medium,5 or more,College,More than 2
Bad,33.1070287041048,Low,5 or more,High school,More than 2
Bad,24.6045549554758,High,5 or more,High school,More than 2
Bad,26.5192928964318,High,5 or more,College,More than 2
Bad,22.5949277841185,Medium,5 or more,High school,More than 2
Bad,30.8924466912176,Low,5 or more,College,More than 2
Bad,44.198351331102,Low,5 or more,College,More than 2
Bad,24.4908814771701,Low,5 or more,High school,More than 2
Bad,21.1133887164579,Medium,5 or more,College,More than 2
Bad,24.1170926218938,Medium,5 or more,High school,More than 2
Bad,36.885592768116,Medium,5 or more,High school,More than 2
Bad,32.1705692068334,Low,5 or more,College,More than 2
Bad,24.5523799451451,Medium,5 or more,College,More than 2
Bad,34.0544778786286,Medium,5 or more,High school,More than 2
Bad,33.582405073732,Medium,5 or more,College,More than 2
Bad,27.3281153497135,Low,5 or more,High school,More than 2
Bad,21.0514343092904,Low,Less than 5,High school,None or 1
Bad,29.3034396555519,Low,5 or more,College,More than 2
Bad,26.0923555060938,Medium,5 or more,High school,More than 2
Bad,42.4740929808698,Medium,5 or more,High school,More than 2
Bad,23.2870573926039,Low,5 or more,College,More than 2
Bad,27.4604457136223,Low,5 or more,High school,More than 2
Bad,20.2136209458813,Medium,5 or more,High school,More than 2
Bad,27.3063089022696,Low,Less than 5,College,None or 1
Bad,24.0529338378909,Low,5 or more,High school,More than 2
Bad,27.6529483060152,Low,5 or more,High school,None or 1
Bad,35.2670223150032,Low,5 or more,High school,More than 2
Bad,25.6665008662525,High,5 or more,College,More than 2
Bad,20.4761709184126,Medium,5 or more,High school,None or 1
Bad,41.6231238722588,Medium,5 or more,College,More than 2
Bad,40.7978117691634,Medium,5 or more,High school,More than 2
Bad,21.7693818601702,Medium,5 or more,High school,More than 2
Bad,33.2143914887514,Medium,5 or more,High school,More than 2
Bad,26.0901249897911,Medium,5 or more,College,More than 2
Bad,25.9934032679995,Low,5 or more,High school,More than 2
Bad,28.8183547641611,Medium,5 or more,High school,More than 2
Bad,29.8104357363112,Low,5 or more,College,More than 2
Bad,26.9567157140103,Medium,5 or more,High school,More than 2
Bad,27.6954928200825,High,5 or more,High school,More than 2
Bad,36.2338598434893,Medium,5 or more,College,More than 2
Bad,40.6514777303425,Medium,5 or more,High school,None or 1
Bad,23.7835500497137,Medium,5 or more,High school,More than 2
Bad,29.4117075756631,Low,5 or more,High school,More than 2
Bad,29.9543368450692,Low,5 or more,High school,More than 2
Bad,51.2846772109929,Low,5 or more,High school,More than 2
Bad,30.4144505303834,Low,5 or more,College,More than 2
Bad,21.2627256168042,Medium,5 or more,High school,More than 2
Bad,20.6231839143597,Low,Less than 5,College,More than 2
Bad,32.5967320514021,Low,5 or more,College,More than 2
Bad,37.7894416167974,High,5 or more,College,More than 2
Bad,40.2250887001332,Low,5 or more,High school,More than 2
Bad,33.9455854396429,Medium,5 or more,High school,More than 2
Bad,25.983621971058,Medium,Less than 5,High school,None or 1
Bad,23.9577139303912,Low,5 or more,College,More than 2
Bad,26.8558419980998,Medium,5 or more,High school,More than 2
Bad,24.3816047826417,Medium,5 or more,High school,More than 2
Bad,33.9784655171697,High,5 or more,College,None or 1
Bad,22.1832095073152,Medium,5 or more,High school,More than 2
Bad,46.5429945992414,Medium,5 or more,High school,More than 2
Bad,33.7050327249876,Medium,5 or more,High school,More than 2
Bad,25.0126432832796,High,5 or more,High school,More than 2
Bad,29.0247696104636,Low,5 or more,High school,More than 2
Bad,31.3465783766226,Medium,5 or more,High school,None or 1
Bad,24.1403953494899,Low,5 or more,College,More than 2
Bad,25.8373494463358,Medium,5 or more,High school,More than 2
Bad,40.0357998850589,Medium,5 or more,High school,More than 2
Bad,47.439593036526,Medium,5 or more,High school,More than 2
Bad,40.9942187318136,Low,5 or more,High school,More than 2
Bad,46.4832556719505,Low,5 or more,High school,More than 2
Bad,21.3798204212784,Medium,5 or more,College,More than 2
Bad,22.1696390754281,Low,5 or more,College,More than 2
Bad,31.391954013283,Low,5 or more,High school,More than 2
Bad,35.3277931815292,Low,Less than 5,High school,None or 1
Bad,27.9634609139946,Low,5 or more,High school,More than 2
Bad,20.5570804801008,Low,5 or more,High school,More than 2
Bad,26.4008671842821,Low,5 or more,College,More than 2
Bad,43.9194038959518,Low,5 or more,College,More than 2
Bad,33.6504675282118,Medium,Less than 5,High school,None or 1
Bad,22.5280080943336,Medium,5 or more,High school,More than 2
Bad,25.526556106245,Medium,5 or more,College,More than 2
Bad,26.0657373447906,Low,5 or more,College,None or 1
Bad,26.7748216443333,Medium,5 or more,High school,More than 2
Bad,20.4906874454206,Low,5 or more,High school,More than 2
Bad,33.1296625434976,Medium,5 or more,High school,More than 2
Bad,41.9964543209931,Low,5 or more,College,More than 2
Bad,27.9869472834271,Medium,5 or more,High school,More than 2
Bad,36.3608106959221,Low,5 or more,High school,More than 2
Bad,23.5058277985497,Medium,5 or more,College,More than 2
Bad,23.317928671386,Medium,5 or more,College,More than 2
Bad,23.2618324537721,Medium,5 or more,High school,More than 2
Bad,27.3762803313552,Medium,5 or more,College,More than 2
Bad,36.4205847985766,Low,5 or more,College,More than 2
Bad,34.323934816717,Medium,5 or more,College,More than 2
Bad,30.5921889565181,Low,5 or more,High school,More than 2
Bad,27.9404488537427,Medium,5 or more,College,More than 2
Bad,35.4621312436207,Medium,5 or more,College,More than 2
Bad,23.885375953051,Medium,5 or more,College,More than 2
Bad,30.5985421609198,Medium,5 or more,High school,More than 2
Bad,29.3498745628139,Low,5 or more,College,More than 2
Bad,22.1849933292448,Low,Less than 5,College,More than 2
Bad,21.1532218367526,Low,5 or more,High school,More than 2
Bad,38.1925494579714,High,5 or more,College,More than 2
Bad,33.5537254351222,Low,5 or more,College,More than 2
Bad,33.1537716238714,Medium,5 or more,High school,More than 2
Bad,24.4458365173194,Low,5 or more,College,More than 2
Bad,20.9332594548329,Medium,5 or more,College,More than 2
Bad,31.1551762722119,Medium,5 or more,High school,More than 2
Bad,24.7410044398609,Low,5 or more,College,None or 1
Bad,42.7609483450366,Low,5 or more,High school,More than 2
Bad,21.0077801042731,Low,5 or more,College,More than 2
Bad,32.1596128707061,Low,5 or more,High school,More than 2
Bad,29.4352429896227,Medium,5 or more,High school,More than 2
Bad,29.5336244622068,High,5 or more,High school,More than 2
Bad,20.1161327134485,Medium,5 or more,College,More than 2
Bad,41.6335229126697,Low,5 or more,High school,More than 2
Bad,34.8441368287083,Low,5 or more,College,More than 2
Bad,39.2685606241709,Medium,5 or more,College,More than 2
Bad,37.6080925060894,Low,5 or more,High school,More than 2
Bad,24.7663334365956,Medium,5 or more,College,More than 2
Bad,25.8601737295954,Low,5 or more,College,More than 2
Bad,24.9120550662732,Medium,Less than 5,College,None or 1
Bad,21.8404674479997,Medium,5 or more,College,More than 2
Bad,35.9002060453875,Medium,5 or more,High school,More than 2
Bad,34.1728467439984,Low,5 or more,High school,More than 2
Bad,25.8105461418529,Medium,5 or more,High school,More than 2
Bad,20.0334614104985,Medium,5 or more,High school,More than 2
Bad,40.0997986323541,Low,5 or more,College,More than 2
Bad,26.392260421045,Medium,5 or more,College,More than 2
Bad,23.9491210002853,Low,5 or more,College,None or 1
Bad,39.8088859941991,Low,5 or more,High school,More than 2
Bad,41.303445675858,Low,5 or more,High school,More than 2
Bad,27.5579681142291,Medium,5 or more,College,More than 2
Bad,20.0026995233682,Medium,5 or more,High school,None or 1
Bad,22.9565966664419,Low,5 or more,High school,More than 2
Bad,24.8280892974904,Medium,5 or more,College,More than 2
Bad,26.7154088921618,Medium,5 or more,College,More than 2
Bad,22.1682619899134,Low,5 or more,College,More than 2
Bad,20.2673807892358,Medium,5 or more,College,More than 2
Bad,45.0413386587361,Medium,5 or more,High school,More than 2
Bad,38.972407206428,Medium,5 or more,High school,More than 2
Bad,33.881624067712,Low,Less than 5,High school,None or 1
Bad,29.2955316505523,High,5 or more,College,None or 1
Bad,20.8769383513766,Low,5 or more,High school,More than 2
Bad,34.0894265347798,Medium,5 or more,High school,None or 1
Bad,25.6820523996055,Low,5 or more,High school,More than 2
Bad,33.7409056954567,Medium,Less than 5,High school,None or 1
Bad,37.5445649681229,Medium,5 or more,High school,More than 2
Bad,36.2879446961124,Medium,5 or more,College,More than 2
Bad,22.0865073657802,Medium,5 or more,College,More than 2
Bad,22.0051079237565,Low,5 or more,High school,More than 2
Bad,34.9987023395129,Low,5 or more,High school,More than 2
Bad,22.1404817926017,Low,5 or more,High school,More than 2
Bad,38.8920518063882,Medium,5 or more,High school,More than 2
Bad,20.9434316762349,Low,Less than 5,High school,None or 1
Bad,25.9754415440459,Medium,5 or more,College,More than 2
Bad,30.2732116226581,Low,5 or more,High school,More than 2
Bad,34.5374470721548,Low,5 or more,College,More than 2
Bad,32.5358618954975,Medium,5 or more,High school,None or 1
Bad,26.7823200132129,Medium,5 or more,College,None or 1
Bad,31.0653336765075,Low,5 or more,College,None or 1
Bad,25.3771279510708,Low,5 or more,College,More than 2
Bad,27.6148938304202,High,5 or more,College,More than 2
Bad,23.8612053243623,Low,5 or more,College,More than 2
Bad,21.4233549314028,Medium,5 or more,College,More than 2
Bad,34.9822390620419,Medium,5 or more,High school,More than 2
Bad,31.7426210492244,Low,5 or more,High school,More than 2
Bad,31.0603404540805,Low,5 or more,College,More than 2
Bad,24.9504783605232,Medium,Less than 5,High school,None or 1
Bad,37.8573818429114,Medium,5 or more,College,More than 2
Bad,22.1770803310136,High,5 or more,High school,None or 1
Bad,24.2522544413221,Low,5 or more,High school,More than 2
Bad,24.1746739835256,Medium,5 or more,College,None or 1
Bad,44.1076485359293,Low,5 or more,College,More than 2
Bad,41.4311055254336,Low,5 or more,College,More than 2
Bad,24.8556132352172,Low,5 or more,High school,More than 2
Bad,22.7133489287119,Medium,5 or more,High school,More than 2
Bad,23.3365981933124,High,5 or more,College,More than 2
Bad,24.0199795101797,High,5 or more,High school,More than 2
Bad,47.9673756792419,Low,5 or more,College,More than 2
Bad,20.3074025199933,Medium,5 or more,College,More than 2
Bad,46.5551827641117,Low,5 or more,College,More than 2
Bad,25.9511786942347,Low,5 or more,College,More than 2
Bad,32.2654083049059,Low,5 or more,High school,More than 2
Bad,23.8626135840945,Low,5 or more,High school,More than 2
Bad,26.5843720936261,High,5 or more,College,None or 1
Bad,33.8286744452071,Medium,5 or more,College,More than 2
Bad,29.4798382122934,Low,5 or more,College,None or 1
Bad,24.9214997532155,Medium,5 or more,High school,More than 2
Bad,27.1808710997369,Medium,Less than 5,College,None or 1
Bad,27.787583303587,High,5 or more,High school,More than 2
Bad,26.9680874468361,High,5 or more,High school,More than 2
Bad,28.9833848306526,Low,5 or more,College,More than 2
Bad,22.7276810795984,Medium,5 or more,High school,More than 2
Bad,21.8514664274051,Medium,5 or more,High school,More than 2
Bad,30.795772213611,Medium,5 or more,High school,More than 2
Bad,21.3351289763077,Low,5 or more,High school,More than 2
Bad,23.977299897682,Low,5 or more,College,More than 2
Bad,20.9698615275171,Medium,5 or more,College,More than 2
Bad,22.7304010090431,Medium,Less than 5,College,None or 1
Bad,26.9639770949072,High,5 or more,High school,More than 2
Bad,29.4151651087788,Low,5 or more,College,More than 2
Bad,38.1473583311225,Medium,5 or more,College,More than 2
Bad,30.3806029137819,Medium,5 or more,College,More than 2
Bad,24.5872683881503,Medium,5 or more,High school,More than 2
Bad,23.2510963019523,Medium,5 or more,High school,More than 2
Bad,26.7245992523973,Low,5 or more,College,None or 1
Bad,28.7648022683999,Low,5 or more,High school,More than 2
Bad,28.6702764214106,Medium,Less than 5,High school,None or 1
Bad,24.5387643268511,Low,5 or more,High school,More than 2
Bad,35.4651475752285,High,5 or more,High school,More than 2
Bad,22.3857227260139,Low,5 or more,College,More than 2
Bad,27.8899742373269,Low,5 or more,High school,More than 2
Bad,31.8902445197053,Low,5 or more,High school,More than 2
Bad,21.2812744599698,Medium,5 or more,College,More than 2
Bad,40.6372974812731,High,5 or more,College,More than 2
Bad,31.622740000198,Low,5 or more,College,More than 2
Bad,29.2516511270701,Medium,5 or more,College,More than 2
Bad,27.6282134139822,High,5 or more,College,More than 2
Bad,37.1940836083898,Medium,5 or more,College,More than 2
Bad,24.5585422384863,Medium,Less than 5,College,None or 1
Bad,24.8757062530843,Low,5 or more,College,More than 2
Bad,22.7468056060416,High,5 or more,High school,More than 2
Bad,24.5573100529447,Medium,5 or more,High school,More than 2
Bad,32.3077726655874,Low,5 or more,High school,More than 2
Bad,22.0591613362251,Medium,5 or more,High school,More than 2
Bad,26.6801666674736,Low,5 or more,College,More than 2
Bad,27.5064696331583,Medium,5 or more,College,More than 2
Bad,43.873236009387,Medium,5 or more,High school,More than 2
Bad,22.6101113319983,Medium,5 or more,High school,More than 2
Bad,36.3560999053205,Medium,5 or more,College,More than 2
Bad,25.6929435536717,Low,5 or more,College,More than 2
Bad,36.3612159227809,Low,Less than 5,High school,None or 1
Bad,35.6923934426962,High,5 or more,High school,More than 2
Bad,36.7698017324935,Medium,5 or more,High school,More than 2
Bad,24.4727927563263,Low,5 or more,College,More than 2
Bad,46.756925368472,Medium,5 or more,High school,More than 2
Bad,22.9067571969001,Low,5 or more,High school,More than 2
Bad,23.2613123333178,Low,5 or more,High school,More than 2
Bad,28.4612711099032,Low,5 or more,College,None or 1
Bad,24.8259809097911,Low,5 or more,High school,More than 2
Bad,25.5656611581856,Medium,5 or more,High school,More than 2
Bad,20.0192169465284,Medium,5 or more,High school,More than 2
Bad,30.7579408902168,Medium,5 or more,High school,More than 2
Bad,33.1002518689288,Low,5 or more,College,More than 2
Bad,22.6266211866469,Low,5 or more,College,More than 2
Bad,21.1493800808673,Low,5 or more,College,More than 2
Bad,23.502655197382,Low,Less than 5,College,None or 1
Bad,23.9691546785493,High,5 or more,High school,More than 2
Bad,20.7877881492417,Low,5 or more,High school,More than 2
Bad,28.9252101650164,High,5 or more,High school,More than 2
Bad,20.5153582223155,Low,5 or more,High school,More than 2
Bad,27.2100533878298,Medium,5 or more,High school,None or 1
Bad,34.7517496104029,Low,5 or more,High school,More than 2
Bad,26.1251766699842,Medium,5 or more,High school,More than 2
Bad,24.6114152774432,Medium,5 or more,College,More than 2
Bad,20.4872984276705,Low,5 or more,High school,More than 2
Bad,29.0136537706572,Low,5 or more,College,More than 2
Bad,23.3767621229524,Medium,5 or more,High school,More than 2
Bad,28.8496154338643,High,5 or more,College,More than 2
Bad,21.1470532584898,Low,5 or more,High school,More than 2
Bad,26.4047422680553,High,5 or more,High school,More than 2
Bad,24.8874581732861,Medium,5 or more,High school,More than 2
Bad,27.1925766762135,Medium,5 or more,High school,More than 2
Bad,30.9177770458618,Medium,5 or more,College,More than 2
Bad,41.7940108943407,Low,5 or more,College,More than 2
Bad,33.7332986013552,Medium,5 or more,High school,More than 2
Bad,39.260852773275,Low,5 or more,High school,More than 2
Bad,38.4493639367973,Low,5 or more,College,None or 1
Bad,41.0537555796825,Medium,5 or more,College,More than 2
Bad,22.7196274821475,Medium,5 or more,High school,More than 2
Bad,23.1640993310528,Medium,5 or more,High school,More than 2
Bad,22.844210991897,Low,5 or more,College,More than 2
Bad,30.5718002040723,Medium,5 or more,High school,More than 2
Bad,29.7876065850534,Low,5 or more,College,More than 2
Bad,51.5819365817694,Low,5 or more,High school,More than 2
Bad,22.3254303696595,Medium,5 or more,High school,More than 2
Bad,37.8545374178535,Medium,5 or more,High school,More than 2
Bad,35.9387454329802,Medium,5 or more,High school,More than 2
Bad,33.3962466167516,High,5 or more,High school,More than 2
Bad,23.2853795371832,Medium,5 or more,College,More than 2
Bad,42.4326710927861,Low,5 or more,College,More than 2
Bad,30.6905219848816,Low,5 or more,High school,More than 2
Bad,29.5607256020526,Medium,5 or more,College,More than 2
Bad,37.3108951467024,Low,Less than 5,College,None or 1
Bad,28.2665697751543,Low,5 or more,High school,More than 2
Bad,30.6598071751844,Medium,5 or more,High school,More than 2
Bad,24.8899417484048,Low,5 or more,High school,More than 2
Bad,30.9343266187009,High,5 or more,College,More than 2
Bad,26.3019659917365,Medium,5 or more,High school,More than 2
Bad,26.277840707128,Low,5 or more,College,More than 2
Bad,47.6560351451905,Low,5 or more,College,More than 2
Bad,42.8534387886003,Low,5 or more,College,More than 2
Bad,22.7333105822345,Low,5 or more,High school,More than 2
Bad,30.8105209609432,Low,5 or more,College,More than 2
Bad,31.6037616735262,High,5 or more,College,More than 2
Bad,27.4014700956579,Low,5 or more,High school,More than 2
Bad,31.8501651756868,High,5 or more,College,None or 1
Bad,31.3659335567888,Medium,5 or more,College,More than 2
Bad,25.5794726550121,Medium,5 or more,College,More than 2
Bad,25.6539184539613,Medium,5 or more,College,More than 2
Bad,29.7499653056104,Low,Less than 5,College,None or 1
Bad,20.3677001773234,Low,5 or more,High school,More than 2
Bad,25.6284554262964,Medium,5 or more,High school,None or 1
Bad,34.0005960731338,Low,5 or more,College,More than 2
Bad,26.7117390422492,Low,5 or more,High school,More than 2
Bad,32.905949693582,High,5 or more,High school,None or 1
Bad,36.2844169795359,Medium,5 or more,College,More than 2
Bad,29.2802373105941,Medium,5 or more,College,More than 2
Bad,34.2568064453245,High,Less than 5,High school,None or 1
Bad,27.4935228033052,Low,5 or more,College,More than 2
Bad,23.6487810876237,High,Less than 5,College,More than 2
Bad,20.3124218485373,Low,5 or more,College,More than 2
Bad,26.4310850120372,Low,5 or more,High school,More than 2
Bad,40.6159121644809,Low,Less than 5,High school,None or 1
Bad,20.9123756878277,Medium,5 or more,High school,More than 2
Bad,30.0341281148776,High,5 or more,High school,More than 2
Bad,21.9506692900277,Medium,5 or more,High school,More than 2
Bad,22.5670911408085,High,5 or more,College,More than 2
Bad,30.2339603370186,Medium,5 or more,High school,More than 2
Bad,22.3962173547793,Low,5 or more,High school,More than 2
Bad,31.4068382247452,Low,5 or more,College,More than 2
Bad,34.4173824137766,Low,5 or more,High school,More than 2
Bad,41.3053378804274,Medium,5 or more,College,More than 2
Bad,27.626790250968,Low,5 or more,High school,More than 2
Bad,31.347885078863,High,Less than 5,College,None or 1
Bad,48.8605201834114,Low,5 or more,College,More than 2
Bad,34.2344596876561,Low,5 or more,College,More than 2
Bad,42.0815260460628,Medium,5 or more,College,More than 2
Bad,40.5266790097377,High,5 or more,High school,More than 2
Bad,27.6299619850263,Medium,5 or more,College,More than 2
Bad,21.3842419110348,Medium,5 or more,High school,More than 2
Bad,35.4121502743996,Medium,5 or more,College,More than 2
Bad,42.8064399430411,Medium,5 or more,College,More than 2
Bad,21.7373227283956,Low,5 or more,College,None or 1
Bad,41.0642594108385,Low,5 or more,High school,More than 2
Bad,22.8482490208279,Medium,5 or more,High school,More than 2
Bad,33.4835068815645,High,5 or more,College,More than 2
Bad,54.7961565523345,High,5 or more,College,More than 2
Bad,24.0674372280316,High,5 or more,College,More than 2
Bad,25.7799027484253,Medium,5 or more,College,More than 2
Bad,47.2574788550656,Low,5 or more,College,More than 2
Bad,32.0814115695883,Low,5 or more,High school,More than 2
Bad,21.4950857350291,Medium,5 or more,College,None or 1
Bad,23.8331783375252,Low,Less than 5,High school,None or 1
Bad,39.5283925012389,Medium,5 or more,High school,More than 2
Bad,29.7251179601734,High,Less than 5,College,None or 1
Bad,28.4163332413952,Low,Less than 5,College,None or 1
Bad,41.0972418787502,High,5 or more,High school,None or 1
Bad,28.428647658238,Medium,5 or more,College,More than 2
Bad,25.2277054643035,Low,5 or more,College,More than 2
Bad,30.8236922764343,Medium,5 or more,College,More than 2
Bad,29.1748378799838,Medium,5 or more,College,None or 1
Bad,29.9879674296818,High,5 or more,High school,More than 2
Bad,27.8387655583425,Low,5 or more,High school,More than 2
Bad,20.958855713308,Medium,5 or more,College,More than 2
Bad,30.2321853597041,Medium,Less than 5,High school,None or 1
Bad,41.3226373848067,Medium,5 or more,College,More than 2
Bad,23.0370898651369,Low,5 or more,High school,More than 2
Bad,27.032983534934,Medium,5 or more,High school,More than 2
Bad,38.3566499094581,Low,5 or more,College,More than 2
Bad,49.6238399277653,Low,5 or more,College,More than 2
Bad,30.3411694232002,Medium,5 or more,College,More than 2
