Name,Author,User Rating,Reviews,Price,Year,Genre,sales
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2012,Non Fiction,3651197
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,9,2017,Non Fiction,2462364
Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,13,2017,Fiction,2536426
Orphan Train,Christina Baker Kline,4.6,21930,11,2014,Fiction,2231267
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2009,Non Fiction,3483793
Outliers: The Story of Success,Malcolm Gladwell,4.6,10426,20,2010,Non Fiction,3162335
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2018,Non Fiction,3029510
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,5,2019,Non Fiction,2673654
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Rick Riordan,4.8,548,2,2010,Fiction,2668338
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2017,Fiction,2096915
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2018,Fiction,3573513
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2019,Fiction,3457246
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,9,2016,Fiction,2338004
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2012,Non Fiction,2159988
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2013,Non Fiction,3092511
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2009,Non Fiction,3183062
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2010,Non Fiction,3613683
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2011,Non Fiction,3264921
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2012,Non Fiction,2556737
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2013,Non Fiction,2666183
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2014,Non Fiction,3166269
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2015,Non Fiction,2114547
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2016,Non Fiction,3261240
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2017,Non Fiction,2668465
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,46,2018,Non Fiction,3212083
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,4,2017,Fiction,2054002
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,20,2012,Non Fiction,3655925
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,7,2013,Non Fiction,2379494
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2010,Non Fiction,3230326
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2011,Non Fiction,2890533
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2017,Fiction,2006542
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2018,Fiction,2179361
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7150,12,2013,Fiction,3412008
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,12,2014,Fiction,3329368
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2018,Non Fiction,2868251
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2019,Non Fiction,3395232
Sarah's Key,Tatiana de Rosnay,4.6,3619,10,2010,Fiction,2864510
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2018,Non Fiction,3242736
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,6,2019,Non Fiction,2657850
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,9,2015,Non Fiction,2080409
Sh*t My Dad Says,Justin Halpern,4.7,1265,11,2010,Non Fiction,2303403
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16,2018,Non Fiction,2601510
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272,6,2013,Non Fiction,2063964
Sookie Stackhouse,Charlaine Harris,4.7,973,25,2009,Fiction,3161121
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220,17,2013,Non Fiction,2921393
Steve Jobs,Walter Isaacson,4.6,7827,20,2011,Non Fiction,2068016
Steve Jobs,Walter Isaacson,4.6,7827,20,2012,Non Fiction,2561566
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019,Fiction,3233805
StrengthsFinder 2.0,Gallup,4,5069,17,2009,Non Fiction,2907956
StrengthsFinder 2.0,Gallup,4,5069,17,2010,Non Fiction,3433309
StrengthsFinder 2.0,Gallup,4,5069,17,2011,Non Fiction,3632684
StrengthsFinder 2.0,Gallup,4,5069,17,2012,Non Fiction,3080181
StrengthsFinder 2.0,Gallup,4,5069,17,2013,Non Fiction,2099375
StrengthsFinder 2.0,Gallup,4,5069,17,2014,Non Fiction,2066694
StrengthsFinder 2.0,Gallup,4,5069,17,2015,Non Fiction,3503245
StrengthsFinder 2.0,Gallup,4,5069,17,2016,Non Fiction,3008342
StrengthsFinder 2.0,Gallup,4,5069,17,2017,Non Fiction,3488401
"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,4.5,1583,18,2009,Non Fiction,2722950
Switch: How to Change Things When Change Is Hard,Chip Heath,4.6,1907,13,2010,Non Fiction,2337232
Sycamore Row (Jake Brigance),John Grisham,4.5,23114,18,2013,Fiction,3500585
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2010,Non Fiction,2510355
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2011,Non Fiction,2490933
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2314,22,2011,Non Fiction,2888295
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587,21,2011,Non Fiction,2829886
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2010,Non Fiction,3382420
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2011,Non Fiction,2746997
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2012,Non Fiction,2332868
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2013,Non Fiction,2455951
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2014,Non Fiction,3632059
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2015,Non Fiction,3291940
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2016,Non Fiction,3483700
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2017,Non Fiction,2629152
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2018,Non Fiction,2015301
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2019,Non Fiction,3329886
The 5000 Year Leap,W. Cleon Skousen,4.8,1680,12,2009,Non Fiction,3153015
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2009,Non Fiction,3355721
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2011,Non Fiction,3139030
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2012,Non Fiction,3309925
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2013,Non Fiction,3202768
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2015,Non Fiction,2317503
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2016,Non Fiction,3140050
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2017,Non Fiction,3352856
The Alchemist,Paulo Coelho,4.7,35799,39,2014,Fiction,2580859
The Amateur,Edward Klein,4.6,2580,9,2012,Non Fiction,2630809
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2010,Fiction,2336277
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2011,Fiction,2127958
The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17,2010,Non Fiction,2116335
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,11,2014,Fiction,3255377
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789,14,2012,Non Fiction,2276968
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,12,2019,Non Fiction,2167202
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,4.7,858,53,2009,Non Fiction,3203455
The Book Thief,Markus Zusak,4.6,23148,6,2013,Fiction,2234685
The Book Thief,Markus Zusak,4.6,23148,6,2014,Fiction,3487916
The Book with No Pictures,B. J. Novak,4.8,8081,8,2014,Fiction,2318236
The Book with No Pictures,B. J. Novak,4.8,8081,8,2015,Fiction,3139474
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2014,Non Fiction,2967800
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2015,Non Fiction,3075774
The Casual Vacancy,J.K. Rowling,3.3,9372,12,2012,Fiction,2883977
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Thomas Campbell,4.7,4633,21,2011,Non Fiction,2966539
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2018,Non Fiction,3340363
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,2331691
The Confession: A Novel,John Grisham,4.3,3523,13,2010,Fiction,2957582
The Constitution of the United States,Delegates of the Constitutional,4.8,2774,0,2016,Non Fiction,2241099
The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,Jon Stewart,4.4,440,11,2010,Non Fiction,3515237
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2013,Fiction,3528876
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2014,Fiction,2850960
The Day the Crayons Quit,Drew Daywalt,4.8,8922,9,2015,Fiction,2832402
"The Dukan Diet: 2 Steps to Lose the Weight, 2 Steps to Keep It Off Forever",Pierre Dukan,4.1,2023,15,2011,Non Fiction,2709349
The Elegance of the Hedgehog,Muriel Barbery,4,1859,11,2009,Fiction,2455583
The Fault in Our Stars,John Green,4.7,50482,13,2012,Fiction,3253509
The Fault in Our Stars,John Green,4.7,50482,13,2013,Fiction,2394298
The Fault in Our Stars,John Green,4.7,50482,7,2014,Fiction,2498232
The Fault in Our Stars,John Green,4.7,50482,13,2014,Fiction,2680335
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2009,Non Fiction,3231337
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2010,Non Fiction,2870171
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2011,Non Fiction,3300779
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2012,Non Fiction,2381516
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2013,Non Fiction,2311355
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803,9,2009,Non Fiction,3482608
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2013,Non Fiction,3160747
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2015,Non Fiction,2186386
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2016,Non Fiction,2328939
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2017,Non Fiction,3617095
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2018,Non Fiction,3323186
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2019,Non Fiction,3423065
The Getaway,Jeff Kinney,4.8,5836,0,2017,Fiction,2759821
The Girl on the Train,Paula Hawkins,4.1,79446,18,2015,Fiction,2664323
The Girl on the Train,Paula Hawkins,4.1,79446,7,2016,Fiction,2975119
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2010,Fiction,2577635
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),Stieg Larsson,4.7,7747,14,2011,Fiction,2055702
The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,7251,9,2010,Fiction,3372501
The Girl Who Played with Fire (Millennium),Stieg Larsson,4.7,7251,16,2009,Fiction,2876165
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2009,Fiction,2192740
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2010,Fiction,3477947
The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2016,Fiction,2895896
The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2017,Fiction,2826364
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2013,Fiction,2488314
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,20,2014,Fiction,2012076
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2012,Fiction,2828877
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,3202327
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2014,Fiction,2854393
The Guardians: A Novel,John Grisham,4.5,13609,14,2019,Fiction,3263211
The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.7,8587,10,2009,Fiction,2641300
The Handmaid's Tale,Margaret Atwood,4.3,29442,7,2017,Fiction,3524174
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098,13,2012,Fiction,2936611
The Hate U Give,Angie Thomas,4.8,9947,11,2018,Fiction,2919193
The Help,Kathryn Stockett,4.8,13871,6,2009,Fiction,3142297
The Help,Kathryn Stockett,4.8,13871,6,2010,Fiction,2250876
The Help,Kathryn Stockett,4.8,13871,8,2011,Fiction,3347598
The Help,Kathryn Stockett,4.8,13871,7,2011,Fiction,2758572
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982,14,2013,Fiction,2133209
The Hunger Games,Suzanne Collins,4.7,32122,14,2010,Fiction,3222848
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2011,Fiction,3551310
The Hunger Games (Book 1),Suzanne Collins,4.7,32122,8,2012,Fiction,2522790
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2011,Fiction,3346741
The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949,30,2012,Fiction,3027558
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,13,2010,Non Fiction,2749781
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2011,Non Fiction,2360492
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2012,Non Fiction,3313669
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2017,Non Fiction,2375229
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2018,Non Fiction,2625320
The Last Lecture,Randy Pausch,4.7,4028,9,2009,Non Fiction,2104119
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2009,Fiction,2484109
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2010,Fiction,3071529
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,5396,20,2013,Fiction,3082982
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2011,Non Fiction,3315939
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2012,Non Fiction,3370344
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2015,Non Fiction,2410740
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2016,Non Fiction,2176883
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2017,Non Fiction,3438665
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,11,2019,Non Fiction,2893830
The Litigators,John Grisham,4.4,6222,18,2011,Fiction,3637362
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,14,2010,Fiction,2098799
The Lost Symbol,Dan Brown,4.2,8747,19,2009,Fiction,2289871
The Love Dare,Stephen Kendrick,4.8,1655,13,2009,Non Fiction,2824809
The Magnolia Story,Chip Gaines,4.9,7861,5,2016,Non Fiction,2098179
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247,10,2012,Fiction,2094316
The Martian,Andy Weir,4.7,39459,9,2015,Fiction,2098247
The Maze Runner (Book 1),James Dashner,4.5,10101,8,2014,Fiction,2090832
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,8,2018,Fiction,2638508
The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,2779710
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2015,Fiction,2884630
The Nightingale: A Novel,Kristin Hannah,4.8,49288,11,2016,Fiction,2155010
The Official SAT Study Guide,The College Board,4.4,1201,40,2010,Non Fiction,2389360
The Official SAT Study Guide,The College Board,4.4,1201,40,2011,Non Fiction,3412020
The Official SAT Study Guide,The College Board,4.4,1201,40,2012,Non Fiction,2477327
The Official SAT Study Guide,The College Board,4.4,1201,40,2013,Non Fiction,2154624
The Official SAT Study Guide,The College Board,4.4,1201,40,2014,Non Fiction,3036868
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,36,2016,Non Fiction,3355446
The Paris Wife: A Novel,Paula McLain,4.3,3759,16,2011,Fiction,2676225
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663,17,2013,Non Fiction,3392604
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,14,2015,Non Fiction,3360539
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876,21,2012,Non Fiction,2557919
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18,2018,Non Fiction,2625981
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,17,2018,Non Fiction,3410008
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2017,Fiction,2968899
The Pout-Pout Fish,Deborah Diesen,4.8,9784,5,2018,Fiction,3530388
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,21,2012,Non Fiction,3290841
The President Is Missing: A Novel,James Patterson,4.3,10191,18,2018,Fiction,2134004
The Racketeer,John Grisham,4.3,14493,18,2012,Fiction,3198884
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,12,2010,Fiction,2506044
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",F. A. Hayek,4.6,1204,14,2010,Non Fiction,3269962
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091,12,2012,Fiction,2808698
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2009,Fiction,2743304
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,8,2017,Fiction,3040206
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Stephenie Meyer,4.6,2122,0,2010,Fiction,3281862
The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,3426162
"The Son of Neptune (Heroes of Olympus, Book 2)",Rick Riordan,4.8,4290,10,2011,Fiction,2691964
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2017,Non Fiction,3266694
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2018,Non Fiction,3347532
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,2128185
The Sun and Her Flowers,Rupi Kaur,4.7,5487,9,2017,Non Fiction,2207008
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377,7,2012,Fiction,2165775
"The Throne of Fire (The Kane Chronicles, Book 2)",Rick Riordan,4.7,1463,10,2011,Fiction,3430460
The Time Traveler's Wife,Audrey Niffenegger,4.4,3759,6,2009,Fiction,2113896
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,9,2009,Non Fiction,3197332
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,2558780
The Twilight Saga Collection,Stephenie Meyer,4.7,3801,82,2009,Fiction,2634916
"The Ugly Truth (Diary of a Wimpy Kid, Book 5)",Jeff Kinney,4.8,3796,12,2010,Fiction,2918627
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,2019,Non Fiction,2581864
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2013,Fiction,3574917
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2014,Fiction,2257778
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2015,Fiction,2492850
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2016,Fiction,3432718
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2017,Fiction,3422547
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2018,Fiction,3100329
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2019,Fiction,2488228
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2015,Non Fiction,2563464
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2016,Non Fiction,3085842
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2017,Non Fiction,2164098
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2016,Fiction,3387602
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2017,Fiction,3425074
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2018,Fiction,3053200
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2019,Fiction,2599552
The Wonky Donkey,Craig Smith,4.8,30183,4,2018,Fiction,2544160
The Wonky Donkey,Craig Smith,4.8,30183,4,2019,Fiction,2176544
The Wright Brothers,David McCullough,4.7,6169,16,2015,Non Fiction,3174336
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,15,2013,Non Fiction,3487914
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2011,Non Fiction,3604236
"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034,19,2012,Non Fiction,2469735
Thirteen Reasons Why,Jay Asher,4.5,7932,9,2017,Fiction,2953134
Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904,23,2012,Non Fiction,3463938
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2009,Non Fiction,2399726
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2010,Non Fiction,2036500
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2014,Non Fiction,3441937
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2015,Non Fiction,2435557
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2016,Non Fiction,2347626
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,23,2017,Non Fiction,3629675
Tina Fey: Bossypants,Tina Fey,4.3,5977,12,2011,Non Fiction,3035470
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2013,Fiction,2881137
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2014,Fiction,2645109
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2015,Fiction,2104918
To Kill a Mockingbird,Harper Lee,4.8,26234,0,2016,Fiction,3399553
To Kill a Mockingbird,Harper Lee,4.8,26234,7,2019,Fiction,2952503
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,21,2017,Non Fiction,2737671
"Towers of Midnight (Wheel of Time, Book Thirteen)",Robert Jordan,4.8,2282,21,2010,Fiction,2996181
True Compass: A Memoir,Edward M. Kennedy,4.5,438,15,2009,Non Fiction,2753191
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,4.7,11676,9,2009,Fiction,2134592
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,5,2014,Fiction,2808119
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2010,Non Fiction,2435478
