Customer_id,Acquisition_Dte,Acquisition_channel,Amount
7569206,25-Mar-09,TV Ad,0
7569152,24-Mar-09,TV Ad,650
7569128,24-Mar-09,TV Ad,0
7569108,24-Mar-09,Web,385
7569102,24-Mar-09,Web,350
7569096,24-Mar-09,Web,430
7568988,24-Mar-09,Web,245
7568952,24-Mar-09,Sales,70
7568948,24-Mar-09,Web,515
7568942,24-Mar-09,Sales,420
7568936,24-Mar-09,Sales,420
7568922,24-Mar-09,Sales,420
7568906,24-Mar-09,Web,0
7568900,24-Mar-09,Sales,420
7568892,24-Mar-09,Web,420
7568838,24-Mar-09,Sales,965
7568812,24-Mar-09,Sales,420
7568806,24-Mar-09,Sales,420
7568802,24-Mar-09,Sales,420
7568798,24-Mar-09,TV Ad,0
7568788,24-Mar-09,Sales,280
7568784,24-Mar-09,Sales,425
7568770,24-Mar-09,Sales,420
7568762,24-Mar-09,Sales,420
7568758,24-Mar-09,Sales,35
7568750,24-Mar-09,Web,480
7568740,24-Mar-09,TV Ad,590
7568724,24-Mar-09,TV Ad,480
7568712,24-Mar-09,Sales,35
7568700,24-Mar-09,Sales,450
7568688,24-Mar-09,Web,0
7568680,24-Mar-09,Sales,585
7568616,24-Mar-09,TV Ad,805
7568508,24-Mar-09,Sales,420
7568502,24-Mar-09,Sales,420
7568498,24-Mar-09,Sales,420
7568494,24-Mar-09,Sales,840
7568490,24-Mar-09,Sales,0
7568486,24-Mar-09,Sales,420
7568480,24-Mar-09,Sales,420
7568476,24-Mar-09,Sales,245
7568472,24-Mar-09,Sales,315
7568464,24-Mar-09,Sales,45
7568456,24-Mar-09,Sales,140
7568452,24-Mar-09,Sales,450
7568448,24-Mar-09,Sales,70
7568442,24-Mar-09,Sales,420
7568438,24-Mar-09,Sales,420
7568430,24-Mar-09,Sales,0
7568426,24-Mar-09,Sales,385
7568422,24-Mar-09,Sales,420
7568416,24-Mar-09,Sales,385
7568404,24-Mar-09,Web,540
7568394,24-Mar-09,Sales,455
7568390,24-Mar-09,Sales,420
7568386,24-Mar-09,Sales,0
7568382,24-Mar-09,Sales,420
7568378,24-Mar-09,Sales,0
7568374,24-Mar-09,Sales,175
7568370,24-Mar-09,Sales,235
7568366,24-Mar-09,Sales,420
7568362,24-Mar-09,Sales,540
7568352,24-Mar-09,Sales,420
7568348,24-Mar-09,Sales,815
7568342,24-Mar-09,Sales,450
7568338,24-Mar-09,Sales,315
7568334,24-Mar-09,Sales,645
7568328,24-Mar-09,Sales,315
7568322,24-Mar-09,Sales,420
7568318,24-Mar-09,Sales,0
7568314,24-Mar-09,Sales,420
7568300,24-Mar-09,Web,0
7568288,24-Mar-09,Web,600
7568276,23-Mar-09,Web,480
7568272,23-Mar-09,Web,540
7568252,23-Mar-09,Web,420
7568248,23-Mar-09,Web,540
7568130,23-Mar-09,Web,385
7568090,23-Mar-09,Web,960
7568078,23-Mar-09,Web,420
7568066,23-Mar-09,Sales,385
7568062,23-Mar-09,TV Ad,420
7568050,23-Mar-09,Web,430
7568046,23-Mar-09,Sales,675
7568040,23-Mar-09,Web,420
7568036,23-Mar-09,Web,530
7568030,23-Mar-09,Sales,420
7568026,23-Mar-09,Web,540
7568022,23-Mar-09,Web,480
7568008,23-Mar-09,Sales,70
7567990,23-Mar-09,Sales,385
7567958,23-Mar-09,Sales,315
7567940,23-Mar-09,Sales,420
7567934,23-Mar-09,TV Ad,765
7567918,23-Mar-09,Sales,420
7567906,23-Mar-09,Web,385
7567902,23-Mar-09,Sales,385
7567898,23-Mar-09,Sales,420
7567892,23-Mar-09,Sales,385
7567888,23-Mar-09,Sales,175
7567884,23-Mar-09,TV Ad,1440
7567878,23-Mar-09,Sales,0
7567874,23-Mar-09,Sales,315
7567858,23-Mar-09,Sales,420
7567828,23-Mar-09,Sales,280
7567818,23-Mar-09,TV Ad,0
7567804,23-Mar-09,TV Ad,530
7567796,23-Mar-09,TV Ad,420
7567792,23-Mar-09,TV Ad,575
7567786,23-Mar-09,Sales,0
7567782,23-Mar-09,TV Ad,200
7567778,23-Mar-09,Sales,315
7567772,23-Mar-09,Sales,420
7567750,23-Mar-09,Sales,420
7567732,23-Mar-09,TV Ad,480
7567714,23-Mar-09,Sales,480
7567710,23-Mar-09,Sales,420
7567706,23-Mar-09,Sales,0
7567702,23-Mar-09,Sales,140
7567696,23-Mar-09,Sales,420
7567692,23-Mar-09,Sales,530
7567686,23-Mar-09,Sales,520
7567682,23-Mar-09,Sales,350
7567678,23-Mar-09,Sales,420
7567674,23-Mar-09,Sales,470
7567670,23-Mar-09,Sales,0
7567652,23-Mar-09,TV Ad,420
7567648,23-Mar-09,TV Ad,510
7567644,23-Mar-09,TV Ad,420
7567640,23-Mar-09,Sales,420
7567636,23-Mar-09,Sales,350
7567632,23-Mar-09,Sales,420
7567628,23-Mar-09,Sales,315
7567622,23-Mar-09,Sales,420
7567618,23-Mar-09,Sales,280
7567614,23-Mar-09,Sales,420
7567610,23-Mar-09,Sales,420
7567606,23-Mar-09,Sales,385
7567602,23-Mar-09,Sales,520
7567598,23-Mar-09,Sales,560
7567590,23-Mar-09,Sales,0
7567570,23-Mar-09,TV Ad,480
7567566,23-Mar-09,TV Ad,755
7567552,23-Mar-09,Sales,475
7567546,23-Mar-09,Sales,385
7567542,23-Mar-09,Sales,0
7567536,23-Mar-09,Sales,420
7567532,23-Mar-09,Sales,420
7567528,23-Mar-09,Sales,465
7567524,23-Mar-09,Sales,420
7567520,23-Mar-09,Sales,560
7567516,23-Mar-09,Sales,480
7567512,23-Mar-09,Sales,420
7567508,23-Mar-09,Sales,840
7567504,23-Mar-09,Sales,470
7567498,23-Mar-09,Sales,385
7567494,23-Mar-09,Sales,820
7567488,23-Mar-09,Sales,420
7567482,23-Mar-09,Sales,420
7567478,23-Mar-09,Sales,420
7567474,23-Mar-09,Sales,420
7567470,23-Mar-09,Sales,420
7567440,23-Mar-09,TV Ad,420
7567434,23-Mar-09,TV Ad,515
7567406,23-Mar-09,Web,1160
7567400,23-Mar-09,Web,450
7567390,22-Mar-09,Web,450
7567378,22-Mar-09,Web,580
7567368,22-Mar-09,Web,450
7567364,22-Mar-09,Web,475
7567356,22-Mar-09,Web,700
7567348,22-Mar-09,Web,450
7567342,22-Mar-09,Web,310
7567336,22-Mar-09,Web,470
7567328,22-Mar-09,Web,480
7567320,22-Mar-09,Web,430
7567314,22-Mar-09,TV Ad,440
7567306,22-Mar-09,Web,420
7567302,22-Mar-09,Web,855
7567294,22-Mar-09,Web,520
7567290,22-Mar-09,Web,420
7567286,22-Mar-09,Web,535
7567276,22-Mar-09,TV Ad,350
7567260,22-Mar-09,TV Ad,420
7567256,22-Mar-09,TV Ad,480
7567248,22-Mar-09,Web,530
7567242,22-Mar-09,Web,420
7567238,22-Mar-09,TV Ad,580
7567230,22-Mar-09,TV Ad,690
7567226,22-Mar-09,TV Ad,420
7567222,22-Mar-09,TV Ad,1360
7567212,22-Mar-09,TV Ad,80
7567182,22-Mar-09,Web,420
7567168,21-Mar-09,Web,480
7567164,21-Mar-09,Web,480
7567152,21-Mar-09,Web,480
7567142,21-Mar-09,Web,420
7567134,21-Mar-09,Web,420
7567126,21-Mar-09,TV Ad,520
7567122,21-Mar-09,Web,420
7567112,21-Mar-09,TV Ad,420
7567106,21-Mar-09,TV Ad,80
7564892,21-Mar-09,Web,420
7564876,21-Mar-09,Web,440
7564864,21-Mar-09,Web,460
7564860,21-Mar-09,Web,420
7564826,20-Mar-09,Web,480
7564810,20-Mar-09,TV Ad,550
7564806,20-Mar-09,TV Ad,340
7564802,20-Mar-09,Web,420
7564784,20-Mar-09,Sales,420
7564716,20-Mar-09,TV Ad,430
7564712,20-Mar-09,TV Ad,0
7564676,20-Mar-09,Web,530
7564666,20-Mar-09,Sales,420
7564658,20-Mar-09,TV Ad,495
7564618,20-Mar-09,Sales,420
7564610,20-Mar-09,Sales,105
7564590,20-Mar-09,TV Ad,490
7564572,20-Mar-09,Web,420
7564546,20-Mar-09,Sales,0
7564536,20-Mar-09,Sales,0
7564512,20-Mar-09,TV Ad,840
7564506,20-Mar-09,TV Ad,385
7564474,20-Mar-09,TV Ad,530
7564456,20-Mar-09,TV Ad,80
7564452,20-Mar-09,Sales,385
7564444,20-Mar-09,Sales,420
7564430,20-Mar-09,Web,420
7564416,20-Mar-09,Sales,385
7564408,20-Mar-09,TV Ad,520
7564404,20-Mar-09,Sales,420
7564380,20-Mar-09,Sales,420
7564358,20-Mar-09,Web,520
7564350,20-Mar-09,TV Ad,480
7564294,20-Mar-09,Web,420
7564286,20-Mar-09,Sales,0
7564276,20-Mar-09,Sales,420
7564268,20-Mar-09,Sales,420
7564264,20-Mar-09,Web,385
7564236,19-Mar-09,Web,420
7564222,19-Mar-09,TV Ad,560
7564210,19-Mar-09,Web,535
7564186,19-Mar-09,TV Ad,420
7564166,19-Mar-09,Sales,420
7564162,19-Mar-09,Sales,420
7564158,19-Mar-09,Sales,480
7564154,19-Mar-09,Sales,550
7564148,19-Mar-09,Sales,350
7564142,19-Mar-09,Sales,160
7564134,19-Mar-09,Sales,405
7564122,19-Mar-09,Sales,440
7564118,19-Mar-09,Sales,420
7564114,19-Mar-09,Sales,385
7564110,19-Mar-09,Sales,315
7564106,19-Mar-09,Sales,420
7564102,19-Mar-09,Sales,420
7564098,19-Mar-09,Sales,395
7564092,19-Mar-09,Sales,0
7564086,19-Mar-09,Sales,280
7564082,19-Mar-09,Sales,0
7564078,19-Mar-09,Sales,0
7564068,19-Mar-09,Sales,420
7564062,19-Mar-09,Sales,420
7564058,19-Mar-09,Sales,420
7564054,19-Mar-09,Sales,485
7564050,19-Mar-09,Sales,0
7564046,19-Mar-09,Sales,840
7564038,19-Mar-09,Sales,420
7564034,19-Mar-09,Sales,420
7564026,19-Mar-09,Sales,420
7564018,19-Mar-09,Sales,0
7564014,19-Mar-09,Sales,460
7564010,19-Mar-09,Sales,368
7563994,19-Mar-09,Web,175
7563988,19-Mar-09,Sales,210
7563984,19-Mar-09,Sales,0
7563980,19-Mar-09,Sales,0
7563976,19-Mar-09,Sales,420
7563970,19-Mar-09,Sales,420
7563962,19-Mar-09,Sales,245
7563958,19-Mar-09,Sales,385
7563954,19-Mar-09,Sales,0
7563950,19-Mar-09,Sales,35
7563946,19-Mar-09,Sales,350
7563942,19-Mar-09,Web,470
7563938,19-Mar-09,Sales,140
7563932,19-Mar-09,Sales,385
7563928,19-Mar-09,Sales,0
7563924,19-Mar-09,Sales,0
7563920,19-Mar-09,Sales,350
7563916,19-Mar-09,Sales,35
7563912,19-Mar-09,Sales,345
7563908,19-Mar-09,Sales,420
7563904,19-Mar-09,Sales,870
7563892,19-Mar-09,Sales,420
7563888,19-Mar-09,Sales,420
7563884,19-Mar-09,Sales,450
7563868,19-Mar-09,TV Ad,480
7563864,19-Mar-09,TV Ad,420
7563840,19-Mar-09,Sales,570
7563824,19-Mar-09,TV Ad,80
7563820,19-Mar-09,Sales,280
7563814,19-Mar-09,TV Ad,200
7563792,19-Mar-09,TV Ad,385
7563776,19-Mar-09,Sales,420
7563762,19-Mar-09,TV Ad,480
7563756,19-Mar-09,TV Ad,420
7563742,19-Mar-09,TV Ad,480
7563716,19-Mar-09,TV Ad,480
7563700,19-Mar-09,Sales,70
7563688,19-Mar-09,Sales,470
7563678,19-Mar-09,TV Ad,420
7563668,19-Mar-09,TV Ad,842
7563626,19-Mar-09,Sales,350
7563620,19-Mar-09,Sales,385
7563614,19-Mar-09,Sales,510
7563610,19-Mar-09,TV Ad,560
7563606,19-Mar-09,TV Ad,0
7563590,19-Mar-09,Sales,35
7563586,19-Mar-09,Sales,140
7563582,19-Mar-09,Sales,70
7563578,19-Mar-09,Sales,420
7563574,19-Mar-09,Sales,140
7563568,19-Mar-09,Web,420
7563564,19-Mar-09,Web,580
7563560,19-Mar-09,Web,480
7563550,19-Mar-09,Web,590
7563546,19-Mar-09,Web,140
7563488,19-Mar-09,Web,480
7563482,19-Mar-09,Web,450
7563464,18-Mar-09,TV Ad,420
7563450,18-Mar-09,Web,420
7563444,18-Mar-09,Web,540
7563436,18-Mar-09,Web,630
7563410,18-Mar-09,Web,315
7563206,18-Mar-09,TV Ad,424
7563166,18-Mar-09,Sales,630
7563160,18-Mar-09,Sales,0
7563152,18-Mar-09,Sales,385
7563148,18-Mar-09,Sales,420
7563144,18-Mar-09,Sales,350
7563140,18-Mar-09,Sales,800
7563136,18-Mar-09,Sales,70
7563124,18-Mar-09,Sales,70
7563120,18-Mar-09,Sales,0
7563114,18-Mar-09,Sales,0
7563110,18-Mar-09,Sales,420
7563106,18-Mar-09,Sales,840
7563100,18-Mar-09,Sales,420
7563096,18-Mar-09,Sales,580
7563086,18-Mar-09,Sales,420
7563080,18-Mar-09,TV Ad,480
7563064,18-Mar-09,TV Ad,190
7563056,18-Mar-09,Web,440
7563050,18-Mar-09,Web,480
7563022,18-Mar-09,TV Ad,580
7563014,18-Mar-09,TV Ad,480
7562996,18-Mar-09,TV Ad,0
7562982,18-Mar-09,Web,480
7562978,18-Mar-09,TV Ad,420
7562950,18-Mar-09,TV Ad,480
7562940,18-Mar-09,TV Ad,70
7562924,18-Mar-09,Web,600
7562918,18-Mar-09,TV Ad,480
7562910,18-Mar-09,TV Ad,0
7562884,18-Mar-09,TV Ad,0
7562876,18-Mar-09,TV Ad,480
7562864,18-Mar-09,TV Ad,470
7562860,18-Mar-09,TV Ad,450
7562800,18-Mar-09,TV Ad,1140
7562754,18-Mar-09,Sales,385
7562736,18-Mar-09,Sales,420
7562724,18-Mar-09,TV Ad,840
7562694,18-Mar-09,Web,900
7562670,17-Mar-09,Web,580
7562638,17-Mar-09,TV Ad,450
7562624,17-Mar-09,Web,520
7562616,17-Mar-09,Web,700
7562604,17-Mar-09,Sales,420
7562600,17-Mar-09,Sales,420
7562588,17-Mar-09,Web,420
7562584,17-Mar-09,Web,480
7562580,17-Mar-09,Web,470
7562576,17-Mar-09,Sales,1200
7562548,17-Mar-09,Web,120
7562496,17-Mar-09,Sales,525
7562488,17-Mar-09,Web,755
7562480,17-Mar-09,Sales,530
7562476,17-Mar-09,Sales,420
7562472,17-Mar-09,TV Ad,440
7562466,17-Mar-09,TV Ad,420
7562436,17-Mar-09,Sales,140
7562428,17-Mar-09,Sales,385
7562424,17-Mar-09,Sales,420
7562418,17-Mar-09,Sales,450
7562414,17-Mar-09,Sales,415
7562410,17-Mar-09,Sales,420
7562406,17-Mar-09,Sales,140
7562398,17-Mar-09,Sales,420
7562394,17-Mar-09,Sales,840
7562388,17-Mar-09,Sales,580
7562382,17-Mar-09,Sales,350
7562378,17-Mar-09,Sales,420
7562374,17-Mar-09,Sales,1050
7562370,17-Mar-09,Sales,420
7562366,17-Mar-09,Sales,420
7562362,17-Mar-09,Sales,420
7562358,17-Mar-09,Sales,420
7562352,17-Mar-09,TV Ad,540
7562314,17-Mar-09,TV Ad,0
7562302,17-Mar-09,Web,420
7562294,17-Mar-09,Sales,420
7562266,17-Mar-09,TV Ad,165
7562252,17-Mar-09,TV Ad,0
7562220,17-Mar-09,Web,520
7562164,17-Mar-09,Sales,315
7562148,17-Mar-09,Sales,0
7562144,17-Mar-09,Sales,0
7562140,17-Mar-09,Sales,385
7562136,17-Mar-09,Sales,420
7562132,17-Mar-09,Sales,440
7562128,17-Mar-09,Sales,420
7562124,17-Mar-09,Sales,0
7562108,17-Mar-09,Sales,420
7562104,17-Mar-09,Sales,345
7562100,17-Mar-09,Sales,485
7562096,17-Mar-09,Sales,70
7562092,17-Mar-09,Sales,420
7562084,17-Mar-09,Sales,420
7562080,17-Mar-09,Sales,420
7562076,17-Mar-09,Sales,420
7562068,17-Mar-09,Sales,420
7562064,17-Mar-09,Sales,580
7562050,17-Mar-09,Web,560
7562046,17-Mar-09,Web,420
7562016,17-Mar-09,Web,600
7561984,17-Mar-09,Web,440
7561974,16-Mar-09,Web,415
7561970,16-Mar-09,Web,670
7561956,16-Mar-09,Web,815
7561950,16-Mar-09,Web,175
7561942,16-Mar-09,Web,420
7561936,16-Mar-09,Web,70
7561928,16-Mar-09,Web,160
7561924,16-Mar-09,Web,430
7561920,16-Mar-09,Web,0
7561848,16-Mar-09,Web,640
7561732,16-Mar-09,TV Ad,1040
7561712,16-Mar-09,Web,315
7561704,16-Mar-09,TV Ad,420
7561698,16-Mar-09,TV Ad,560
7561694,16-Mar-09,TV Ad,420
7561690,16-Mar-09,TV Ad,40
7561670,16-Mar-09,TV Ad,0
7561606,16-Mar-09,TV Ad,480
7561602,16-Mar-09,TV Ad,0
7561598,16-Mar-09,TV Ad,610
7561574,16-Mar-09,TV Ad,385
7561550,16-Mar-09,Web,700
7561502,16-Mar-09,TV Ad,0
7561494,16-Mar-09,TV Ad,750
7561488,16-Mar-09,TV Ad,510
7561478,16-Mar-09,Web,455
7561472,16-Mar-09,Web,495
7561452,16-Mar-09,TV Ad,440
7561440,16-Mar-09,Web,610
7561436,16-Mar-09,TV Ad,480
7561432,16-Mar-09,Web,400
7561428,16-Mar-09,Web,485
7561422,16-Mar-09,Web,420
7561418,16-Mar-09,Web,420
7561414,16-Mar-09,Web,1160
7561410,16-Mar-09,Web,440
7561402,16-Mar-09,Web,3920
7561398,16-Mar-09,Web,530
7561390,16-Mar-09,Web,480
7561382,16-Mar-09,Web,595
7561376,16-Mar-09,Web,385
7561372,16-Mar-09,Web,510
7561346,16-Mar-09,Web,470
7561342,16-Mar-09,Sales,35
7561274,16-Mar-09,Web,485
7561256,15-Mar-09,Web,1680
7561252,15-Mar-09,Web,840
7561248,15-Mar-09,Web,480
7561244,15-Mar-09,Web,560
7561220,15-Mar-09,TV Ad,695
7561212,15-Mar-09,Web,500
7561200,15-Mar-09,Web,440
7561190,15-Mar-09,TV Ad,440
7561180,15-Mar-09,Web,480
7561176,15-Mar-09,Web,480
7561172,15-Mar-09,TV Ad,240
7561168,15-Mar-09,Web,520
7561144,15-Mar-09,Web,560
7561138,15-Mar-09,TV Ad,420
7561110,15-Mar-09,Web,530
7561086,15-Mar-09,TV Ad,0
7561082,15-Mar-09,Web,360
7561078,15-Mar-09,Web,41
7561064,14-Mar-09,Web,385
7561044,14-Mar-09,Web,600
7561040,14-Mar-09,Web,140
7561022,14-Mar-09,Web,645
7560994,14-Mar-09,Web,420
7560878,14-Mar-09,Web,420
7558624,14-Mar-09,TV Ad,880
7558608,14-Mar-09,Web,420
7558604,14-Mar-09,Web,480
7558600,14-Mar-09,Web,450
7558588,13-Mar-09,Web,1270
7558578,13-Mar-09,Web,420
7558574,13-Mar-09,Web,245
7558566,13-Mar-09,Web,280
7558556,13-Mar-09,Web,530
7558548,13-Mar-09,Web,480
7558522,13-Mar-09,Web,555
7558496,13-Mar-09,Web,1045
7558476,13-Mar-09,Web,520
7558464,13-Mar-09,TV Ad,40
7558458,13-Mar-09,Sales,105
7558454,13-Mar-09,TV Ad,315
7558450,13-Mar-09,TV Ad,540
7558434,13-Mar-09,TV Ad,385
7558428,13-Mar-09,Sales,70
7558424,13-Mar-09,Sales,0
7558418,13-Mar-09,TV Ad,0
7558412,13-Mar-09,TV Ad,0
7558408,13-Mar-09,Sales,385
7558396,13-Mar-09,Web,35
7558356,13-Mar-09,TV Ad,580
7558344,13-Mar-09,Web,420
7558320,13-Mar-09,Web,440
7558314,13-Mar-09,Sales,350
7558282,13-Mar-09,Sales,715
7558254,13-Mar-09,TV Ad,485
7558236,13-Mar-09,Sales,140
7558232,13-Mar-09,Sales,385
7558222,13-Mar-09,Web,70
7558208,13-Mar-09,TV Ad,0
7558204,13-Mar-09,TV Ad,350
7558184,13-Mar-09,TV Ad,525
7558174,13-Mar-09,Web,420
7558156,13-Mar-09,Sales,0
7558130,13-Mar-09,Sales,420
7558126,13-Mar-09,Sales,1255
7558122,13-Mar-09,Sales,420
7558118,13-Mar-09,Sales,420
7558114,13-Mar-09,Sales,175
7558102,13-Mar-09,Sales,420
7558094,13-Mar-09,Sales,450
7558090,13-Mar-09,Sales,420
7558086,13-Mar-09,Sales,420
7558074,13-Mar-09,Web,470
7558050,13-Mar-09,Web,420
7558044,13-Mar-09,Web,485
7558024,13-Mar-09,Web,1270
7558016,12-Mar-09,Web,420
7558012,12-Mar-09,Web,420
7558004,12-Mar-09,Web,490
7558000,12-Mar-09,Web,420
7557996,12-Mar-09,Web,1600
7557986,12-Mar-09,Web,1395
7557982,12-Mar-09,Web,520
7557950,12-Mar-09,TV Ad,510
7557912,12-Mar-09,Web,480
7557882,12-Mar-09,Sales,1000
7557878,12-Mar-09,Sales,420
7557864,12-Mar-09,TV Ad,320
7557860,12-Mar-09,Web,420
7557852,12-Mar-09,TV Ad,420
7557844,12-Mar-09,TV Ad,0
7557838,12-Mar-09,Web,880
7557828,12-Mar-09,Web,420
7557824,12-Mar-09,Web,420
7557818,12-Mar-09,TV Ad,0
7557806,12-Mar-09,TV Ad,480
7557780,12-Mar-09,TV Ad,200
7557756,12-Mar-09,TV Ad,400
7557748,12-Mar-09,Sales,70
7557744,12-Mar-09,Sales,245
7557738,12-Mar-09,Web,695
7557726,12-Mar-09,TV Ad,420
7557686,12-Mar-09,TV Ad,481
7557674,12-Mar-09,TV Ad,445
7557668,12-Mar-09,Sales,0
7557648,12-Mar-09,Sales,35
7557642,12-Mar-09,Web,900
7557614,12-Mar-09,Sales,420
7557594,12-Mar-09,Sales,0
7557568,12-Mar-09,Sales,840
7557552,12-Mar-09,Sales,35
7557528,12-Mar-09,Web,420
7557524,12-Mar-09,Web,420
7557520,12-Mar-09,Web,420
7557494,11-Mar-09,Web,560
7557486,11-Mar-09,Web,385
7557482,11-Mar-09,Web,432
7557464,11-Mar-09,Web,480
7557450,11-Mar-09,Web,895
7557426,11-Mar-09,Web,320
7557410,11-Mar-09,Web,1380
7557402,11-Mar-09,Web,420
7557384,11-Mar-09,Web,530
7557310,11-Mar-09,Sales,0
7557296,11-Mar-09,Web,440
7557292,11-Mar-09,Sales,420
7557268,11-Mar-09,Web,420
7557252,11-Mar-09,Web,470
7557244,11-Mar-09,Web,550
7557232,11-Mar-09,Web,420
7557226,11-Mar-09,Web,470
7557176,11-Mar-09,TV Ad,420
7557168,11-Mar-09,TV Ad,490
7557160,11-Mar-09,Sales,380
7557156,11-Mar-09,Sales,420
7557148,11-Mar-09,Web,420
7557142,11-Mar-09,Web,480
7557132,11-Mar-09,TV Ad,420
7557124,11-Mar-09,TV Ad,480
7557120,11-Mar-09,TV Ad,420
7557098,11-Mar-09,TV Ad,480
7557084,11-Mar-09,Web,480
7557068,11-Mar-09,Sales,470
7557064,11-Mar-09,Sales,890
7557060,11-Mar-09,Sales,420
7557056,11-Mar-09,Sales,420
7557050,11-Mar-09,Sales,420
7557046,11-Mar-09,Sales,485
7557042,11-Mar-09,Sales,420
7557028,11-Mar-09,Sales,0
7557024,11-Mar-09,Sales,540
7557018,11-Mar-09,Sales,605
7557014,11-Mar-09,Sales,420
7557006,11-Mar-09,Sales,0
7557002,11-Mar-09,Sales,210
7556996,11-Mar-09,Sales,420
7556990,11-Mar-09,Sales,140
7556986,11-Mar-09,Sales,385
7556982,11-Mar-09,Sales,0
7556974,11-Mar-09,Sales,245
7556970,11-Mar-09,Sales,420
7556966,11-Mar-09,Sales,420
7556960,11-Mar-09,Sales,525
7556956,11-Mar-09,Sales,420
7556952,11-Mar-09,Sales,420
7556946,11-Mar-09,Sales,420
7556942,11-Mar-09,Sales,350
7556938,11-Mar-09,Sales,420
7556934,11-Mar-09,Sales,0
7556930,11-Mar-09,Sales,840
7556922,11-Mar-09,Sales,535
7556918,11-Mar-09,Sales,420
7556914,11-Mar-09,Sales,420
7556908,11-Mar-09,Sales,350
7556902,11-Mar-09,Sales,245
7556898,11-Mar-09,Sales,420
7556892,11-Mar-09,Sales,280
7556882,11-Mar-09,Sales,0
7556878,11-Mar-09,Sales,140
7556874,11-Mar-09,Sales,450
7556870,11-Mar-09,Sales,420
7556862,11-Mar-09,Sales,385
7556858,11-Mar-09,TV Ad,245
7556828,11-Mar-09,Sales,420
7556818,11-Mar-09,Sales,420
7556792,11-Mar-09,TV Ad,396
7556770,11-Mar-09,TV Ad,315
7556702,10-Mar-09,Web,420
7556690,10-Mar-09,TV Ad,210
7556686,10-Mar-09,Web,420
7556682,10-Mar-09,Web,420
7556674,10-Mar-09,Web,500
7556652,10-Mar-09,Web,480
7556638,10-Mar-09,Web,480
7556608,10-Mar-09,TV Ad,0
7556594,10-Mar-09,TV Ad,490
7556486,10-Mar-09,TV Ad,935
7556474,10-Mar-09,Sales,420
7556444,10-Mar-09,Sales,420
7556440,10-Mar-09,Web,360
7556430,10-Mar-09,TV Ad,0
7556376,10-Mar-09,Sales,385
7556344,10-Mar-09,Sales,350
7556334,10-Mar-09,Web,950
7556306,10-Mar-09,Sales,385
7556296,10-Mar-09,Sales,280
7556288,10-Mar-09,TV Ad,140
7556280,10-Mar-09,TV Ad,420
7556244,10-Mar-09,TV Ad,210
7556222,10-Mar-09,TV Ad,560
7556180,10-Mar-09,TV Ad,400
7556176,10-Mar-09,Sales,420
7556168,10-Mar-09,TV Ad,35
7556162,10-Mar-09,Sales,385
7556154,10-Mar-09,Sales,560
7556150,10-Mar-09,Sales,420
7556146,10-Mar-09,Sales,0
7556142,10-Mar-09,TV Ad,385
7556132,10-Mar-09,TV Ad,480
7556124,10-Mar-09,Sales,465
7556108,10-Mar-09,Sales,420
7556100,10-Mar-09,Sales,280
7556096,10-Mar-09,Sales,420
7556092,10-Mar-09,Sales,420
7556088,10-Mar-09,Sales,420
7556082,10-Mar-09,Sales,0
7556076,10-Mar-09,Sales,420
7556072,10-Mar-09,Sales,420
7556058,10-Mar-09,Sales,420
7556054,10-Mar-09,Sales,420
7556050,10-Mar-09,Sales,0
7556046,10-Mar-09,Sales,490
7556040,10-Mar-09,Sales,420
7556036,10-Mar-09,Sales,245
7556032,10-Mar-09,Sales,870
7556028,10-Mar-09,Sales,420
7556020,10-Mar-09,Sales,420
7556016,10-Mar-09,Sales,420
7556008,10-Mar-09,Sales,420
7556004,10-Mar-09,Sales,410
7555982,10-Mar-09,Sales,420
7555974,10-Mar-09,Sales,350
7555970,10-Mar-09,Sales,0
7555966,10-Mar-09,Sales,0
7555960,10-Mar-09,Sales,450
7555956,10-Mar-09,Sales,420
7555952,10-Mar-09,Sales,700
7555948,10-Mar-09,Sales,35
7555944,10-Mar-09,Sales,420
7555936,10-Mar-09,Sales,315
7555932,10-Mar-09,Sales,70
7555926,10-Mar-09,Sales,385
7555922,10-Mar-09,Sales,420
7555918,10-Mar-09,Sales,450
7555912,10-Mar-09,Sales,630
7555908,10-Mar-09,Sales,245
7555904,10-Mar-09,Sales,420
7555900,10-Mar-09,Sales,385
7555892,10-Mar-09,Sales,435
7555886,10-Mar-09,TV Ad,105
7555880,10-Mar-09,TV Ad,480
7555872,10-Mar-09,TV Ad,440
7555862,10-Mar-09,TV Ad,540
7555816,10-Mar-09,Web,820
7555812,10-Mar-09,Web,665
7555796,9-Mar-09,Web,450
7555790,9-Mar-09,Web,480
7555786,9-Mar-09,Web,480
7555782,9-Mar-09,Web,420
7555776,9-Mar-09,Web,480
7555760,9-Mar-09,Web,505
7555748,9-Mar-09,Web,500
7555742,9-Mar-09,Web,510
7555736,9-Mar-09,Web,385
7555730,9-Mar-09,TV Ad,580
7555726,9-Mar-09,Web,600
7555720,9-Mar-09,Web,600
7555694,9-Mar-09,Web,280
7555678,9-Mar-09,Sales,0
7555672,9-Mar-09,Web,360
7555668,9-Mar-09,Web,530
7555628,9-Mar-09,Sales,420
7555610,9-Mar-09,TV Ad,420
7555594,9-Mar-09,TV Ad,0
7555576,9-Mar-09,Sales,140
7555572,9-Mar-09,Sales,420
7555566,9-Mar-09,Sales,475
7555562,9-Mar-09,Sales,450
