product,division,product_category,customer,country,sales_Org,year/month,year,month,costs,discount,net_sales,revenue,sales_quantity
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,SEP 2007,2007,9,9500.00,560.99,18139.07,18700.06,10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,OCT 2008,2008,10,9500.00,569.42,18411.11,18980.53,10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,FEB 2011,2011,2,9500.00,595.42,19252.12,19847.54,10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,MAR 2011,2011,3,9500.00,595.42,19252.12,19847.54,10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,APR 2011,2011,4,9500.00,595.42,19252.12,19847.54,10 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUN 2011,2011,6,10450.00,654.96,21177.33,21832.30,11 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,APR 2007,2007,4,11400.00,673.20,21766.87,22440.07,12 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,MAY 2007,2007,5,12350.00,729.30,23580.77,24310.07,13 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUL 2011,2011,7,12350.00,774.05,25027.76,25801.81,13 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUL 2007,2007,7,13300.00,785.40,25394.68,26180.08,14 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,MAR 2008,2008,3,13300.00,797.18,25775.56,26572.75,14 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,APR 2008,2008,4,13300.00,797.18,25775.56,26572.75,14 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,AUG 2010,2010,8,14250.00,879.94,28451.28,29331.21,15 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUL 2008,2008,7,15200.00,911.07,29457.78,30368.85,16 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUL 2009,2009,7,18050.00,1098.11,35505.74,36603.85,19 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,MAY 2010,2010,5,18050.00,1114.59,36038.28,37152.87,19 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,SEP 2011,2011,9,18050.00,1131.32,36579.02,37710.33,19 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,AUG 2008,2008,8,19000.00,1138.83,36822.24,37961.07,20 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUL 2010,2010,7,19000.00,1173.25,37935.04,39108.28,20 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,MAY 2008,2008,5,19950.00,1195.77,38663.35,39859.12,21 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,SEP 2010,2010,9,20900.00,1290.58,41728.53,43019.11,22 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,APR 2009,2009,4,21850.00,1329.31,42980.62,44309.92,23 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,MAY 2009,2009,5,23750.00,1444.90,46718.06,48162.96,25 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,AUG 2009,2009,8,23750.00,1444.89,46718.07,48162.96,25 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,AUG 2007,2007,8,24700.00,1458.60,47161.55,48620.15,26 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUN 2008,2008,6,27550.00,1651.31,53392.24,55043.55,29 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,APR 2010,2010,4,31350.00,1935.85,62592.82,64528.67,33 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUN 2010,2010,6,35150.00,2170.52,70179.81,72350.33,37 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,MAY 2011,2011,5,35150.00,2203.08,71232.84,73435.92,37 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUN 2009,2009,6,38950.00,2369.62,76617.63,78987.25,41 
Men's Off Road Bike Hard Tail (SRAM),BI,ORB,Capital Bikes,DE,Germany North,JUN 2007,2007,6,57000.00,3366.01,108834.34,112200.34,60 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JAN 2007,2007,1,25.00,1.66,53.35,55.00,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,SEP 2008,2008,9,25.00,1.67,54.16,55.83,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,OCT 2008,2008,10,25.00,1.67,54.16,55.83,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,NOV 2008,2008,11,25.00,1.67,54.16,55.83,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,FEB 2009,2009,2,25.00,1.70,54.96,56.66,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAR 2009,2009,3,25.00,1.70,54.96,56.66,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,SEP 2009,2009,9,25.00,1.70,54.96,56.66,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,DEC 2009,2009,12,25.00,1.70,54.96,56.66,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JAN 2010,2010,1,25.00,1.72,55.79,57.51,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,FEB 2010,2010,2,25.00,1.72,55.79,57.51,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,OCT 2011,2011,10,25.00,1.75,56.62,58.37,1 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,NOV 2007,2007,11,50.00,3.31,106.70,110.01,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,DEC 2007,2007,12,50.00,3.31,106.70,110.01,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAR 2008,2008,3,50.00,3.35,108.30,111.65,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JAN 2009,2009,1,50.00,3.39,109.93,113.32,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,OCT 2009,2009,10,50.00,3.39,109.93,113.32,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,AUG 2010,2010,8,50.00,3.45,111.57,115.02,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,OCT 2010,2010,10,50.00,3.45,111.57,115.02,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,NOV 2010,2010,11,50.00,3.45,111.57,115.02,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,DEC 2010,2010,12,50.00,3.45,111.57,115.02,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JAN 2011,2011,1,50.00,3.50,113.24,116.74,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,SEP 2011,2011,9,50.00,3.50,113.24,116.74,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,DEC 2011,2011,12,50.00,3.50,113.24,116.74,2 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,FEB 2007,2007,2,75.00,4.96,160.06,165.01,3 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,APR 2007,2007,4,75.00,4.96,160.06,165.01,3 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,APR 2008,2008,4,75.00,5.02,162.46,167.48,3 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAR 2010,2010,3,75.00,5.17,167.36,172.53,3 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,APR 2010,2010,4,75.00,5.17,167.36,172.53,3 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,SEP 2010,2010,9,75.00,5.17,167.36,172.53,3 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,FEB 2011,2011,2,75.00,5.25,169.86,175.11,3 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAR 2007,2007,3,100.00,6.61,213.41,220.02,4 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,OCT 2007,2007,10,100.00,6.61,213.41,220.02,4 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUL 2009,2009,7,100.00,6.80,219.84,226.64,4 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAR 2011,2011,3,100.00,7.00,226.48,233.48,4 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUL 2007,2007,7,125.00,8.25,266.77,275.02,5 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,AUG 2008,2008,8,125.00,8.38,270.75,279.13,5 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,AUG 2009,2009,8,125.00,8.50,274.81,283.30,5 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUN 2010,2010,6,125.00,8.63,278.91,287.55,5 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUL 2011,2011,7,125.00,8.75,283.10,291.85,5 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,AUG 2011,2011,8,125.00,8.75,283.10,291.85,5 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAY 2007,2007,5,150.00,9.90,320.13,330.03,6 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,SEP 2007,2007,9,150.00,9.91,320.12,330.03,6 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAY 2008,2008,5,150.00,10.03,324.92,334.96,6 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAY 2011,2011,5,175.00,12.25,396.34,408.60,7 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,AUG 2007,2007,8,200.00,13.21,426.83,440.04,8 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAY 2009,2009,5,200.00,13.60,439.69,453.29,8 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUL 2008,2008,7,225.00,15.07,487.37,502.43,9 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,APR 2009,2009,4,225.00,15.28,494.66,509.95,9 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUL 2010,2010,7,250.00,17.25,557.84,575.09,10 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,APR 2011,2011,4,275.00,19.25,622.82,642.08,11 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,MAY 2010,2010,5,400.00,27.60,892.54,920.14,16 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUN 2009,2009,6,450.00,30.59,989.30,1019.89,18 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUN 2007,2007,6,475.00,31.35,1013.74,1045.09,19 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUN 2008,2008,6,475.00,31.82,1028.87,1060.69,19 
Off Road Helmet,AS,ACC,Capital Bikes,DE,Germany North,JUN 2011,2011,6,475.00,33.27,1075.77,1109.04,19 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,FEB 2007,2007,2,2700.00,148.51,4801.50,4950.00,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,MAR 2007,2007,3,2700.00,148.51,4801.50,4950.00,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUL 2007,2007,7,2700.00,148.51,4801.50,4950.00,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,AUG 2007,2007,8,2700.00,148.51,4801.50,4950.00,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,DEC 2007,2007,12,2700.00,148.51,4801.50,4950.00,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JAN 2008,2008,1,2700.00,150.73,4873.52,5024.25,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,FEB 2008,2008,2,2700.00,150.73,4873.52,5024.25,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,SEP 2008,2008,9,2700.00,150.73,4873.52,5024.25,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,OCT 2008,2008,10,2700.00,150.73,4873.52,5024.25,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,FEB 2009,2009,2,2700.00,152.99,4946.62,5099.61,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,DEC 2009,2009,12,2700.00,152.99,4946.62,5099.61,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JAN 2010,2010,1,2700.00,155.28,5020.83,5176.11,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,MAR 2010,2010,3,2700.00,155.28,5020.83,5176.11,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,OCT 2010,2010,10,2700.00,155.28,5020.83,5176.11,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,NOV 2010,2010,11,2700.00,155.28,5020.83,5176.11,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,FEB 2011,2011,2,2700.00,157.61,5096.14,5253.75,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,SEP 2011,2011,9,2700.00,157.61,5096.14,5253.75,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,OCT 2011,2011,10,2700.00,157.61,5096.14,5253.75,1 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,AUG 2008,2008,8,5400.00,301.45,9747.04,10048.50,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,APR 2009,2009,4,5400.00,305.98,9893.25,10199.23,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUN 2009,2009,6,5400.00,305.98,9893.25,10199.23,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,AUG 2009,2009,8,5400.00,305.98,9893.25,10199.23,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,SEP 2009,2009,9,5400.00,305.98,9893.25,10199.23,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,OCT 2009,2009,10,5400.00,305.98,9893.25,10199.23,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,MAY 2010,2010,5,5400.00,310.57,10041.64,10352.22,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,AUG 2010,2010,8,5400.00,310.57,10041.64,10352.22,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,SEP 2010,2010,9,5400.00,310.57,10041.64,10352.22,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,APR 2011,2011,4,5400.00,315.23,10192.26,10507.49,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,MAY 2011,2011,5,5400.00,315.23,10192.26,10507.49,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUL 2011,2011,7,5400.00,315.23,10192.26,10507.49,2 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,MAY 2007,2007,5,8100.00,445.50,14404.51,14850.01,3 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,MAY 2009,2009,5,8100.00,458.97,14839.87,15298.84,3 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUL 2009,2009,7,8100.00,458.97,14839.87,15298.84,3 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUN 2010,2010,6,8100.00,465.85,15062.47,15528.32,3 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUL 2010,2010,7,8100.00,465.84,15062.49,15528.32,3 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUL 2008,2008,7,10800.00,602.91,19494.09,20097.00,4 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,APR 2010,2010,4,10800.00,621.14,20083.29,20704.43,4 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,APR 2007,2007,4,13500.00,742.50,24007.52,24750.02,5 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUN 2007,2007,6,16200.00,891.01,28809.01,29700.02,6 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,APR 2008,2008,4,16200.00,904.36,29241.13,30145.50,6 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,MAY 2008,2008,5,16200.00,904.36,29241.13,30145.50,6 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUN 2008,2008,6,18900.00,1055.09,34114.65,35169.75,7 
Professional Road Bike (Campagnolo),BI,ROB,Capital Bikes,DE,Germany North,JUN 2011,2011,6,18900.00,1103.28,35672.95,36776.23,7 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,DEC 2007,2007,12,2200.00,132.00,4268.00,4400.00,1 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,NOV 2008,2008,11,2200.00,133.98,4332.03,4466.00,1 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JAN 2009,2009,1,2200.00,136.00,4397.00,4532.99,1 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JAN 2010,2010,1,2200.00,138.03,4462.96,4600.99,1 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JAN 2011,2011,1,2200.00,140.10,4529.90,4670.00,1 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,DEC 2011,2011,12,2200.00,140.10,4529.90,4670.00,1 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JAN 2007,2007,1,4400.00,263.99,8536.00,8800.00,2 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,FEB 2007,2007,2,4400.00,263.99,8536.00,8800.00,2 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JAN 2008,2008,1,4400.00,267.97,8664.04,8932.01,2 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,DEC 2008,2008,12,4400.00,267.95,8664.05,8932.01,2 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,NOV 2009,2009,11,4400.00,271.98,8794.00,9065.98,2 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,SEP 2010,2010,9,4400.00,276.06,8925.92,9201.98,2 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,NOV 2010,2010,11,4400.00,276.06,8925.92,9201.98,2 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,DEC 2009,2009,12,6600.00,407.98,13191.00,13598.98,3 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,DEC 2010,2010,12,6600.00,414.09,13388.88,13802.97,3 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,NOV 2011,2011,11,6600.00,420.31,13589.69,14010.00,3 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,FEB 2010,2010,2,8800.00,552.12,17851.84,18403.96,4 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,OCT 2010,2010,10,8800.00,552.12,17851.84,18403.96,4 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,FEB 2011,2011,2,11000.00,700.50,22649.49,23349.99,5 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,SEP 2011,2011,9,11000.00,700.50,22649.49,23349.99,5 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAR 2007,2007,3,13200.00,792.00,25607.99,26399.99,6 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,OCT 2007,2007,10,13200.00,792.00,25607.99,26399.99,6 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAR 2008,2008,3,13200.00,803.89,25992.14,26796.02,6 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,OCT 2009,2009,10,13200.00,815.97,26381.99,27197.95,6 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAY 2010,2010,5,13200.00,828.18,26777.76,27605.94,6 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,AUG 2010,2010,8,13200.00,828.18,26777.76,27605.94,6 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAR 2011,2011,3,13200.00,840.61,27179.39,28019.99,6 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,FEB 2008,2008,2,15400.00,937.86,30324.16,31262.03,7 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,FEB 2009,2009,2,15400.00,951.94,30779.01,31730.95,7 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAR 2009,2009,3,15400.00,951.95,30779.00,31730.95,7 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,AUG 2009,2009,8,15400.00,951.94,30779.01,31730.95,7 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,OCT 2011,2011,10,15400.00,980.71,31709.28,32689.99,7 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,SEP 2008,2008,9,17600.00,1071.84,34656.19,35728.03,8 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,OCT 2008,2008,10,19800.00,1205.82,38988.22,40194.03,9 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAR 2010,2010,3,19800.00,1242.27,40166.65,41408.91,9 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,SEP 2007,2007,9,24200.00,1451.98,46948.00,48399.98,11 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,APR 2007,2007,4,26400.00,1584.01,51215.97,52799.98,12 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAY 2009,2009,5,26400.00,1631.89,52764.02,54395.91,12 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,SEP 2009,2009,9,26400.00,1631.88,52764.03,54395.91,12 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUL 2008,2008,7,30800.00,1875.73,60648.33,62524.05,14 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUL 2011,2011,7,30800.00,1961.41,63418.57,65379.98,14 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUL 2007,2007,7,33000.00,1980.00,64019.98,65999.98,15 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,APR 2008,2008,4,33000.00,2009.71,64980.35,66990.06,15 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,AUG 2007,2007,8,35200.00,2112.00,68287.98,70399.98,16 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,AUG 2008,2008,8,35200.00,2143.68,69312.38,71456.06,16 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,AUG 2011,2011,8,35200.00,2241.60,72478.38,74719.98,16 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,APR 2009,2009,4,37400.00,2311.83,74749.04,77060.87,17 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,APR 2011,2011,4,37400.00,2381.70,77008.27,79389.98,17 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUN 2010,2010,6,39600.00,2484.53,80333.29,82817.83,18 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUL 2010,2010,7,39600.00,2484.53,80333.29,82817.83,18 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAY 2011,2011,5,39600.00,2521.81,81538.17,84059.98,18 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUN 2008,2008,6,41800.00,2545.63,82308.45,84854.07,19 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUL 2009,2009,7,41800.00,2583.81,83543.04,86126.85,19 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUN 2011,2011,6,41800.00,2661.90,86068.08,88729.97,19 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUN 2009,2009,6,44000.00,2719.81,87940.04,90659.85,20 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,APR 2010,2010,4,50600.00,3174.68,102648.10,105822.78,23 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAY 2007,2007,5,55000.00,3300.00,106699.96,109999.96,25 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,MAY 2008,2008,5,66000.00,4019.41,129960.71,133980.12,30 
Professional Road Bike (Shimano),BI,ROB,Capital Bikes,DE,Germany North,JUN 2007,2007,6,88000.00,5280.00,170719.93,175999.94,40 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,FEB 2007,2007,2,2350.00,138.60,4481.41,4620.00,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,MAR 2007,2007,3,2350.00,138.60,4481.41,4620.00,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,DEC 2007,2007,12,2350.00,138.60,4481.41,4620.00,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,JAN 2008,2008,1,2350.00,140.68,4548.61,4689.29,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,MAR 2008,2008,3,2350.00,140.68,4548.61,4689.29,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,AUG 2008,2008,8,2350.00,140.68,4548.61,4689.29,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,SEP 2008,2008,9,2350.00,140.68,4548.61,4689.29,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,JUL 2009,2009,7,2350.00,142.78,4616.85,4759.64,1 
Professional Road Bike (SRAM),BI,ROB,Capital Bikes,DE,Germany North,AUG 2009,2009,8,2350.00,142.78,4616.85,4759.64,1 
