customer_id,age,gender,married,spending_time,game_genre,player_type,game
1678,35-44,female,yes,57,family & kids,socializers,Minecraft
1679,55-64,male,yes,70,family & kids,killers,Minecraft
1680,35-44,male,yes,183,action & adventure,achievers,Call of Duty
1681,18-34,female,no,184,action & adventure,socializers,Call of Duty
1682,18-34,male,yes,132,action & adventure,killers,Fortnite
1683,18-34,female,no,209,action & adventure,killers,Fortnite
1684,35-44,female,no,139,family & kids,socializers,ROBLOX
1685,18-34,female,no,69,action & adventure,socializers,Call of Duty
1686,18-34,female,no,138,action & adventure,explorers,Call of Duty
1687,under 18,female,no,175,card & board,achievers,Master Duel
1688,under 18,female,no,142,card & board,achievers,Scrabble
1689,45-54,male,no,87,action & adventure,achievers,Call of Duty
1690,18-34,male,yes,196,action & adventure,killers,Fortnite
1691,65+,female,yes,147,family & kids,socializers,Rec Room
1692,35-44,female,no,138,family & kids,socializers,ROBLOX
1693,45-54,male,yes,98,family & kids,achievers,ROBLOX
1694,65+,male,yes,136,card & board,achievers,Prominence Poker
1695,18-34,male,yes,281,family & kids,killers,ROBLOX
1696,45-54,female,no,134,card & board,killers,Master Duel
1697,65+,male,yes,108,family & kids,socializers,ROBLOX
1698,45-54,male,yes,60,family & kids,socializers,Minecraft
1699,45-54,male,no,282,family & kids,socializers,Minecraft
1700,under 18,male,no,158,action & adventure,killers,Call of Duty
1701,18-34,male,yes,227,family & kids,killers,ROBLOX
1702,18-34,male,yes,248,family & kids,socializers,ROBLOX
1703,65+,male,yes,109,family & kids,socializers,ROBLOX
1704,under 18,female,no,59,action & adventure,socializers,Fortnite
1705,under 18,male,no,201,action & adventure,killers,Call of Duty
1706,18-34,male,yes,218,action & adventure,socializers,Fortnite
1707,35-44,female,yes,203,action & adventure,socializers,Fortnite
1708,18-34,male,yes,192,family & kids,killers,Rec Room
1709,35-44,female,yes,87,card & board,socializers,Master Duel
1710,under 18,female,no,161,family & kids,socializers,Rec Room
1711,55-64,male,yes,111,card & board,socializers,Scrabble
1712,55-64,male,yes,117,family & kids,socializers,ROBLOX
1713,under 18,male,no,210,family & kids,killers,Minecraft
1714,18-34,female,yes,138,action & adventure,killers,Call of Duty
1715,under 18,female,no,252,family & kids,killers,ROBLOX
1716,under 18,male,no,217,card & board,socializers,Master Duel
1717,under 18,male,no,221,family & kids,achievers,ROBLOX
1718,18-34,male,no,226,family & kids,explorers,Rec Room
1719,under 18,female,no,130,action & adventure,achievers,Grand Theft Auto V
1720,35-44,female,yes,101,action & adventure,killers,Grand Theft Auto V
1721,under 18,female,no,173,action & adventure,socializers,Fortnite
1722,under 18,male,no,191,family & kids,killers,ROBLOX
1723,18-34,female,yes,137,family & kids,explorers,Minecraft
1724,55-64,female,yes,187,family & kids,explorers,ROBLOX
1725,18-34,female,no,177,action & adventure,killers,Call of Duty
1726,35-44,male,yes,231,card & board,explorers,Prominence Poker
1727,under 18,female,no,171,family & kids,achievers,ROBLOX
1728,35-44,female,no,168,card & board,socializers,Prominence Poker
1729,18-34,female,no,149,card & board,explorers,Master Duel
1730,35-44,male,yes,175,action & adventure,killers,Call of Duty
1731,18-34,male,yes,187,family & kids,achievers,Rec Room
1732,35-44,female,no,128,family & kids,socializers,Minecraft
1733,under 18,male,no,229,action & adventure,achievers,Call of Duty
1734,under 18,female,no,143,card & board,socializers,Scrabble
1735,35-44,female,no,120,action & adventure,socializers,Fortnite
1736,under 18,male,no,207,family & kids,socializers,Minecraft
1737,18-34,male,no,321,action & adventure,socializers,Call of Duty
1738,45-54,female,no,77,card & board,socializers,Scrabble
1739,45-54,male,yes,95,family & kids,socializers,Minecraft
1740,35-44,female,no,152,action & adventure,achievers,Call of Duty
1741,45-54,male,no,80,action & adventure,socializers,Call of Duty
1742,45-54,male,yes,172,card & board,explorers,Prominence Poker
1743,65+,male,yes,10,card & board,achievers,Prominence Poker
1744,45-54,male,yes,130,family & kids,socializers,Minecraft
1745,35-44,male,yes,167,family & kids,killers,ROBLOX
1746,18-34,female,yes,40,action & adventure,achievers,Call of Duty
1747,under 18,female,no,150,family & kids,achievers,Minecraft
1748,18-34,male,yes,166,action & adventure,killers,Fortnite
1749,18-34,male,no,256,action & adventure,socializers,Call of Duty
1750,35-44,female,yes,148,family & kids,socializers,Minecraft
1751,under 18,female,no,253,card & board,socializers,Master Duel
1752,under 18,male,no,196,family & kids,socializers,Rec Room
1753,under 18,female,no,181,family & kids,explorers,ROBLOX
1754,35-44,female,yes,101,action & adventure,socializers,Grand Theft Auto V
1755,18-34,male,yes,151,action & adventure,killers,Call of Duty
1756,18-34,female,yes,191,card & board,explorers,Scrabble
1757,45-54,male,yes,149,family & kids,explorers,ROBLOX
1758,45-54,female,no,56,card & board,explorers,Prominence Poker
1759,45-54,male,no,55,card & board,explorers,Master Duel
1760,under 18,female,no,263,card & board,socializers,Master Duel
1761,under 18,female,no,171,card & board,killers,Master Duel
1762,under 18,male,no,191,action & adventure,explorers,Fortnite
1763,18-34,male,yes,147,action & adventure,achievers,Fortnite
1764,18-34,male,no,205,action & adventure,achievers,Fortnite
1765,under 18,female,no,202,card & board,explorers,Master Duel
1766,45-54,female,no,146,card & board,socializers,Master Duel
1767,35-44,female,no,115,action & adventure,socializers,Call of Duty
1768,45-54,female,yes,163,card & board,socializers,Scrabble
1769,under 18,female,no,110,action & adventure,socializers,Call of Duty
1770,45-54,male,yes,157,action & adventure,explorers,Call of Duty
1771,45-54,female,no,188,family & kids,explorers,Rec Room
1772,18-34,female,yes,148,card & board,socializers,Master Duel
1773,55-64,male,yes,101,card & board,achievers,Prominence Poker
1774,55-64,male,yes,142,family & kids,achievers,ROBLOX
1775,65+,male,yes,66,action & adventure,achievers,Call of Duty
1776,18-34,male,yes,131,action & adventure,killers,Fortnite
1777,35-44,female,yes,69,family & kids,explorers,ROBLOX
1778,under 18,female,no,81,family & kids,killers,ROBLOX
1779,65+,female,yes,164,family & kids,achievers,ROBLOX
1780,35-44,male,no,208,card & board,explorers,Master Duel
1781,18-34,female,no,212,action & adventure,explorers,Grand Theft Auto V
1782,18-34,female,yes,166,family & kids,explorers,Minecraft
1783,45-54,male,yes,64,action & adventure,socializers,Call of Duty
1784,45-54,male,no,78,family & kids,socializers,Minecraft
1785,45-54,female,yes,86,action & adventure,achievers,Call of Duty
1786,18-34,female,yes,176,card & board,killers,Prominence Poker
1787,18-34,male,yes,250,action & adventure,achievers,Grand Theft Auto V
1788,55-64,male,yes,112,action & adventure,socializers,Grand Theft Auto V
1789,18-34,male,yes,109,action & adventure,killers,Call of Duty
1790,under 18,female,no,113,family & kids,achievers,Rec Room
1791,45-54,female,yes,27,card & board,socializers,Scrabble
1792,35-44,female,yes,96,action & adventure,socializers,Call of Duty
1793,45-54,male,yes,119,action & adventure,socializers,Fortnite
1794,under 18,female,no,122,card & board,socializers,Scrabble
1795,18-34,female,yes,98,card & board,killers,Scrabble
1796,under 18,male,no,228,action & adventure,socializers,Call of Duty
1797,under 18,female,no,64,family & kids,socializers,Rec Room
1798,under 18,female,no,217,family & kids,killers,ROBLOX
1799,18-34,female,yes,155,family & kids,socializers,Minecraft
1800,55-64,female,yes,41,action & adventure,socializers,Grand Theft Auto V
1801,under 18,male,no,200,card & board,achievers,Prominence Poker
1802,18-34,female,no,246,action & adventure,explorers,Call of Duty
1803,55-64,female,yes,142,family & kids,killers,ROBLOX
1804,65+,female,yes,10,family & kids,explorers,Minecraft
1805,18-34,female,yes,100,action & adventure,explorers,Fortnite
1806,18-34,male,yes,312,action & adventure,achievers,Grand Theft Auto V
1807,45-54,female,no,117,family & kids,explorers,Minecraft
1808,35-44,male,yes,192,action & adventure,explorers,Fortnite
1809,18-34,male,yes,230,card & board,killers,Prominence Poker
1810,35-44,male,no,218,action & adventure,achievers,Fortnite
1811,18-34,female,yes,150,action & adventure,socializers,Fortnite
1812,18-34,female,no,203,action & adventure,socializers,Call of Duty
1813,18-34,male,no,178,card & board,socializers,Prominence Poker
1814,under 18,female,no,290,family & kids,socializers,Rec Room
1815,under 18,male,no,233,card & board,killers,Scrabble
1816,18-34,male,no,205,card & board,achievers,Scrabble
1817,under 18,male,no,269,card & board,explorers,Scrabble
1818,under 18,female,no,199,card & board,achievers,Master Duel
1819,55-64,female,yes,99,family & kids,socializers,ROBLOX
1820,35-44,female,no,72,card & board,achievers,Master Duel
1821,18-34,female,yes,78,card & board,explorers,Master Duel
1822,55-64,female,yes,169,card & board,socializers,Scrabble
1823,45-54,female,no,105,family & kids,socializers,Rec Room
1824,55-64,male,yes,51,family & kids,achievers,ROBLOX
1825,65+,female,yes,70,card & board,socializers,Scrabble
1826,18-34,female,yes,136,family & kids,socializers,ROBLOX
1827,65+,male,yes,12,family & kids,achievers,Minecraft
1828,18-34,male,no,140,action & adventure,achievers,Call of Duty
1829,35-44,female,yes,173,action & adventure,killers,Fortnite
1830,55-64,male,yes,34,action & adventure,explorers,Call of Duty
1831,18-34,male,no,235,family & kids,achievers,Minecraft
1832,35-44,male,no,201,family & kids,explorers,Minecraft
1833,18-34,male,yes,231,action & adventure,socializers,Call of Duty
1834,18-34,female,no,171,card & board,socializers,Prominence Poker
1835,65+,female,yes,70,card & board,achievers,Master Duel
1836,55-64,male,yes,111,family & kids,explorers,ROBLOX
1837,under 18,male,no,275,action & adventure,killers,Call of Duty
1838,under 18,female,no,148,action & adventure,achievers,Fortnite
1839,18-34,male,no,268,action & adventure,achievers,Call of Duty
1840,18-34,female,yes,173,action & adventure,explorers,Grand Theft Auto V
1841,18-34,female,no,162,action & adventure,achievers,Call of Duty
1842,under 18,male,no,160,action & adventure,achievers,Call of Duty
1843,18-34,female,no,117,card & board,socializers,Prominence Poker
1844,55-64,male,yes,115,family & kids,killers,ROBLOX
1845,18-34,male,yes,156,action & adventure,explorers,Call of Duty
1846,35-44,male,yes,149,action & adventure,achievers,Call of Duty
1847,65+,female,yes,74,action & adventure,killers,Call of Duty
1848,35-44,male,no,195,action & adventure,achievers,Fortnite
1849,55-64,male,yes,60,card & board,socializers,Scrabble
1850,18-34,female,yes,86,card & board,killers,Master Duel
1851,35-44,male,no,193,action & adventure,killers,Call of Duty
1852,45-54,female,yes,105,family & kids,achievers,Rec Room
1853,35-44,female,yes,152,family & kids,explorers,Rec Room
1854,18-34,female,yes,43,card & board,killers,Prominence Poker
1855,under 18,male,no,169,family & kids,achievers,Minecraft
1856,18-34,female,yes,63,action & adventure,killers,Grand Theft Auto V
1857,18-34,female,yes,104,card & board,achievers,Scrabble
1858,45-54,male,no,10,family & kids,socializers,ROBLOX
1859,18-34,male,no,224,family & kids,socializers,Minecraft
1860,45-54,male,yes,111,action & adventure,achievers,Fortnite
1861,65+,male,yes,100,card & board,socializers,Prominence Poker
1862,18-34,female,no,248,action & adventure,killers,Fortnite
1863,18-34,female,yes,77,card & board,killers,Scrabble
1864,35-44,female,no,112,card & board,achievers,Master Duel
1865,55-64,male,yes,129,card & board,killers,Master Duel
1866,45-54,male,yes,60,action & adventure,socializers,Fortnite
1867,45-54,male,yes,114,card & board,socializers,Master Duel
1868,under 18,female,no,308,family & kids,socializers,Minecraft
1869,18-34,male,yes,163,family & kids,killers,Rec Room
1870,under 18,female,no,95,family & kids,explorers,Rec Room
1871,under 18,male,no,185,card & board,killers,Scrabble
1872,under 18,female,no,69,family & kids,socializers,Rec Room
1873,18-34,female,no,137,card & board,explorers,Master Duel
1874,18-34,male,yes,149,card & board,socializers,Prominence Poker
1875,35-44,female,yes,193,card & board,socializers,Prominence Poker
1876,18-34,female,yes,93,family & kids,achievers,ROBLOX
1877,under 18,female,no,127,family & kids,socializers,Minecraft
1878,18-34,male,yes,243,family & kids,achievers,Minecraft
1879,35-44,female,no,114,family & kids,achievers,Rec Room
1880,18-34,male,no,257,action & adventure,socializers,Call of Duty
1881,under 18,female,no,104,family & kids,socializers,Rec Room
1882,18-34,male,yes,179,action & adventure,achievers,Grand Theft Auto V
1883,18-34,female,yes,71,family & kids,explorers,Rec Room
1884,under 18,male,no,217,action & adventure,explorers,Fortnite
1885,45-54,male,yes,142,family & kids,achievers,ROBLOX
1886,18-34,male,no,219,card & board,achievers,Master Duel
1887,45-54,female,no,127,action & adventure,achievers,Fortnite
1888,45-54,male,no,190,family & kids,socializers,ROBLOX
1889,55-64,female,yes,93,card & board,socializers,Prominence Poker
1890,18-34,female,no,186,card & board,explorers,Master Duel
1891,under 18,male,no,173,action & adventure,killers,Call of Duty
1892,18-34,male,yes,223,action & adventure,achievers,Call of Duty
1893,under 18,female,no,167,card & board,socializers,Prominence Poker
1894,35-44,female,yes,70,family & kids,explorers,Minecraft
1895,55-64,male,yes,147,family & kids,achievers,Minecraft
1896,45-54,female,no,48,card & board,explorers,Prominence Poker
1897,18-34,female,no,124,card & board,socializers,Prominence Poker
1898,18-34,male,yes,177,action & adventure,explorers,Call of Duty
1899,18-34,male,no,232,action & adventure,achievers,Call of Duty
1900,65+,male,yes,132,card & board,socializers,Prominence Poker
1901,18-34,male,no,164,action & adventure,killers,Fortnite
1902,18-34,female,no,194,family & kids,socializers,Rec Room
1903,18-34,male,no,235,action & adventure,killers,Grand Theft Auto V
1904,18-34,female,yes,105,family & kids,socializers,Rec Room
1905,35-44,male,no,124,card & board,killers,Prominence Poker
1906,45-54,female,no,124,family & kids,socializers,ROBLOX
1907,45-54,male,yes,72,action & adventure,explorers,Call of Duty
1908,18-34,female,no,63,card & board,socializers,Prominence Poker
1909,under 18,male,no,182,action & adventure,explorers,Call of Duty
1910,under 18,female,no,156,action & adventure,killers,Fortnite
1911,35-44,male,no,175,action & adventure,achievers,Call of Duty
1912,45-54,male,yes,10,action & adventure,killers,Call of Duty
1913,45-54,male,no,53,action & adventure,killers,Call of Duty
1914,18-34,male,yes,216,family & kids,killers,ROBLOX
1915,65+,male,yes,25,family & kids,socializers,ROBLOX
1916,35-44,female,no,70,family & kids,socializers,ROBLOX
1917,18-34,female,yes,165,family & kids,socializers,Rec Room
1918,18-34,female,yes,143,card & board,killers,Scrabble
1919,under 18,male,no,245,action & adventure,killers,Call of Duty
1920,under 18,male,no,271,action & adventure,achievers,Grand Theft Auto V
1921,18-34,male,yes,214,card & board,killers,Master Duel
1922,under 18,male,no,158,action & adventure,achievers,Call of Duty
1923,18-34,female,no,219,card & board,socializers,Prominence Poker
1924,under 18,female,no,104,card & board,socializers,Master Duel
1925,55-64,male,yes,57,family & kids,killers,Minecraft
1926,65+,male,yes,83,card & board,socializers,Master Duel
1927,18-34,male,yes,330,card & board,socializers,Prominence Poker
1928,18-34,female,yes,141,card & board,socializers,Scrabble
1929,35-44,female,yes,85,action & adventure,achievers,Call of Duty
1930,18-34,female,no,184,family & kids,killers,Minecraft
1931,45-54,male,yes,10,action & adventure,explorers,Call of Duty
1932,under 18,male,no,256,action & adventure,killers,Grand Theft Auto V
1933,35-44,female,yes,124,family & kids,socializers,ROBLOX
1934,35-44,male,no,69,family & kids,achievers,Rec Room
1935,under 18,male,no,127,family & kids,killers,Rec Room
1936,55-64,male,yes,16,action & adventure,explorers,Fortnite
1937,65+,female,yes,162,card & board,socializers,Scrabble
1938,35-44,female,yes,128,card & board,socializers,Scrabble
1939,under 18,female,no,102,family & kids,achievers,Rec Room
1940,under 18,male,no,238,family & kids,socializers,ROBLOX
1941,18-34,female,no,235,family & kids,socializers,Rec Room
1942,under 18,female,no,140,card & board,achievers,Master Duel
1943,under 18,female,no,37,card & board,achievers,Scrabble
1944,35-44,male,yes,132,action & adventure,killers,Fortnite
1945,18-34,male,no,94,action & adventure,killers,Fortnite
1946,under 18,male,no,185,family & kids,explorers,ROBLOX
1947,18-34,male,yes,182,card & board,explorers,Prominence Poker
1948,18-34,female,no,135,card & board,socializers,Scrabble
1949,35-44,male,no,109,action & adventure,achievers,Fortnite
1950,18-34,female,no,237,family & kids,socializers,Rec Room
1951,under 18,male,no,166,family & kids,killers,Minecraft
1952,55-64,female,yes,148,action & adventure,socializers,Fortnite
1953,18-34,male,yes,115,action & adventure,killers,Fortnite
1954,45-54,female,yes,105,action & adventure,socializers,Call of Duty
1955,under 18,female,no,138,card & board,achievers,Master Duel
1956,18-34,male,no,178,action & adventure,achievers,Call of Duty
1957,45-54,male,yes,109,action & adventure,socializers,Fortnite
1958,18-34,female,no,128,family & kids,socializers,ROBLOX
1959,18-34,male,yes,195,action & adventure,socializers,Grand Theft Auto V
1960,18-34,female,yes,66,card & board,explorers,Scrabble
1961,18-34,male,no,177,family & kids,socializers,Minecraft
1962,18-34,male,yes,169,family & kids,explorers,Rec Room
1963,45-54,female,no,141,card & board,explorers,Prominence Poker
1964,18-34,male,yes,159,card & board,achievers,Prominence Poker
1965,65+,male,yes,73,family & kids,socializers,ROBLOX
1966,35-44,male,no,170,action & adventure,killers,Fortnite
1967,55-64,male,yes,160,action & adventure,socializers,Call of Duty
1968,65+,male,yes,10,family & kids,explorers,Rec Room
1969,18-34,male,yes,154,action & adventure,killers,Fortnite
1970,18-34,male,yes,162,action & adventure,achievers,Grand Theft Auto V
1971,55-64,male,yes,19,card & board,socializers,Master Duel
1972,35-44,male,yes,151,card & board,achievers,Scrabble
1973,under 18,female,no,217,card & board,achievers,Master Duel
1974,45-54,male,no,171,action & adventure,explorers,Fortnite
1975,35-44,male,yes,178,card & board,explorers,Master Duel
1976,35-44,female,yes,112,card & board,killers,Master Duel
1977,18-34,male,yes,185,action & adventure,explorers,Fortnite
1978,under 18,male,no,307,card & board,achievers,Master Duel
1979,18-34,female,no,239,card & board,killers,Scrabble
1980,55-64,female,yes,70,card & board,socializers,Scrabble
1981,18-34,female,yes,29,action & adventure,achievers,Call of Duty
1982,under 18,female,no,125,card & board,socializers,Scrabble
1983,45-54,female,yes,147,card & board,killers,Prominence Poker
1984,under 18,female,no,184,card & board,killers,Master Duel
1985,under 18,female,no,162,action & adventure,achievers,Call of Duty
1986,under 18,male,no,145,card & board,killers,Master Duel
1987,65+,male,yes,78,family & kids,socializers,Rec Room
1988,55-64,male,yes,114,card & board,socializers,Scrabble
1989,55-64,female,yes,128,family & kids,socializers,ROBLOX
1990,55-64,female,yes,68,family & kids,killers,ROBLOX
1991,18-34,male,yes,161,family & kids,killers,ROBLOX
1992,18-34,female,no,131,card & board,socializers,Master Duel
1993,18-34,female,no,200,card & board,socializers,Master Duel
1994,18-34,male,yes,223,family & kids,explorers,Minecraft
1995,55-64,female,yes,155,action & adventure,killers,Fortnite
1996,18-34,female,yes,134,family & kids,achievers,Rec Room
1997,35-44,male,no,246,family & kids,socializers,Minecraft
1998,under 18,male,no,335,card & board,achievers,Prominence Poker
1999,under 18,male,no,231,action & adventure,killers,Call of Duty
2000,18-34,female,no,110,card & board,socializers,Master Duel
2001,18-34,female,yes,77,family & kids,socializers,Minecraft
2002,35-44,male,no,303,family & kids,socializers,Rec Room
2003,under 18,female,no,185,card & board,achievers,Master Duel
2004,under 18,male,no,198,card & board,socializers,Scrabble
2005,under 18,female,no,78,card & board,socializers,Scrabble
2006,18-34,male,no,122,action & adventure,achievers,Call of Duty
2007,under 18,female,no,70,family & kids,socializers,Rec Room
2008,18-34,female,yes,96,card & board,socializers,Prominence Poker
2009,55-64,male,yes,57,family & kids,socializers,Rec Room
2010,18-34,female,no,120,card & board,explorers,Master Duel
2011,55-64,female,yes,77,card & board,socializers,Master Duel
2012,35-44,female,no,102,action & adventure,socializers,Call of Duty
2013,18-34,female,no,158,card & board,killers,Prominence Poker
2014,18-34,male,yes,279,action & adventure,killers,Call of Duty
2015,under 18,male,no,265,action & adventure,killers,Grand Theft Auto V
2016,18-34,female,yes,161,card & board,socializers,Master Duel
2017,18-34,male,no,195,family & kids,socializers,ROBLOX
2018,35-44,female,no,161,action & adventure,socializers,Grand Theft Auto V
2019,35-44,male,no,227,action & adventure,killers,Grand Theft Auto V
2020,18-34,male,yes,230,action & adventure,killers,Fortnite
2021,under 18,female,no,164,action & adventure,explorers,Call of Duty
2022,35-44,female,yes,207,action & adventure,achievers,Call of Duty
2023,65+,male,yes,124,family & kids,achievers,Rec Room
2024,45-54,female,no,71,action & adventure,socializers,Call of Duty
2025,55-64,male,yes,87,action & adventure,socializers,Call of Duty
2026,35-44,female,no,230,action & adventure,explorers,Fortnite
2027,45-54,female,no,102,action & adventure,socializers,Call of Duty
2028,35-44,male,no,247,family & kids,killers,Rec Room
2029,18-34,female,no,80,card & board,explorers,Scrabble
2030,18-34,female,yes,172,card & board,socializers,Master Duel
2031,45-54,male,no,82,action & adventure,explorers,Fortnite
2032,18-34,male,no,203,action & adventure,socializers,Fortnite
2033,18-34,female,yes,113,action & adventure,socializers,Fortnite
2034,18-34,male,yes,192,family & kids,socializers,Minecraft
2035,18-34,female,yes,234,card & board,explorers,Scrabble
2036,45-54,female,yes,155,card & board,explorers,Scrabble
2037,18-34,male,no,223,action & adventure,killers,Call of Duty
2038,45-54,male,yes,109,action & adventure,achievers,Call of Duty
2039,55-64,male,yes,12,card & board,killers,Master Duel
2040,45-54,male,no,11,card & board,socializers,Scrabble
2041,35-44,female,yes,107,action & adventure,explorers,Call of Duty
2042,18-34,female,yes,73,family & kids,socializers,Minecraft
2043,55-64,male,yes,85,family & kids,socializers,ROBLOX
2044,18-34,female,yes,94,card & board,killers,Master Duel
2045,55-64,male,yes,85,action & adventure,socializers,Fortnite
2046,45-54,male,yes,131,family & kids,explorers,Minecraft
2047,35-44,male,no,231,action & adventure,killers,Call of Duty
2048,18-34,male,yes,188,card & board,achievers,Master Duel
2049,18-34,female,no,134,card & board,socializers,Master Duel
2050,55-64,male,yes,77,card & board,socializers,Master Duel
2051,under 18,female,no,37,card & board,killers,Prominence Poker
2052,55-64,female,yes,23,card & board,socializers,Prominence Poker
2053,18-34,male,no,141,action & adventure,killers,Fortnite
2054,under 18,female,no,153,card & board,socializers,Master Duel
2055,18-34,male,yes,250,family & kids,socializers,Rec Room
2056,35-44,male,yes,161,family & kids,achievers,Rec Room
2057,under 18,female,no,250,action & adventure,socializers,Grand Theft Auto V
2058,35-44,male,yes,170,family & kids,socializers,Rec Room
2059,18-34,male,yes,146,action & adventure,socializers,Call of Duty
2060,18-34,female,no,218,card & board,socializers,Prominence Poker
2061,55-64,male,yes,124,action & adventure,explorers,Call of Duty
2062,18-34,male,no,255,family & kids,achievers,Minecraft
2063,18-34,female,no,88,action & adventure,socializers,Call of Duty
2064,35-44,male,no,182,card & board,explorers,Scrabble
2065,45-54,male,yes,104,action & adventure,achievers,Grand Theft Auto V
2066,45-54,male,no,57,family & kids,socializers,Rec Room
2067,under 18,female,no,148,family & kids,socializers,Minecraft
2068,45-54,male,no,97,action & adventure,achievers,Call of Duty
2069,under 18,female,no,199,family & kids,killers,Minecraft
2070,18-34,male,no,76,family & kids,achievers,ROBLOX
2071,35-44,male,no,279,action & adventure,explorers,Call of Duty
2072,under 18,female,no,162,action & adventure,explorers,Call of Duty
2073,18-34,female,yes,96,action & adventure,socializers,Call of Duty
2074,55-64,female,yes,98,family & kids,explorers,Minecraft
2075,35-44,female,yes,85,card & board,achievers,Scrabble
2076,35-44,male,yes,214,card & board,killers,Scrabble
2077,45-54,male,yes,70,action & adventure,socializers,Fortnite
2078,under 18,male,no,305,card & board,explorers,Prominence Poker
2079,18-34,female,no,176,family & kids,achievers,Rec Room
2080,under 18,male,no,189,action & adventure,achievers,Fortnite
2081,18-34,female,yes,68,family & kids,socializers,Rec Room
2082,18-34,male,yes,195,family & kids,socializers,Rec Room
2083,55-64,male,yes,91,card & board,socializers,Master Duel
2084,under 18,male,no,127,action & adventure,explorers,Call of Duty
2085,65+,female,yes,106,card & board,socializers,Prominence Poker
2086,55-64,female,yes,158,family & kids,socializers,Rec Room
2087,18-34,female,no,148,card & board,socializers,Scrabble
2088,35-44,male,yes,187,family & kids,killers,Rec Room
2089,18-34,male,no,139,action & adventure,killers,Fortnite
2090,18-34,male,yes,161,action & adventure,killers,Call of Duty
2091,18-34,female,no,112,card & board,explorers,Prominence Poker
2092,45-54,female,yes,116,card & board,explorers,Master Duel
2093,under 18,male,no,193,action & adventure,killers,Fortnite
2094,18-34,male,no,226,action & adventure,killers,Call of Duty
2095,18-34,female,no,136,action & adventure,socializers,Call of Duty
2096,18-34,male,yes,237,card & board,killers,Prominence Poker
2097,under 18,male,no,222,family & kids,killers,ROBLOX
2098,65+,female,yes,129,card & board,achievers,Prominence Poker
2099,55-64,female,yes,103,family & kids,killers,ROBLOX
2100,45-54,male,no,33,card & board,socializers,Scrabble
2101,45-54,male,yes,92,action & adventure,socializers,Call of Duty
2102,65+,male,yes,50,card & board,killers,Prominence Poker
2103,18-34,female,yes,153,action & adventure,achievers,Grand Theft Auto V
2104,45-54,female,no,83,family & kids,explorers,ROBLOX
2105,65+,female,yes,73,action & adventure,socializers,Fortnite
2106,35-44,female,yes,93,card & board,explorers,Scrabble
2107,65+,female,yes,139,action & adventure,socializers,Call of Duty
2108,18-34,male,no,294,action & adventure,killers,Call of Duty
2109,65+,female,yes,107,card & board,explorers,Master Duel
2110,under 18,female,no,189,card & board,killers,Master Duel
2111,65+,male,yes,129,action & adventure,socializers,Grand Theft Auto V
2112,35-44,male,no,142,card & board,achievers,Scrabble
2113,18-34,female,no,102,card & board,achievers,Master Duel
2114,18-34,male,yes,191,action & adventure,achievers,Fortnite
2115,18-34,female,yes,100,card & board,socializers,Prominence Poker
2116,18-34,male,yes,115,action & adventure,achievers,Fortnite
2117,18-34,male,yes,99,action & adventure,killers,Fortnite
2118,under 18,male,no,186,action & adventure,achievers,Call of Duty
2119,under 18,female,no,182,card & board,socializers,Scrabble
2120,35-44,female,no,96,family & kids,socializers,Minecraft
2121,45-54,male,yes,43,action & adventure,achievers,Call of Duty
2122,18-34,male,yes,113,family & kids,socializers,Minecraft
2123,65+,male,yes,75,action & adventure,socializers,Call of Duty
2124,18-34,female,no,151,family & kids,explorers,Rec Room
2125,18-34,male,no,98,action & adventure,killers,Call of Duty
2126,under 18,male,no,188,family & kids,socializers,Rec Room
2127,18-34,male,no,218,card & board,explorers,Prominence Poker
2128,65+,male,yes,142,action & adventure,killers,Grand Theft Auto V
2129,45-54,male,yes,102,action & adventure,achievers,Grand Theft Auto V
2130,under 18,female,no,95,card & board,explorers,Scrabble
2131,18-34,female,no,168,family & kids,explorers,Rec Room
2132,45-54,male,yes,213,family & kids,socializers,Minecraft
2133,65+,female,yes,220,card & board,socializers,Scrabble
2134,55-64,male,yes,77,action & adventure,socializers,Call of Duty
2135,18-34,male,yes,260,action & adventure,explorers,Call of Duty
2136,18-34,female,no,224,card & board,socializers,Scrabble
2137,55-64,female,yes,117,action & adventure,socializers,Call of Duty
2138,45-54,male,no,28,action & adventure,socializers,Call of Duty
2139,55-64,male,yes,60,family & kids,socializers,Minecraft
2140,18-34,male,yes,213,action & adventure,achievers,Fortnite
2141,18-34,male,no,226,action & adventure,achievers,Call of Duty
2142,18-34,male,yes,193,family & kids,achievers,Minecraft
2143,under 18,female,no,290,card & board,explorers,Master Duel
2144,35-44,male,no,237,card & board,socializers,Scrabble
2145,18-34,female,no,196,family & kids,explorers,Rec Room
2146,35-44,female,no,108,action & adventure,socializers,Grand Theft Auto V
2147,under 18,male,no,280,card & board,socializers,Prominence Poker
2148,under 18,female,no,270,card & board,socializers,Scrabble
2149,35-44,female,no,95,family & kids,socializers,Rec Room
2150,35-44,male,yes,149,action & adventure,killers,Fortnite
2151,45-54,male,no,169,family & kids,explorers,Rec Room
2152,18-34,male,no,241,family & kids,explorers,ROBLOX
2153,under 18,male,no,192,family & kids,killers,ROBLOX
2154,18-34,female,no,178,card & board,socializers,Master Duel
2155,under 18,female,no,244,family & kids,achievers,ROBLOX
2156,35-44,female,no,170,card & board,killers,Scrabble
2157,under 18,male,no,225,card & board,killers,Master Duel
2158,under 18,female,no,160,card & board,socializers,Scrabble
