ID,age,income,education,gender,married,children,date_min,date_max,amount,frequency
368,18,25-49,Some high school or less,Male,No,0,4/17/2005,10/2/2006,180,3
369,56,75+,High school,Female,Yes,2,9/12/2004,3/30/2006,312,3
370,58,<25,High school,Female,No,0,4/2/2004,6/13/2006,326,4
371,54,25-49,High school,Female,No,0,7/12/2004,6/12/2006,596,7
372,43,50-74,Some high school or less,Female,Yes,2,2/6/2004,8/7/2006,937,11
373,22,75+,Some college,Male,No,0,4/24/2004,7/1/2006,889,8
374,49,75+,Post-graduate,Male,Yes,0,4/7/2004,7/25/2006,768,12
375,34,<25,High school,Female,No,0,5/28/2005,3/11/2006,356,4
376,41,25-49,Some high school or less,Male,Yes,2,7/16/2004,11/27/2005,266,3
377,55,25-49,College,Female,Yes,2,11/29/2004,3/18/2006,353,6
378,45,<25,High school,Male,No,0,5/14/2004,9/19/2006,393,4
379,31,50-74,High school,Female,Yes,0,5/27/2004,4/22/2005,82,2
380,23,<25,College,Female,No,0,8/13/2004,3/17/2006,496,4
381,34,<25,Some high school or less,Male,No,0,7/15/2005,7/15/2005,111,1
382,59,75+,High school,Male,Yes,2,9/7/2005,9/16/2006,789,5
383,44,75+,College,Female,Yes,3,10/6/2004,6/13/2006,600,6
384,54,25-49,Some high school or less,Male,No,0,2/8/2004,3/15/2006,427,6
385,57,50-74,College,Male,No,2,9/11/2004,11/27/2005,81,3
386,39,50-74,College,Male,Yes,2,1/24/2004,7/16/2006,1488,13
387,48,75+,College,Male,Yes,2,6/27/2004,12/11/2006,1249,10
388,58,50-74,Some college,Male,No,2,2/26/2005,8/21/2005,96,2
389,57,50-74,Some college,Female,No,1,3/4/2004,2/23/2005,435,4
390,45,75+,College,Male,No,0,9/23/2004,1/6/2006,375,4
391,31,25-49,Some high school or less,Male,Yes,2,5/6/2004,7/8/2006,165,2
392,45,75+,Some high school or less,Male,Yes,3,5/25/2004,5/15/2006,554,5
393,32,25-49,High school,Female,Yes,1,6/25/2005,9/5/2006,209,2
394,47,<25,College,Female,No,0,6/27/2004,10/5/2005,459,6
395,36,25-49,Some college,Female,Yes,1,4/7/2004,11/18/2005,542,5
396,56,50-74,Some high school or less,Female,No,1,2/3/2005,2/3/2005,32,1
397,42,75+,Some college,Female,No,1,7/19/2005,8/17/2006,236,3
398,39,<25,College,Male,No,0,5/15/2004,12/15/2005,549,6
399,51,75+,College,Male,Yes,2,3/28/2004,10/3/2005,809,10
400,17,<25,Some college,Male,No,0,10/11/2005,10/11/2005,52,1
401,23,<25,College,Male,No,0,2/24/2004,10/11/2006,771,8
402,16,<25,College,Male,No,0,12/15/2004,4/11/2005,99,3
403,38,<25,College,Female,Yes,1,1/16/2004,4/3/2006,101,3
404,37,50-74,High school,Female,Yes,0,5/22/2004,5/24/2006,950,7
405,50,25-49,High school,Male,Yes,2,2/26/2005,9/20/2006,421,3
406,50,75+,College,Female,Yes,0,7/10/2004,4/21/2005,196,4
407,40,50-74,Some college,Female,No,1,3/14/2004,8/31/2006,446,4
408,35,<25,College,Female,Yes,1,10/1/2004,10/21/2006,613,8
409,46,75+,College,Male,Yes,0,6/18/2004,12/23/2005,805,9
410,37,<25,Some high school or less,Male,No,0,8/13/2004,8/13/2004,120,1
411,70,75+,Some high school or less,Male,Yes,3,2/29/2004,12/5/2006,895,6
412,15,50-74,Some college,Male,No,0,5/2/2005,5/22/2005,96,2
413,42,75+,Some high school or less,Female,Yes,0,12/17/2004,12/15/2006,316,4
414,47,25-49,High school,Male,No,0,12/30/2004,8/24/2006,282,5
415,72,75+,Some high school or less,Male,Yes,3,4/28/2004,10/15/2005,132,2
416,33,<25,Some college,Male,Yes,1,1/4/2005,6/29/2005,421,3
417,40,25-49,Post-graduate,Female,Yes,1,3/21/2004,7/20/2006,583,7
418,58,75+,Some high school or less,Female,Yes,2,4/1/2004,10/19/2006,1036,10
419,44,75+,Some high school or less,Male,No,0,6/26/2004,9/28/2006,285,3
420,60,75+,High school,Female,Yes,2,10/6/2004,12/4/2006,1003,9
421,35,<25,Some college,Male,No,0,7/17/2004,8/9/2006,968,10
422,41,25-49,Some college,Female,Yes,0,6/20/2005,8/7/2006,260,3
423,20,75+,Post-graduate,Male,Yes,1,3/7/2004,4/8/2005,166,2
424,49,50-74,College,Female,Yes,2,3/20/2004,8/9/2006,816,11
425,40,25-49,Some high school or less,Female,No,0,3/10/2004,10/2/2006,251,4
426,30,50-74,High school,Female,No,2,3/16/2005,10/8/2006,277,6
427,30,75+,High school,Male,No,0,4/29/2004,4/29/2004,133,1
428,63,50-74,High school,Male,Yes,3,9/7/2005,1/30/2006,395,4
429,41,75+,Some college,Female,Yes,2,3/9/2004,7/23/2006,688,7
430,52,75+,College,Female,Yes,0,11/6/2004,8/10/2006,385,4
431,34,25-49,Post-graduate,Female,No,1,1/30/2004,6/18/2005,489,6
432,39,<25,Some college,Male,No,0,2/12/2005,8/6/2006,332,4
433,18,25-49,Some high school or less,Male,No,0,3/20/2004,6/26/2005,356,3
434,61,75+,College,Female,No,3,6/5/2005,8/10/2006,79,2
435,44,25-49,Some college,Male,Yes,0,4/27/2005,8/30/2005,198,2
436,26,50-74,Some high school or less,Male,No,1,6/22/2005,9/29/2005,491,3
437,50,75+,Some high school or less,Male,No,0,3/18/2004,5/30/2006,147,3
438,34,25-49,Some college,Male,No,1,6/10/2004,6/10/2005,841,7
439,43,50-74,Some high school or less,Female,No,2,9/1/2004,4/29/2006,653,6
440,37,50-74,High school,Female,No,3,3/19/2005,7/11/2006,675,5
441,30,75+,College,Female,Yes,1,6/23/2004,9/8/2006,295,3
442,72,75+,College,Male,Yes,2,4/11/2004,9/6/2006,758,7
443,55,50-74,High school,Male,No,1,10/4/2004,8/28/2006,261,3
444,52,75+,Some college,Male,Yes,2,7/13/2004,8/24/2005,648,7
445,47,50-74,High school,Male,No,0,7/24/2005,9/16/2005,311,3
446,54,75+,Some high school or less,Female,Yes,2,7/4/2004,10/31/2005,837,7
447,41,50-74,Some college,Female,No,2,3/23/2004,3/12/2006,635,7
448,56,75+,Some high school or less,Female,No,2,2/17/2004,8/26/2006,987,12
449,48,<25,Some high school or less,Female,No,0,7/27/2004,8/30/2005,203,3
450,42,25-49,High school,Male,Yes,3,9/26/2004,7/14/2006,307,5
451,32,75+,Some college,Female,No,0,5/9/2006,5/9/2006,153,1
452,33,<25,Some college,Male,Yes,0,3/1/2004,10/14/2005,546,6
453,41,50-74,Some college,Female,No,1,9/15/2004,9/8/2005,470,5
454,45,75+,Post-graduate,Female,Yes,0,1/24/2005,4/16/2006,393,4
455,50,50-74,Post-graduate,Male,Yes,2,10/8/2004,7/1/2005,286,2
456,40,50-74,Some high school or less,Female,No,2,1/17/2004,11/5/2005,496,5
457,53,<25,Some college,Female,No,0,3/29/2004,9/17/2006,340,4
458,51,75+,College,Female,Yes,2,6/10/2004,5/16/2006,197,4
459,47,50-74,Some college,Male,Yes,3,9/18/2004,7/2/2006,480,6
460,33,25-49,Some high school or less,Female,No,1,10/2/2004,10/14/2006,672,5
461,38,75+,College,Male,No,0,7/18/2004,7/20/2006,357,6
462,37,50-74,Post-graduate,Female,Yes,0,2/29/2004,8/9/2005,269,4
463,32,25-49,Post-graduate,Female,No,0,6/30/2004,8/21/2006,471,5
464,52,75+,Some high school or less,Female,Yes,0,3/5/2004,4/22/2006,211,3
465,18,<25,Post-graduate,Female,No,0,1/21/2004,8/29/2006,1074,14
466,50,50-74,Some high school or less,Male,No,3,2/7/2005,7/8/2006,436,5
467,26,50-74,Post-graduate,Male,No,0,5/12/2004,5/28/2005,677,5
468,18,25-49,High school,Female,No,0,3/6/2004,7/25/2006,422,6
469,54,75+,Post-graduate,Male,Yes,2,7/8/2006,7/8/2006,188,1
470,54,25-49,Post-graduate,Female,Yes,2,6/13/2005,12/23/2006,347,4
471,74,75+,Some college,Male,Yes,2,7/9/2004,4/20/2005,133,2
472,63,50-74,College,Female,No,1,4/24/2005,3/31/2006,5400,3
473,45,25-49,Some high school or less,Female,Yes,0,7/3/2004,10/27/2005,363,4
474,41,50-74,High school,Female,Yes,3,3/22/2004,3/27/2006,582,6
475,53,75+,Some high school or less,Male,Yes,2,6/5/2004,9/18/2005,270,3
476,37,<25,Post-graduate,Female,No,0,6/25/2004,10/2/2005,474,6
477,37,75+,Post-graduate,Female,No,2,10/20/2004,9/11/2006,510,7
478,49,50-74,Post-graduate,Female,No,0,10/1/2004,4/26/2006,229,4
479,60,75+,Post-graduate,Female,Yes,0,8/12/2004,10/4/2006,790,8
480,44,75+,Post-graduate,Female,Yes,2,9/24/2004,11/9/2005,492,6
481,46,75+,College,Female,Yes,0,3/27/2005,10/1/2005,571,6
482,80,75+,Some high school or less,Female,Yes,2,10/28/2004,8/3/2006,613,5
483,61,25-49,High school,Male,Yes,3,7/7/2004,1/31/2006,259,4
484,34,50-74,Some college,Male,No,1,10/6/2004,7/22/2006,681,4
485,48,75+,Post-graduate,Male,Yes,3,7/12/2004,7/19/2006,143,3
486,34,50-74,Some college,Female,No,1,2/29/2004,10/4/2006,580,8
487,35,25-49,Some college,Female,Yes,1,6/11/2004,11/3/2005,317,6
488,51,50-74,Some college,Female,No,1,2/14/2005,5/28/2006,764,7
489,45,75+,Post-graduate,Female,No,1,6/20/2004,12/1/2006,759,7
490,44,50-74,College,Male,Yes,0,5/24/2004,7/1/2006,1060,10
491,42,50-74,Some college,Female,Yes,2,6/28/2005,9/3/2006,114,2
492,50,25-49,College,Male,No,1,9/25/2004,11/28/2006,754,6
493,43,<25,Some college,Female,No,0,6/17/2004,8/25/2005,400,5
494,61,50-74,Post-graduate,Male,No,0,7/12/2004,4/29/2006,565,4
495,66,25-49,Post-graduate,Female,Yes,0,4/22/2004,8/1/2006,375,4
496,55,25-49,Post-graduate,Female,Yes,2,3/11/2004,2/18/2005,479,3
497,44,75+,College,Female,Yes,0,5/13/2004,8/9/2006,704,7
498,23,50-74,College,Male,No,0,12/9/2004,11/22/2006,460,6
499,50,50-74,High school,Female,No,0,7/3/2004,2/26/2005,77,2
500,32,25-49,Some high school or less,Male,No,0,3/12/2004,3/29/2006,384,5
501,44,25-49,High school,Female,Yes,2,4/8/2004,12/25/2005,578,6
502,20,75+,College,Male,No,0,4/9/2004,10/6/2006,537,5
503,69,75+,Some college,Male,Yes,2,5/9/2004,4/26/2006,644,6
504,53,25-49,Some college,Female,Yes,0,4/21/2004,6/7/2005,263,6
505,41,50-74,Some high school or less,Male,No,0,9/29/2005,3/8/2006,318,3
506,23,25-49,Some high school or less,Female,No,0,9/21/2004,11/15/2006,281,5
507,44,75+,Some high school or less,Female,Yes,2,5/13/2004,9/18/2005,437,5
508,27,50-74,Post-graduate,Male,No,0,5/20/2004,5/20/2004,61,1
509,31,<25,Some college,Female,No,0,5/16/2004,4/4/2005,363,5
510,33,75+,Some high school or less,Male,No,0,5/14/2005,8/13/2006,329,5
511,34,75+,College,Female,Yes,0,6/11/2005,6/11/2005,28,1
512,47,75+,Some college,Female,No,1,6/29/2004,4/1/2006,803,6
513,51,50-74,College,Male,Yes,3,8/7/2004,10/18/2005,228,3
514,16,<25,High school,Female,No,0,3/8/2004,9/20/2006,346,6
515,47,50-74,Post-graduate,Male,No,0,2/19/2004,12/24/2005,585,5
516,30,25-49,High school,Female,Yes,2,10/6/2004,7/12/2006,476,5
517,55,50-74,Some high school or less,Male,Yes,2,4/28/2005,7/29/2006,421,5
518,20,<25,Some college,Female,No,0,3/20/2004,7/2/2006,630,6
519,48,50-74,Some college,Male,Yes,0,5/30/2004,11/12/2006,762,7
520,40,<25,College,Male,Yes,0,4/14/2004,10/4/2006,453,5
521,50,50-74,Some high school or less,Male,No,0,8/4/2004,9/12/2005,597,4
522,35,75+,College,Male,No,0,10/19/2004,12/24/2006,792,9
523,46,25-49,Some high school or less,Male,No,1,10/28/2004,6/4/2006,690,7
524,41,75+,Post-graduate,Female,No,1,3/24/2004,9/6/2005,646,7
525,43,50-74,Post-graduate,Male,No,1,6/2/2004,11/24/2005,632,6
526,60,75+,Some college,Male,Yes,2,3/24/2004,10/30/2005,406,6
527,36,25-49,High school,Female,Yes,2,6/29/2004,7/1/2005,301,3
528,28,<25,High school,Female,No,0,1/4/2004,9/6/2005,892,8
529,23,25-49,College,Male,Yes,1,6/4/2004,10/31/2006,318,5
530,20,<25,Some college,Female,No,0,6/17/2004,8/3/2006,786,8
531,28,<25,Some high school or less,Female,No,0,3/8/2004,4/6/2006,421,5
532,65,75+,Post-graduate,Female,No,2,7/22/2004,7/1/2006,370,4
533,33,50-74,Some high school or less,Female,Yes,0,3/9/2005,9/17/2006,609,4
534,49,75+,High school,Female,Yes,2,4/15/2004,8/3/2006,512,5
535,62,75+,Some college,Male,Yes,2,6/17/2004,12/18/2006,330,5
536,53,50-74,Some high school or less,Female,No,2,2/17/2005,8/21/2006,448,5
537,25,<25,Some high school or less,Male,No,0,1/30/2005,1/30/2005,57,1
538,51,25-49,Post-graduate,Female,No,1,7/22/2004,9/5/2004,328,4
539,49,75+,Post-graduate,Male,Yes,0,5/14/2006,9/24/2006,363,3
540,43,<25,Post-graduate,Male,No,0,6/11/2004,11/17/2006,600,7
541,35,50-74,Some college,Female,No,0,4/28/2005,6/28/2006,520,7
542,66,75+,Post-graduate,Female,Yes,2,1/14/2004,6/24/2006,1018,10
543,33,<25,Post-graduate,Female,Yes,0,9/1/2004,2/22/2006,527,5
544,39,<25,Post-graduate,Male,Yes,0,4/7/2004,6/10/2006,652,7
545,46,75+,Some college,Female,No,2,8/28/2004,9/9/2006,289,4
546,51,25-49,College,Female,Yes,0,4/15/2004,6/13/2006,760,7
547,45,<25,Some high school or less,Male,No,0,8/14/2004,9/6/2006,713,11
548,37,50-74,Some high school or less,Female,No,3,5/15/2005,5/15/2005,106,1
549,26,<25,High school,Male,No,0,5/8/2004,2/8/2006,1150,12
550,37,75+,Post-graduate,Female,Yes,2,7/30/2004,5/12/2006,441,4
551,42,75+,Post-graduate,Male,No,0,7/22/2004,8/11/2004,141,2
552,48,75+,Some high school or less,Female,Yes,2,5/8/2004,8/10/2005,274,4
553,33,<25,Some college,Female,Yes,0,3/23/2005,12/18/2006,461,5
554,33,50-74,High school,Male,No,0,7/27/2005,5/23/2006,375,2
555,15,<25,College,Female,No,0,4/22/2005,8/16/2006,712,6
556,48,75+,High school,Male,No,0,7/4/2004,8/31/2005,308,3
557,53,75+,High school,Female,Yes,2,6/29/2005,8/28/2005,241,2
558,48,75+,Some college,Female,No,0,5/15/2005,4/29/2006,157,4
559,51,75+,High school,Female,Yes,3,3/24/2005,12/21/2006,668,6
560,52,75+,Some high school or less,Male,Yes,3,5/29/2004,9/12/2006,422,4
561,39,<25,College,Female,Yes,0,7/18/2004,1/26/2006,652,7
562,32,25-49,High school,Female,No,0,6/14/2004,12/16/2005,644,7
563,35,<25,Some college,Female,No,0,7/25/2004,10/24/2005,392,4
564,57,75+,College,Male,Yes,3,5/9/2004,9/6/2005,805,6
565,62,75+,College,Female,Yes,2,7/2/2004,12/27/2006,464,6
566,23,25-49,Post-graduate,Female,No,0,4/16/2005,4/16/2005,34,1
567,31,50-74,Some college,Female,Yes,0,7/3/2005,7/21/2005,252,2
568,26,75+,Post-graduate,Male,Yes,0,3/20/2005,11/2/2006,218,4
569,47,75+,Some college,Female,Yes,0,8/3/2004,3/11/2006,378,5
570,17,25-49,College,Male,No,0,3/11/2004,2/14/2006,746,6
571,37,75+,Some high school or less,Male,No,0,6/15/2004,7/22/2004,219,2
572,62,75+,Some high school or less,Female,Yes,0,6/12/2005,11/7/2006,377,3
573,48,75+,High school,Female,Yes,0,4/24/2004,7/29/2006,292,6
574,49,50-74,Post-graduate,Female,Yes,2,5/27/2005,10/25/2006,276,4
575,47,50-74,Post-graduate,Male,No,1,10/16/2005,11/15/2006,388,4
576,34,<25,High school,Female,No,0,11/18/2004,6/4/2006,688,7
577,42,75+,College,Male,No,0,8/3/2004,8/22/2006,390,4
578,25,25-49,Some high school or less,Male,No,0,4/11/2004,5/11/2006,360,5
579,50,75+,Some college,Female,No,2,1/8/2004,2/4/2005,155,4
580,46,75+,Some college,Female,Yes,2,5/13/2004,8/27/2005,521,5
581,47,75+,College,Female,Yes,2,11/27/2004,8/28/2005,454,4
582,56,75+,Some high school or less,Male,Yes,3,4/8/2004,12/13/2006,330,7
583,24,25-49,Post-graduate,Male,No,0,1/25/2004,7/12/2005,311,3
584,43,<25,Some college,Female,No,0,5/30/2005,3/21/2006,253,4
585,40,50-74,Post-graduate,Male,No,0,7/22/2005,10/4/2006,394,5
586,55,75+,Some high school or less,Female,No,3,4/10/2004,9/22/2006,450,5
587,74,75+,Some college,Female,Yes,2,5/11/2004,4/8/2005,579,6
588,15,25-49,Some high school or less,Female,No,0,2/22/2004,9/3/2005,219,3
589,30,<25,Post-graduate,Female,No,0,3/30/2004,6/27/2006,119,2
590,46,50-74,Post-graduate,Male,Yes,2,12/18/2004,8/25/2006,590,7
591,59,25-49,College,Male,Yes,3,11/24/2004,9/14/2005,589,7
592,53,25-49,Some college,Male,Yes,2,3/30/2005,8/1/2005,390,3
593,51,75+,Post-graduate,Male,Yes,2,5/3/2004,5/13/2005,353,4
594,44,25-49,High school,Female,No,1,1/13/2004,9/2/2006,378,6
595,46,<25,High school,Female,No,0,2/25/2004,12/31/2005,246,3
596,54,50-74,Some high school or less,Male,No,1,2/22/2004,7/4/2005,579,3
597,60,75+,College,Male,Yes,2,3/28/2004,10/21/2005,665,5
598,29,50-74,High school,Female,No,1,6/12/2005,9/24/2005,271,2
599,58,25-49,Some college,Female,Yes,2,6/26/2004,12/26/2006,528,6
600,45,25-49,Post-graduate,Male,Yes,3,6/13/2005,10/17/2006,643,4
601,35,<25,Some college,Female,No,0,3/22/2004,12/19/2005,409,5
602,37,25-49,High school,Male,No,0,3/17/2004,7/9/2006,580,6
603,27,50-74,Some college,Male,No,0,2/23/2004,7/24/2006,1060,10
604,42,<25,Some high school or less,Female,No,0,11/27/2005,11/27/2005,33,1
605,32,75+,College,Male,Yes,1,9/5/2005,5/16/2006,159,4
606,24,25-49,Some college,Female,No,0,4/23/2004,2/27/2006,439,3
607,47,25-49,Some high school or less,Female,No,0,7/9/2004,7/17/2005,360,4
608,27,50-74,Post-graduate,Male,Yes,0,6/6/2004,8/27/2006,1069,10
609,51,75+,Post-graduate,Female,Yes,3,11/8/2004,7/1/2005,516,4
610,36,<25,Some college,Female,No,0,3/15/2005,12/8/2006,251,4
611,52,25-49,Some college,Male,No,1,4/21/2004,9/15/2005,855,8
612,48,25-49,High school,Male,Yes,2,2/17/2004,3/24/2005,458,4
613,52,50-74,High school,Male,Yes,3,8/8/2004,7/15/2006,594,6
614,53,75+,Post-graduate,Male,Yes,2,6/30/2004,1/16/2006,416,5
615,57,50-74,Some high school or less,Male,Yes,2,4/25/2005,12/19/2006,202,4
616,28,<25,Post-graduate,Male,No,0,4/30/2005,3/19/2006,280,3
617,72,50-74,Some college,Male,Yes,2,4/2/2005,8/9/2005,284,3
618,56,75+,High school,Male,Yes,3,6/7/2004,11/17/2006,868,10
619,47,25-49,Some high school or less,Female,Yes,2,6/11/2004,4/3/2006,484,5
620,53,75+,Some high school or less,Male,Yes,2,7/22/2004,5/4/2006,289,5
621,59,25-49,High school,Male,Yes,0,6/6/2004,10/12/2006,270,3
622,42,25-49,High school,Male,Yes,2,7/8/2005,12/10/2006,734,5
623,42,50-74,Some college,Female,No,0,3/2/2005,12/25/2006,547,6
624,52,75+,College,Female,Yes,2,3/22/2004,3/31/2006,350,4
625,53,50-74,High school,Female,Yes,3,8/24/2004,11/28/2006,283,4
626,22,25-49,Some high school or less,Female,No,0,10/12/2004,6/10/2006,574,6
627,35,75+,Some college,Female,No,2,10/22/2004,12/22/2006,633,4
628,48,75+,Some college,Female,Yes,0,4/29/2004,7/31/2006,641,6
629,52,75+,Post-graduate,Female,Yes,2,12/3/2004,11/15/2005,137,3
630,48,75+,Some college,Male,No,0,10/18/2004,11/30/2005,320,2
631,57,25-49,High school,Male,Yes,2,3/6/2004,8/16/2005,520,5
632,21,75+,Some college,Male,No,0,7/30/2005,7/23/2006,149,2
633,42,75+,College,Male,No,0,5/24/2004,12/4/2005,396,6
634,35,<25,Post-graduate,Female,Yes,0,7/21/2004,9/2/2006,693,7
635,35,50-74,High school,Female,No,1,8/6/2004,2/1/2006,505,4
636,36,75+,Some college,Female,Yes,0,5/17/2004,10/4/2006,450,5
637,37,25-49,Some high school or less,Female,Yes,2,6/30/2005,10/31/2005,632,4
638,42,50-74,High school,Female,No,3,4/1/2004,10/2/2006,843,9
639,59,50-74,College,Male,Yes,3,6/28/2004,2/13/2006,570,5
640,22,<25,Post-graduate,Female,Yes,0,3/26/2004,2/3/2006,190,3
641,40,50-74,High school,Male,Yes,0,2/28/2004,11/14/2005,482,4
642,57,50-74,Some high school or less,Male,No,2,12/7/2004,7/28/2005,323,5
643,49,25-49,Post-graduate,Female,Yes,0,1/4/2004,10/8/2006,763,9
644,14,25-49,High school,Male,No,0,8/28/2004,6/25/2006,410,4
645,47,25-49,Post-graduate,Female,Yes,2,4/4/2005,10/30/2006,244,3
646,38,25-49,Some college,Male,Yes,0,4/10/2004,6/22/2006,212,4
647,51,75+,Post-graduate,Female,Yes,0,3/5/2005,3/10/2006,108,2
648,54,75+,High school,Male,Yes,2,1/9/2005,11/18/2006,581,7
649,34,<25,High school,Female,No,0,5/22/2005,5/30/2006,663,5
650,46,75+,Post-graduate,Male,Yes,3,6/20/2005,7/20/2006,138,2
651,50,<25,Post-graduate,Female,No,0,3/28/2004,10/11/2005,589,5
652,53,25-49,College,Female,No,1,5/22/2004,1/30/2006,937,6
653,50,75+,Some college,Female,No,1,9/4/2004,11/13/2006,391,5
654,71,75+,Some college,Male,Yes,3,9/27/2004,7/4/2005,96,2
655,19,75+,College,Female,No,0,7/20/2004,7/10/2006,374,4
656,43,75+,High school,Male,Yes,2,3/12/2004,10/23/2006,400,4
657,53,<25,Some high school or less,Male,No,0,5/1/2004,8/12/2006,687,8
658,46,25-49,Some college,Male,Yes,2,8/27/2004,7/3/2006,648,7
659,26,25-49,Some high school or less,Male,No,0,4/10/2004,10/16/2005,248,3
660,52,50-74,College,Female,Yes,3,3/9/2005,4/14/2006,342,3
661,32,25-49,High school,Male,Yes,1,11/24/2004,12/21/2005,87,2
662,53,75+,Post-graduate,Female,Yes,2,4/2/2005,10/6/2006,694,6
663,37,75+,Post-graduate,Female,No,1,2/19/2004,7/12/2006,654,7
664,57,25-49,Some college,Female,Yes,2,5/16/2004,9/29/2006,637,9
665,53,25-49,High school,Female,Yes,2,3/5/2004,9/16/2006,523,7
666,48,50-74,Some high school or less,Male,No,2,12/15/2004,9/9/2006,181,2
667,60,50-74,Some college,Male,No,2,4/15/2005,5/6/2005,223,2
668,64,75+,College,Male,Yes,2,6/28/2004,9/13/2006,676,7
669,32,25-49,Some high school or less,Male,No,1,3/25/2004,2/27/2006,515,5
670,33,25-49,High school,Male,No,0,1/16/2004,4/6/2006,696,9
671,27,25-49,Some high school or less,Female,No,1,1/4/2005,11/16/2006,713,8
672,53,75+,College,Female,Yes,2,6/1/2004,10/11/2006,1068,8
673,25,75+,Post-graduate,Female,No,0,4/8/2004,12/12/2006,726,9
674,47,75+,Post-graduate,Female,Yes,0,7/1/2004,4/10/2005,363,4
675,29,25-49,Some high school or less,Female,No,0,6/3/2004,7/13/2006,781,6
676,51,25-49,Some college,Female,No,1,6/14/2004,9/1/2005,620,4
677,51,50-74,Post-graduate,Male,No,1,8/23/2004,11/13/2006,711,6
678,51,75+,Some college,Male,Yes,2,2/8/2005,7/2/2006,143,3
679,33,<25,High school,Female,No,0,11/13/2004,9/15/2006,258,4
680,35,50-74,College,Female,Yes,0,11/5/2004,8/5/2006,308,4
681,35,50-74,Some high school or less,Male,Yes,2,3/5/2004,6/30/2005,716,5
682,31,50-74,Some high school or less,Female,No,0,1/9/2004,10/24/2005,644,5
683,66,75+,High school,Male,Yes,3,12/31/2004,7/20/2006,709,7
684,66,75+,High school,Female,No,2,5/29/2004,10/15/2006,157,3
685,39,50-74,High school,Female,Yes,0,9/9/2004,7/10/2005,570,4
686,51,75+,High school,Male,Yes,3,5/13/2004,6/2/2005,162,3
687,66,75+,Post-graduate,Male,Yes,2,4/23/2004,10/28/2006,850,9
688,39,<25,Some college,Male,Yes,0,4/19/2004,10/10/2006,708,9
689,35,50-74,College,Male,No,0,5/30/2004,9/10/2006,356,6
690,33,50-74,College,Male,No,0,11/13/2004,5/9/2005,265,3
691,61,75+,High school,Male,Yes,0,2/1/2004,9/21/2005,113,4
692,57,50-74,Post-graduate,Female,Yes,2,4/24/2004,9/6/2006,856,9
693,63,25-49,College,Male,Yes,2,5/17/2004,7/27/2006,245,4
694,46,75+,Some high school or less,Female,No,0,2/25/2004,4/10/2006,620,6
695,26,75+,College,Male,No,0,9/7/2005,4/10/2006,39,2
696,41,25-49,Post-graduate,Male,No,0,4/4/2004,10/26/2006,374,5
697,45,<25,High school,Male,No,0,4/6/2004,6/14/2006,721,6
698,59,25-49,High school,Male,Yes,2,2/1/2005,9/23/2006,384,4
699,46,<25,College,Male,No,0,2/23/2004,8/26/2006,539,5
700,41,50-74,Post-graduate,Female,Yes,3,4/3/2004,8/31/2006,464,6
701,41,75+,High school,Female,Yes,2,5/20/2004,3/10/2006,466,3
702,33,25-49,Some high school or less,Female,Yes,1,1/9/2004,12/17/2005,722,8
703,42,50-74,Some college,Female,No,2,3/19/2004,9/8/2006,576,7
704,53,50-74,High school,Female,No,3,8/6/2004,2/6/2006,369,5
705,55,75+,Post-graduate,Female,Yes,2,4/17/2004,8/2/2005,95,2
706,61,50-74,Post-graduate,Female,Yes,3,9/8/2004,7/11/2005,587,4
707,38,25-49,High school,Male,Yes,2,11/19/2004,10/12/2006,393,5
708,50,50-74,Some college,Female,Yes,3,5/2/2004,8/2/2006,560,6
709,54,50-74,College,Male,Yes,2,9/1/2004,12/24/2005,291,4
710,29,75+,Post-graduate,Male,No,0,6/2/2004,1/13/2006,438,7
711,46,25-49,Some college,Male,Yes,3,12/20/2004,12/25/2006,239,3
712,43,75+,Some college,Male,No,0,4/14/2004,7/20/2005,713,5
713,34,25-49,Post-graduate,Female,No,0,8/13/2004,9/2/2006,232,4
714,46,25-49,Some college,Female,No,1,4/9/2004,8/7/2005,532,5
715,39,50-74,High school,Male,No,1,2/10/2004,5/5/2006,359,5
716,57,25-49,College,Male,Yes,3,4/9/2004,3/9/2006,698,7
717,33,75+,High school,Male,No,0,12/15/2004,11/24/2005,350,5
718,63,50-74,High school,Female,Yes,2,8/28/2004,8/9/2005,371,5
719,24,25-49,College,Male,No,1,3/19/2004,10/15/2006,564,6
720,30,<25,High school,Female,No,0,7/1/2005,7/27/2005,176,2
721,49,75+,Some college,Male,No,0,6/25/2004,7/12/2006,171,2
722,51,50-74,Some college,Female,Yes,0,7/3/2005,12/5/2005,268,2
723,18,<25,Post-graduate,Male,No,0,6/10/2005,8/11/2006,523,4
724,48,25-49,Some college,Male,Yes,3,3/15/2004,11/23/2005,829,8
725,36,25-49,Some college,Female,No,1,6/14/2005,8/1/2006,515,4
726,41,50-74,High school,Male,No,0,4/16/2004,5/23/2006,463,5
727,25,25-49,Some college,Female,No,1,5/24/2004,5/24/2004,30,1
728,33,<25,Post-graduate,Female,No,0,4/10/2004,3/26/2006,434,7
729,40,<25,Some college,Female,No,0,4/1/2004,5/31/2006,367,7
730,58,75+,Some high school or less,Female,Yes,0,8/20/2004,10/11/2006,166,3
731,75,75+,Post-graduate,Male,Yes,0,8/4/2004,9/8/2006,276,4
732,65,75+,College,Male,Yes,0,3/7/2004,6/30/2005,309,7
733,60,75+,Some high school or less,Male,Yes,3,3/13/2004,4/17/2006,777,7
